match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,captain,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalOffside,stat_accurateCross,stat_keyPass,stat_shotOffTarget,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_goodHighClaim,stat_punches,stat_bigChanceMissed
11957674,home,Bolton Wanderers,Nathan Baxter,,,baxter-nathan,N. Baxter,G,12,193.0,137,M,838612,EUR,910483200.0,G,1,1,False,30.0,23.0,11.0,4.0,21.0,22.0,2.0,8.0,1.0,1.0,7.0,1.0,2.0,4.0,90.0,41.0,6.8,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11957674,home,Bolton Wanderers,William Forrester,,,william-forrester,W. Forrester,D,6,180.0,24,M,1007040,EUR,993772800.0,D,15,15,False,13.0,13.0,3.0,3.0,8.0,8.0,5.0,5.0,4.0,5.0,1.0,,,,45.0,24.0,6.7,3.0,0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
11957674,home,Bolton Wanderers,Ricardo Santos,,,ricardo-santos,R. Santos,D,23,196.0,94,M,555376,EUR,803433600.0,D,5,5,False,32.0,22.0,7.0,2.0,18.0,23.0,4.0,9.0,6.0,9.0,5.0,2.0,,,90.0,50.0,7.2,12.0,1,,2.0,1.0,,,,1.0,1.0,1.0,True,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
11957674,home,Bolton Wanderers,Eoin Toal,,,toal-eoin,E. Toal,D,18,191.0,69,M,889487,EUR,919036800.0,D,18,18,False,35.0,25.0,9.0,3.0,17.0,23.0,8.0,12.0,10.0,3.0,4.0,1.0,,,90.0,48.0,6.8,12.0,1,3.0,5.0,5.0,,,,,1.0,2.0,,1.0,,4.0,4.0,,,,,,,,,,,,,,
11957674,home,Bolton Wanderers,Josh Dacres-Cogley,,,josh-dacres-cogley,J. Dacres-Cogley,M,2,174.0,26,M,845903,EUR,826588800.0,M,12,12,False,36.0,28.0,6.0,2.0,10.0,13.0,18.0,23.0,6.0,1.0,5.0,1.0,,,90.0,57.0,7.2,9.0,0,,,,,2.0,2.0,,1.0,,,,1.0,3.0,2.0,,,,,,,,,,,,,,
11957674,home,Bolton Wanderers,Edmond-Paris Maghoma,,,maghoma-edmond-paris,E. Maghoma,M,25,178.0,297,M,907500,EUR,989280000.0,M,19,19,False,25.0,19.0,2.0,,8.0,9.0,11.0,18.0,5.0,,3.0,3.0,,,81.0,43.0,7.1,12.0,3,,1.0,2.0,1.0,,,,3.0,,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,
11957674,home,Bolton Wanderers,Josh Sheehan,,,josh-sheehan,J. Sheehan,M,8,184.0,136,M,790525,EUR,796521600.0,M,8,8,False,46.0,40.0,7.0,4.0,20.0,22.0,22.0,31.0,2.0,1.0,9.0,,,,90.0,64.0,7.1,14.0,0,,,3.0,,1.0,,,2.0,1.0,,,3.0,2.0,2.0,7.0,1.0,,,2.0,3.0,,,,,,,,
11957674,home,Bolton Wanderers,George Thomason,,,george-thomason,G. Thomason,M,14,177.0,81,M,1014623,EUR,1010793600.0,M,4,4,False,47.0,35.0,8.0,3.0,16.0,20.0,20.0,30.0,4.0,,7.0,,,,90.0,62.0,7.2,15.0,3,1.0,1.0,3.0,,2.0,2.0,,,2.0,,1.0,2.0,1.0,,3.0,,,,1.0,2.0,2.0,,,,,,,
11957674,home,Bolton Wanderers,Zachary Ashworth,Zachary Ashworth,,zachary-ashworth,Z. Ashworth,D,26,176.0,28,M,1083027,EUR,1031270400.0,M,26,26,False,28.0,24.0,5.0,3.0,13.0,15.0,12.0,14.0,4.0,3.0,4.0,,,,90.0,48.0,6.7,7.0,1,,,5.0,1.0,,,,,2.0,,1.0,1.0,4.0,3.0,1.0,2.0,,,1.0,,,,,,,,,
11957674,home,Bolton Wanderers,Victor Adeboyejo,,,victor-adeboyejo,V. Adeboyejo,F,19,178.0,123,M,758446,EUR,884563200.0,F,14,14,False,22.0,16.0,4.0,1.0,9.0,9.0,7.0,13.0,2.0,,4.0,,,,75.0,34.0,7.2,13.0,3,6.0,1.0,11.0,3.0,3.0,1.0,,2.0,,,,,,,,,2.0,,,2.0,1.0,1.0,1.0,1.0,,,,
