match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_jerseyNumber,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_blockedScoringAttempt,stat_keyPass,player_lastName,stat_accurateCross,stat_shotOffTarget,stat_unsuccessfulTouch,captain,stat_goals,stat_errorLeadToAGoal,player_sofascoreId,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAShot,stat_clearanceOffLine,stat_bigChanceCreated,stat_lastManTackle,stat_hitWoodwork
12441756,home,SC Heerenveen,Mickey van der Hart,mickey-van-der-hart,M. v. d. Hart,G,188,97,M,242313,EUR,771465600,G,13,13,False,26.0,23.0,6.0,3.0,0.0,23.0,23.0,3.0,2.0,9.0,2.0,1.0,2.0,1.0,1.0,90.0,39.0,6.7,3.0,0.00018044,0,-1.7795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441756,home,SC Heerenveen,Oliver Braude,braude-oliver,O. Braude,D,174,214,M,1150061,EUR,1077321600,D,45,45,False,71.0,52.0,12.0,4.0,0.0,18.0,21.0,54.0,1.0,7.0,,,,,,90.0,98.0,6.8,26.0,0.0319991,1,,Oliver Braude,45,34.0,4.0,2.0,5.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0198,0.0361,,,,,,,,,,,,,,,,,,
12441756,home,SC Heerenveen,Sam Kersten,sam-kersten,S. Kersten,D,191,83,M,847072,EUR,886118400,D,4,4,False,91.0,82.0,7.0,3.0,0.0,34.0,38.0,53.0,1.0,5.0,,,,,,90.0,97.0,6.6,9.0,0.0390668,1,,,4,48.0,,1.0,2.0,5.0,,,,,,,,3.0,2.0,1.0,1.0,0.0219,,1.0,1.0,1.0,,,,,,,,,,,,,,,
12441756,home,SC Heerenveen,Nikolai Soyset Hopland,hopland-nikolai-soyset,N. S. Hopland,D,186,224,M,1121247,EUR,1090627200,D,17,17,False,80.0,69.0,12.0,6.0,0.0,34.0,35.0,47.0,3.0,3.0,,,,,,84.0,99.0,7.0,15.0,0.0566945,1,,,17,36.0,2.0,3.0,8.0,8.0,1.0,1.0,2.0,1.0,,1.0,,4.0,2.0,,1.0,0.0628,,4.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,
12441756,home,SC Heerenveen,Mats Köhlert,mats-kohlert,M. Köhlert,D,168,173,M,794998,EUR,894067200,D,11,11,False,76.0,66.0,4.0,2.0,0.0,16.0,19.0,76.0,1.0,6.0,,,,,,90.0,120.0,7.4,29.0,0.266377,1,,,27,55.0,19.0,2.0,9.0,6.0,1.0,3.0,3.0,2.0,,,,1.0,,1.0,2.0,0.02,,2.0,,4.0,,5.0,1.0,1.0,True,,,,,,,,,,
12441756,home,SC Heerenveen,Espen Van Ee,van-ee-espen,E. v. Ee,M,179,71,M,1126965,EUR,1057363200,M,21,21,False,55.0,49.0,2.0,2.0,0.0,14.0,17.0,39.0,,1.0,,,,,,90.0,75.0,7.3,12.0,0.0802773,6,,,22,35.0,1.0,2.0,7.0,5.0,1.0,2.0,2.0,1.0,2.0,,,2.0,1.0,,,0.1994,0.3999,3.0,3.0,1.0,,,1.0,2.0,,1.0,,,,,,,,,
12441756,home,SC Heerenveen,Marcus Linday,marcus-linday,M. Linday,M,186,207,M,1627623,EUR,1054512000,M,16,16,False,40.0,33.0,1.0,,0.0,7.0,8.0,33.0,,8.0,,,,,,90.0,52.0,6.2,13.0,0.0803078,0,,Marcus Linday,16,26.0,1.0,,4.0,3.0,,2.0,1.0,1.0,,,1.0,1.0,,1.0,,,,2.0,,,,,,3.0,,,1.0,,,,,,,,
12441756,home,SC Heerenveen,Alireza Jahanbakhsh,alireza-jahanbakhsh,A. Jahanbakhsh,M,180,3825,M,331837,EUR,745027200,M,30,30,False,32.0,23.0,3.0,2.0,1.0,1.0,2.0,38.0,1.0,3.0,,,,,,90.0,62.0,7.3,24.0,0.126516,2,,,27,23.0,8.0,2.0,6.0,7.0,,1.0,2.0,,,,,3.0,2.0,2.0,,0.1039,,3.0,1.0,2.0,,1.0,1.0,2.0,,,,alirezajb,1.0,,,,,,
12441756,home,SC Heerenveen,Levi Smans,levi-smans,L. Smans,M,175,135,M,1133678,EUR,1048550400,M,14,14,False,18.0,15.0,1.0,1.0,0.0,3.0,3.0,18.0,,,,,,,,90.0,40.0,6.9,13.0,0.0607953,3,,Levi Smans,14,13.0,3.0,3.0,2.0,6.0,,1.0,3.0,2.0,1.0,,,,,1.0,,0.1201,0.1925,,1.0,,,1.0,1.0,4.0,,,,,,,,,,,
12441756,home,SC Heerenveen,Dimitris Rallis,dimitris-rallis,D. Rallis,F,189,309,M,1888815,EUR,1111795200,M,26,26,False,17.0,11.0,2.0,,0.0,5.0,5.0,13.0,,5.0,,,,,,73.0,24.0,6.2,9.0,0.0220492,1,,,9,7.0,1.0,,6.0,1.0,2.0,,2.0,1.0,,,,,,,2.0,0.0249,,1.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,
