match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_shotOffTarget,stat_wasFouled,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAShot
13189407,home,Millwall,Lukas Jensen,,,jensen-lukas,L. Jensen,G,1,198.0,76,M,1033351,EUR,921715200,G,1,1,False,12.0,11.0,1.0,1.0,0.0,10.0,11.0,1.0,1.0,5.0,1.0,1.0,1.0,90.0,19.0,7.1,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189407,home,Millwall,Ryan Leonard,,,ryan-leonard,R. Leonard,D,18,185.0,47,M,111398,EUR,706665600,D,18,18,False,46.0,36.0,7.0,4.0,0.0,15.0,16.0,22.0,32.0,6.0,,,,90.0,72.0,7.5,18.0,0,2.0,1.0,3.0,1.0,5.0,6.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,
13189407,home,Millwall,Japhet Tanganga,,,japhet-tanganga,J. Tanganga,D,2,186.0,700,M,836693,EUR,922838400,D,6,6,False,57.0,51.0,5.0,4.0,0.0,33.0,36.0,18.0,21.0,4.0,,,,90.0,69.0,7.2,8.0,1,,,,3.0,1.0,4.0,,1.0,,4.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,
13189407,home,Millwall,Jake Cooper,,,jake-cooper,J. Cooper,D,5,199.0,99,M,358220,EUR,791769600,D,5,5,False,70.0,60.0,9.0,4.0,0.0,40.0,43.0,20.0,27.0,1.0,,,,90.0,88.0,7.9,12.0,3,,,3.0,9.0,3.0,9.0,,,,6.0,,,,2.0,2.0,1.0,True,1.0,1.0,2.0,,,,,,,,
13189407,home,Millwall,Joe Bryan,,,joe-bryan,J. Bryan,D,23,170.0,93,M,205028,EUR,748224000,D,15,15,False,55.0,47.0,7.0,4.0,1.0,20.0,20.0,29.0,47.0,6.0,,,,90.0,98.0,8.4,23.0,1,12.0,2.0,,2.0,2.0,10.0,,4.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,,,,1.0,1.0,2.0,,,,,,
13189407,home,Millwall,Billy Mitchell,,,mitchell-billy,B. Mitchell,M,8,178.0,51,M,982254,EUR,956275200,M,8,8,False,50.0,46.0,,,1.0,20.0,21.0,26.0,29.0,7.0,,,,90.0,60.0,7.1,7.0,0,,,3.0,,5.0,2.0,,1.0,,1.0,,2.0,1.0,2.0,,,,1.0,,1.0,,,1.0,,,,,
13189407,home,Millwall,Casper De Norre,,,casper-de-norre,C. D. Norre,M,24,175.0,155,M,823654,EUR,855273600,M,24,24,False,47.0,42.0,7.0,5.0,0.0,17.0,19.0,25.0,28.0,9.0,,,,83.0,62.0,8.3,6.0,2,,,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,,1.0,,,,,,,1.0,,1.0,1.0,,,
13189407,home,Millwall,Femi Azeez,,,femi-azeez,F. Azeez,M,11,181.0,330,M,1007093,EUR,991699200,M,11,11,False,21.0,18.0,,,0.0,5.0,5.0,13.0,18.0,4.0,,,,63.0,41.0,7.6,9.0,1,2.0,,2.0,3.0,6.0,8.0,1.0,2.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,,1.0,,3.0,1.0,,1.0,,,,,
13189407,home,Millwall,George Honeyman,,,george-honeyman,G. C. Honeyman,M,10,173.0,116,M,789859,EUR,778982400,M,39,39,False,34.0,28.0,1.0,,0.0,8.0,9.0,24.0,33.0,3.0,,,,90.0,56.0,7.5,16.0,1,8.0,4.0,,,4.0,5.0,1.0,,,1.0,,5.0,4.0,5.0,,,,,1.0,3.0,,,3.0,,,,,
13189407,home,Millwall,Adam Mayor,Adam Major,,adam-mayor,A. Mayor,D,15,170.0,44,M,1398540,EUR,1113004800,M,12,12,False,29.0,20.0,1.0,1.0,0.0,6.0,10.0,15.0,23.0,5.0,,,,75.0,41.0,6.1,18.0,0,4.0,1.0,2.0,1.0,8.0,1.0,1.0,4.0,,1.0,,,,1.0,,,,,,,,,1.0,,,1.0,,
