match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_outfielderBlock,stat_totalCross,stat_dispossessed,stat_shotOffTarget,stat_goals,stat_keyPass,captain,stat_accurateCross,player_firstName,player_lastName,stat_bigChanceCreated,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,stat_ownGoals,stat_hitWoodwork
12504697,home,Atalanta,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192,3101,M,865646,EUR,962409600,G,29,29,False,23.0,15.0,7.0,0.0,15.0,17.0,6.0,1.0,1.0,2.0,6.0,2.0,3.0,5.0,1.0,90.0,35.0,7.7,8.0,2.715e-05,0,1.4941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504697,home,Atalanta,Odilon Kossounou,odilon-kossounou,O. Kossounou,D,3,191,9985,M,973437,EUR,978566400,D,3,3,False,55.0,43.0,5.0,0.0,34.0,39.0,16.0,2.0,4.0,5.0,6.0,,,,,90.0,71.0,6.7,14.0,0.00941948,1,,odilonkossounou,3.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1067,0.2789,,,,,,,,,,,,,,,,,
12504697,home,Atalanta,Isak Hien,hien-isak,I. Hien,D,4,191,2306,M,1157713,EUR,916185600,D,4,4,False,36.0,31.0,3.0,0.0,29.0,32.0,4.0,1.0,3.0,6.0,1.0,,,,,90.0,49.0,6.9,6.0,0.00066924,0,,,2.0,2.0,3.0,,,,,,2.0,2.0,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,
12504697,home,Atalanta,Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,19,190,2156,M,151003,EUR,730080000,D,19,19,False,13.0,10.0,1.0,0.0,6.0,8.0,5.0,,1.0,,1.0,,,,,24.0,14.0,6.6,3.0,0.0041733,0,,,,4.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12504697,home,Atalanta,Davide Zappacosta,davide-zappacosta,D. Zappacosta,M,77,182,2125,M,132318,EUR,708220800,M,77,77,False,17.0,14.0,1.0,0.0,6.0,6.0,13.0,,,1.0,1.0,,,,,45.0,37.0,6.4,8.0,0.00932805,0,,,,8.0,3.0,,1.0,,,1.0,,,1.0,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,
12504697,home,Atalanta,Mario Pašalić,mario-pasalic,M. Pašalić,M,20,189,7385,M,190437,EUR,792288000,M,8,8,False,50.0,36.0,8.0,0.0,19.0,23.0,27.0,3.0,4.0,3.0,5.0,,,,,90.0,68.0,7.2,21.0,0.0353016,2,,pasalicmario,5.0,17.0,6.0,1.0,1.0,,1.0,,1.0,,4.0,,2.0,0.2547,0.6668,,,,2.0,1.0,1.0,1.0,,,,,,,,,,
12504697,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185,1856,M,100389,EUR,670204800,M,15,15,False,46.0,37.0,5.0,0.0,20.0,22.0,24.0,1.0,5.0,1.0,,,,,,90.0,60.0,6.5,14.0,0.0196665,0,,,2.0,17.0,6.0,2.0,1.0,,,,1.0,1.0,1.0,3.0,,,,2.0,,,1.0,,,,True,,,,,,,,,
12504697,home,Atalanta,Matteo Ruggeri,matteo-ruggeri,M. Ruggeri,M,3,187,2490,M,965011,EUR,1026345600,M,22,22,False,50.0,40.0,7.0,0.0,26.0,30.0,27.0,4.0,5.0,1.0,4.0,,,,,90.0,88.0,7.2,19.0,0.0132467,1,,,4.0,15.0,2.0,,1.0,,1.0,1.0,1.0,1.0,,,,0.0297,0.1251,1.0,,7.0,,,,,,1.0,,,,,,,,
12504697,home,Atalanta,Lazar Samardžić,lazar-samardzic,L. Samardžić,M,10,183,4807,M,980624,EUR,1014508800,F,24,24,False,26.0,20.0,1.0,0.0,5.0,6.0,25.0,,,1.0,2.0,,,,,68.0,34.0,7.1,9.0,0.332776,0,,lakisamar10,,17.0,,,,,,,,,,,,,,,,5.0,,,,2.0,,2.0,,,1.0,,,,,
12504697,home,Atalanta,Ademola Lookman,ademola-lookman,A. Lookman,F,22,174,80703,M,824200,EUR,877305600,F,11,11,False,28.0,21.0,4.0,0.0,11.0,12.0,18.0,2.0,8.0,,6.0,,,,,90.0,51.0,6.9,17.0,0.146062,3,,molalookman,1.0,11.0,7.0,,6.0,,,,4.0,2.0,4.0,1.0,3.0,0.1918,,,,2.0,,1.0,,2.0,,1.0,,,,2.0,2.0,1.0,,
