match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_challengeLost,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_penaltyConceded,stat_wonContest,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_errorLeadToAShot,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_penaltyWon
12437622,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,19.0,16.0,4.0,1.0,0.0,16.0,16.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,90.0,22.0,6.6,3.0,2.673e-05,0,-0.1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437622,home,Atlético Madrid,Nahuel Molina,nahuel-molina,N. Molina,D,16,175,13426,M,nahuelmolina_35,831799,EUR,891820800,D,16,16,False,69.0,59.0,4.0,1.0,0.0,24.0,27.0,46.0,,3.0,,,,,90.0,94.0,6.7,19.0,0.099125,1,,36.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,2.0,0.0337,1.0,,,,,,,,,,,,,,,,,,,,,,
12437622,home,Atlético Madrid,Axel Witsel,axel-witsel,A. Witsel,D,20,186,9808,M,axelwitsel28,35612,EUR,600566400,D,20,20,False,49.0,47.0,3.0,3.0,0.0,35.0,36.0,13.0,3.0,2.0,,,,,90.0,61.0,7.2,3.0,0.00292335,0,,12.0,,,3.0,2.0,,,3.0,1.0,1.0,1.0,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12437622,home,Atlético Madrid,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187,6479,M,lenormand_r,787751,EUR,847670400,D,24,24,False,60.0,57.0,5.0,2.0,0.0,46.0,48.0,12.0,2.0,2.0,,,,,90.0,69.0,6.6,3.0,0.00292493,0,,11.0,,,2.0,5.0,,,1.0,2.0,,,,,1.0,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,
12437622,home,Atlético Madrid,Reinildo Mandava,reinildo-mandava,R. Mandava,D,17,180,11835,M,ReinildoMandava,831424,EUR,759110400,D,23,23,False,42.0,40.0,1.0,,0.0,21.0,22.0,21.0,2.0,4.0,,,,,45.0,54.0,6.3,4.0,0.0278623,0,,19.0,1.0,,3.0,3.0,1.0,,1.0,,,,,,1.0,,,,3.0,1.0,,,1.0,,,,,,,,,,,,,
12437622,home,Atlético Madrid,Giuliano Simeone,giuliano-simeone,G. Simeone,M,20,178,16028,M,giulisimeone,1099352,EUR,1040169600,M,22,22,False,20.0,14.0,,,0.0,4.0,4.0,18.0,,2.0,,,,,45.0,27.0,6.9,9.0,0.0036344,0,,10.0,2.0,,,3.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
12437622,home,Atlético Madrid,Pablo Barrios,pablo-barrios,P. Barrios,M,8,181,6589,M,PBarrios,1142588,EUR,1055635200,M,8,8,False,55.0,45.0,3.0,2.0,0.0,10.0,14.0,41.0,1.0,10.0,,,,,90.0,68.0,7.3,14.0,0.108176,2,,35.0,,,5.0,4.0,3.0,,,,,1.0,0.029,2.0,1.0,2.0,1.0,,,1.0,,,,2.0,2.0,1.0,1.0,0.1538,,,,,,,,
12437622,home,Atlético Madrid,Koke,koke,Koke,M,6,177,5822,M,Koke6,84539,EUR,694828800,M,6,6,False,63.0,58.0,4.0,3.0,0.0,20.0,21.0,43.0,1.0,3.0,,,,,71.0,70.0,6.6,6.0,0.0611024,0,,39.0,1.0,1.0,3.0,1.0,,,2.0,1.0,,,,,,,,1.0,,1.0,,,,,1.0,,,,True,1.0,,,,,,
12437622,home,Atlético Madrid,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16658,M,conorgallagher92,904970,EUR,949795200,M,4,4,False,38.0,35.0,,,0.0,12.0,12.0,26.0,,4.0,,,,,45.0,54.0,6.9,7.0,0.0248837,1,,23.0,,,6.0,6.0,4.0,1.0,,1.0,1.0,1.0,0.0286,1.0,1.0,,,1.0,3.0,2.0,,,,2.0,1.0,,,,,,,,,,,
12437622,home,Atlético Madrid,Ángel Correa,angel-correa,Á. Correa,F,7,171,16959,M,angelcorrea32,316152,EUR,794707200,F,10,10,False,8.0,7.0,1.0,1.0,0.0,3.0,3.0,6.0,1.0,1.0,,,,,58.0,25.0,6.8,9.0,0.0163842,3,,4.0,1.0,,7.0,1.0,1.0,1.0,,1.0,1.0,3.0,0.1134,1.0,2.0,,,1.0,,,,,,,3.0,1.0,1.0,0.1267,,,,,,,,
