match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_aerialWon,stat_keyPass,player_firstName,player_lastName,captain,stat_totalCross,stat_dispossessed,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_penaltyFaced,stat_errorLeadToAShot,stat_accurateCross,player_sofascoreId,stat_bigChanceCreated,stat_penaltyConceded,stat_bigChanceMissed,stat_totalOffside
14773673,home,Al-Kholood,Juan Cozzani,juan-cozzani,J. Cozzani,G,31,184.0,130,M,874969,EUR,907891200.0,G,31,31,False,32.0,19.0,23.0,10.0,0.0,17.0,21.0,2.0,11.0,10.0,1.0,3.0,7.0,90.0,45.0,6.1,13.0,0.00127553,33.637090888873,6.0,15.54,5.565,0.3995,0,-0.4149,0.03,0.01,-0.56,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773673,home,Al-Kholood,Abdulrahman Al-Safri,abdulrahman-al-safri,A. Al-Safri,M,8,176.0,22,M,990187,EUR,733536000.0,D,8,8,False,21.0,19.0,1.0,,0.0,10.0,10.0,9.0,11.0,2.0,,,,90.0,36.0,6.1,5.0,0.0305696,40.500708169706,6.0,24.465,11.76,,0,,0.0,0.05,-0.3,,2.0,5.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,13.257149014777,1.0,,,,,,,,,,,,,,,,,,,,,,
14773673,home,Al-Kholood,Norbert Gyömbér,norbert-gyomber,N. Gyömbér,D,23,189.0,303,M,224456,EUR,710121600.0,D,23,23,False,31.0,25.0,3.0,1.0,0.0,15.0,18.0,10.0,13.0,2.0,,,,90.0,43.0,6.7,7.0,0.00570512,58.224448890042,9.0,32.55,8.715,,0,,0.12,0.02,-0.07,,,2.0,2.0,2.0,,,6.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14773673,home,Al-Kholood,William Troost-Ekong,william-troost-ekong,W. Troost-Ekong,D,5,191.0,2266,M,338991,EUR,746841600.0,D,5,5,False,17.0,14.0,2.0,2.0,0.0,9.0,11.0,5.0,6.0,,,,,90.0,28.0,6.1,4.0,0.00268269,48.408542306764,4.0,34.545,18.375,,0,,0.06,0.01,-0.54,,1.0,1.0,3.0,,,,7.0,,1.0,1.0,1.0,1.0,,1.0,,,2.0,,,,True,,,,,,,,,,,,,,,,,
14773673,home,Al-Kholood,Shaquille Pinas,shaquille-pinas,S. Pinas,D,38,182.0,296,M,867530,EUR,890265600.0,D,38,38,False,49.0,46.0,3.0,2.0,0.0,29.0,29.0,17.0,20.0,2.0,,,,90.0,61.0,7.0,4.0,0.025268,174.00786767206,20.0,74.34,22.47,,0,,0.26,0.11,0.24,,,1.0,,,,,5.0,3.0,1.0,,,,,1.0,57.973744445789,3.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,
14773673,home,Al-Kholood,Sultan Al Shehri,sultan-al-shehri,S. A. Shehri,D,7,179.0,16,M,1549237,EUR,804729600.0,D,7,7,False,27.0,23.0,2.0,,0.0,11.0,13.0,12.0,14.0,4.0,,,,89.0,42.0,6.0,6.0,0.0103765,39.576025450106,7.0,-6.195,5.04,,0,,-0.01,-0.45,-0.47,,2.0,3.0,5.0,,,,1.0,,1.0,4.0,2.0,,1.0,,,,,2.0,Sultan Al Shehri,,,1.0,1.0,,,,,,,,,,,,,,,
14773673,home,Al-Kholood,Abdulaziz Al-Aliwa,abdulaziz-al-aliwa,A. Al-Aliwa,M,46,182.0,344,M,1067777,EUR,1076457600.0,M,46,46,False,22.0,20.0,3.0,1.0,0.0,6.0,6.0,14.0,16.0,2.0,,,,87.0,37.0,5.8,11.0,0.056843,189.56906406096,16.0,51.87,30.24,,1,,-0.06,0.1,-0.28,,1.0,8.0,2.0,2.0,4.0,1.0,1.0,,1.0,,,3.0,1.0,2.0,90.486694651208,4.0,,,,,,3.0,,1.0,0.0162,-0.12,,,,,,,,,,,,
14773673,home,Al-Kholood,Abdulrahman Al Dosari,abdulrahman-al-dosari,A. A. Dosari,M,39,178.0,33,M,832313,EUR,875145600.0,M,39,39,False,13.0,13.0,1.0,1.0,0.0,8.0,8.0,5.0,5.0,3.0,,,,37.0,19.0,6.1,,0.00114354,50.675303375484,5.0,-4.935,17.325,,0,,-0.02,0.03,0.29,,,,5.0,,1.0,1.0,1.0,,,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14773673,home,Al-Kholood,John Buckley,john-buckley,J. Buckley,M,6,173.0,168,M,970441,EUR,939772800.0,M,6,6,False,54.0,49.0,6.0,3.0,0.0,28.0,28.0,21.0,26.0,5.0,,,,90.0,74.0,6.4,9.0,0.024092,105.20717845634,13.0,22.575,9.135,,3,,0.28,0.1,-0.23,,,10.0,3.0,4.0,1.0,,2.0,1.0,3.0,1.0,,,2.0,3.0,,,,2.0,,,,1.0,2.0,1.0,0.0512,-0.23,2.0,,,,,,,,,,,
14773673,home,Al-Kholood,Hattan Bahebri,hattan-bahebri,H. Bahbri,M,11,168.0,92,M,803052,EUR,711244800.0,M,11,11,False,11.0,9.0,,,0.0,4.0,6.0,5.0,5.0,2.0,,,,45.0,14.0,6.3,3.0,0.00303078,44.270881748724,5.0,6.195,11.97,,1,,-0.02,0.09,-0.11,,1.0,2.0,,1.0,,,,,,,,1.0,,,17.375763839325,1.0,,1.0,,,,,,,0.0186,-0.1,,1.0,0.1667,,,,,,,,,
