match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_shotOffTarget,stat_interceptionWon,stat_fouls,stat_challengeLost,captain,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,stat_goals,player_lastName,stat_goalAssist,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
11453086,home,Al-Riyadh,Martín Campaña,martin-campana,M. Campaña,G,25,186.0,179,M,243045,EUR,612403200.0,G,25,25,False,26.0,20.0,8.0,2.0,19.0,21.0,1.0,5.0,1.0,13.0,1.0,1.0,90.0,37.0,6.5,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453086,home,Al-Riyadh,Hussain Al-Nuweqi,hussain-al-nuweqi,H. Al-Nuweqi,D,27,170.0,14,M,1525073,EUR,817948800.0,D,27,27,False,41.0,36.0,2.0,,18.0,20.0,18.0,26.0,5.0,4.0,1.0,,90.0,70.0,7.1,16.0,1,Hussain Al-Nuweqi,5.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
11453086,home,Al-Riyadh,Ahmad Asiri,ahmad-asiri,A. Asiri,D,13,179.0,31,M,350060,EUR,690076800.0,D,29,29,False,87.0,79.0,12.0,7.0,52.0,54.0,27.0,33.0,4.0,5.0,1.0,,90.0,97.0,7.1,10.0,1,,,,1.0,1.0,,,,,2.0,2.0,,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,
11453086,home,Al-Riyadh,Mohammed Al Shwirekh,mohammed-al-shwirekh,M. A. Shwirekh,D,2,179.0,63,M,1519331,EUR,883612800.0,D,4,4,False,44.0,42.0,2.0,,33.0,33.0,9.0,11.0,4.0,2.0,2.0,,45.0,51.0,6.7,3.0,0,Mohammed Al Shwirekh,,,1.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11453086,home,Al-Riyadh,Khalid Bin Shuwayyi,khalid-bin-shuwayyi,K. B. Shuwayyi,D,75,176.0,10,M,893516,EUR,828921600.0,D,5,5,False,99.0,81.0,18.0,7.0,50.0,53.0,31.0,47.0,3.0,6.0,,,90.0,106.0,6.9,19.0,0,,1.0,2.0,2.0,5.0,,,,,2.0,1.0,1.0,,,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,
11453086,home,Al-Riyadh,Abdulelah Al Khaibari,abdulelah-al-khaibari,A. A. Khaibari,D,80,174.0,142,M,1519328,EUR,864259200.0,D,8,8,False,60.0,53.0,2.0,1.0,24.0,25.0,30.0,42.0,11.0,6.0,3.0,,90.0,95.0,7.1,22.0,0,Abdulelah Al Khaibari,7.0,,2.0,5.0,7.0,3.0,,,2.0,3.0,3.0,1.0,,1.0,,1.0,,,True,1.0,1.0,,,,,,,,,,
11453086,home,Al-Riyadh,Saleh Al Abbas,saleh-al-abbas,S. A. Abbas,F,14,177.0,52,M,989766,EUR,797904000.0,M,14,14,False,13.0,10.0,1.0,1.0,3.0,4.0,7.0,10.0,2.0,1.0,,,89.0,26.0,7.3,6.0,4,,1.0,3.0,,7.0,1.0,1.0,,2.0,1.0,1.0,,2.0,2.0,,2.0,,2.0,2.0,,,,1.0,1.0,,,,,,,,
11453086,home,Al-Riyadh,Birama Touré,birama-toure,B. Touré,M,60,183.0,134,M,246507,EUR,707788800.0,M,60,60,False,68.0,60.0,8.0,3.0,34.0,35.0,26.0,33.0,5.0,8.0,1.0,,90.0,80.0,6.7,11.0,0,,,3.0,1.0,6.0,2.0,1.0,,,1.0,2.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,
11453086,home,Al-Riyadh,Fahad Al-Reshedi,fahad-al-reshedi,F. Al-Reshedi,M,80,173.0,10,M,818573,EUR,676339200.0,M,80,80,False,47.0,38.0,3.0,1.0,16.0,18.0,22.0,29.0,2.0,5.0,1.0,,85.0,61.0,6.7,12.0,1,,,1.0,,5.0,1.0,1.0,,,,,,1.0,,,1.0,3.0,,2.0,,,2.0,,,,,,,,,,
11453086,home,Al-Riyadh,Abdulhadi Al-Harajin,abdulhadi-al-harajin,A. Al-Harajin,M,8,171.0,18,M,818887,EUR,785289600.0,M,15,15,False,18.0,15.0,3.0,1.0,6.0,6.0,9.0,19.0,4.0,6.0,1.0,,66.0,44.0,6.1,20.0,0,,7.0,,,7.0,5.0,1.0,,,,2.0,1.0,1.0,,,,,,,,,3.0,,,,,,,,,,
