match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_aerialLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_goals,stat_bigChanceMissed,stat_bigChanceCreated,stat_goodHighClaim,stat_punches,stat_errorLeadToAGoal,player_sofascoreId,stat_errorLeadToAShot
13078238,home,MVV Maastricht,Romain Matthys,,,matthys-romain,R. Matthys,G,13,184,109,M,991213,EUR,900028800,G,12,12,False,44.0,34.0,27.0,18.0,0.0,22.0,24.0,12.0,20.0,1.0,3.0,12.0,1.0,2.0,3.0,3.0,3.0,90.0,59.0,7.4,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13078238,home,MVV Maastricht,Tim Zeegers,,,tim-zeegers,T. Zeegers,D,,179,23,M,965976,EUR,952819200,D,32,32,False,33.0,23.0,8.0,4.0,0.0,11.0,14.0,12.0,23.0,6.0,1.0,5.0,,,,,,90.0,60.0,6.6,17.0,0,4.0,1.0,6.0,2.0,2.0,5.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,
13078238,home,MVV Maastricht,Ozgur Aktas,,,ozgur-aktas,O. Aktas,D,24,190,22,M,877609,EUR,854323200,D,3,3,False,37.0,29.0,10.0,4.0,0.0,19.0,21.0,10.0,16.0,6.0,4.0,1.0,1.0,,,,,90.0,55.0,7.3,10.0,4,,3.0,5.0,1.0,1.0,2.0,2.0,3.0,True,3.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
13078238,home,MVV Maastricht,Simon Francis,Simon Francis,,simon-francis,S. Francis,D,2,186,28,M,1510031,EUR,1114473600,D,20,20,False,23.0,15.0,7.0,3.0,0.0,13.0,15.0,2.0,8.0,2.0,3.0,1.0,,,,,,90.0,32.0,6.4,9.0,1,,1.0,5.0,3.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,
13078238,home,MVV Maastricht,Lars Schenk,Lars Schenk,,lars-schenk,L. Schenk,D,34,179,16,M,1047360,EUR,1011139200,D,34,34,False,19.0,13.0,6.0,2.0,0.0,8.0,10.0,5.0,9.0,3.0,1.0,4.0,,,,,,90.0,34.0,6.2,9.0,0,,1.0,6.0,1.0,2.0,2.0,2.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
13078238,home,MVV Maastricht,Marko Kleinen,,,marko-kleinen,M. Kleinen,M,31,185,16,M,1000923,EUR,993600000,M,31,31,False,30.0,22.0,8.0,5.0,0.0,9.0,11.0,13.0,19.0,7.0,,5.0,2.0,,,,,90.0,45.0,6.7,9.0,2,,2.0,7.0,1.0,1.0,2.0,1.0,4.0,,,,,1.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,
13078238,home,MVV Maastricht,Nabil El Basri,Nabil El Basri,,nabil-el-basri,N. E. Basri,M,6,187,139,M,1394239,EUR,1080259200,M,6,6,False,22.0,15.0,2.0,1.0,0.0,4.0,5.0,11.0,19.0,3.0,1.0,4.0,,,,,,90.0,37.0,6.8,13.0,1,2.0,,7.0,,4.0,3.0,2.0,,,,1.0,,3.0,,3.0,,,,,1.0,,,,,,,,,
13078238,home,MVV Maastricht,Ilano Silva Timas,Ilano Silva Timas,,ilano-silva-timas,I. S. Timas,M,10,183,74,M,1896511,EUR,1033257600,M,29,29,False,14.0,10.0,2.0,,0.0,1.0,2.0,12.0,16.0,2.0,,2.0,2.0,,,,,90.0,37.0,7.0,15.0,2,4.0,,10.0,2.0,5.0,,,,,1.0,1.0,,,3.0,1.0,2.0,,,,3.0,3.0,1.0,,,,,,,
13078238,home,MVV Maastricht,Bryan Smeets,Bryan,Smeets,bryan-smeets,B. Smeets,M,,182,58,M,73810,EUR,722390400,M,5,5,False,27.0,21.0,3.0,1.0,0.0,11.0,12.0,11.0,20.0,,,4.0,,,,,,72.0,36.0,6.5,13.0,1,5.0,,1.0,1.0,,,,,,,1.0,,,3.0,,,,,,3.0,1.0,,1.0,,,,,,
13078238,home,MVV Maastricht,Camil Mmaee,Camil Mmaee,,camil-mmaee,C. Mmaee,F,7,184,278,M,1131458,EUR,1077321600,M,7,7,False,17.0,10.0,1.0,1.0,0.0,2.0,5.0,9.0,15.0,10.0,1.0,10.0,2.0,,,,,90.0,42.0,8.2,14.0,3,3.0,,3.0,,1.0,1.0,1.0,,,,3.0,,,4.0,2.0,7.0,7.0,,,3.0,1.0,,,1.0,,,,,
