match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,stat_totalClearance,stat_outfielderBlock,stat_penaltyConceded,stat_fouls,player_lastName,stat_totalOffside,stat_blockedScoringAttempt,stat_expectedGoals,captain,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,stat_clearanceOffLine,stat_penaltyWon
12437612,home,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,32.0,17.0,24.0,10.0,0.0,10.0,16.0,7.0,16.0,11.0,2.0,1.0,4.0,90.0,41.0,7.1,15.0,0.0027952,0,0.5255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437612,home,Valencia,Thierry Correia,correia-thierry,T. Correia,D,12,176,798,M,,851282,EUR,920937600,D,12,12,False,31.0,23.0,8.0,3.0,0.0,11.0,13.0,13.0,20.0,2.0,,,,90.0,57.0,6.7,12.0,0.0655513,0,,2.0,1.0,1.0,1.0,3.0,6.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12437612,home,Valencia,Cristhian Mosquera,cristhian-mosquera,C. Mosquera,D,3,191,15807,M,,1144630,EUR,1088294400,D,3,3,False,56.0,52.0,4.0,,0.0,45.0,47.0,7.0,9.0,5.0,,,,90.0,69.0,6.2,7.0,0.00323971,0,,,,2.0,,4.0,2.0,,2.0,1.0,,1.0,,2.0,,Cristhian Mosquera,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12437612,home,Valencia,Yarek Gasiorowski,gasiorowski-yarek,Y. Gasiorowski,D,3,190,1668,M,,1184317,EUR,1105488000,D,24,24,False,36.0,33.0,4.0,3.0,0.0,26.0,28.0,7.0,8.0,2.0,,,,90.0,50.0,6.9,4.0,0.00218594,0,,,,2.0,4.0,3.0,5.0,1.0,,,1.0,1.0,1.0,1.0,,Yarek Gasiorowski,4.0,2.0,,,,,,,,,,,,,,,,,,
12437612,home,Valencia,Jesús Vázquez,jesus-vazquez,J. Vázquez,D,21,182,419,M,,996929,EUR,1041465600,D,21,21,False,11.0,8.0,1.0,,0.0,4.0,7.0,4.0,5.0,6.0,,,,77.0,25.0,6.1,7.0,0.00380786,0,,1.0,,1.0,,5.0,3.0,1.0,1.0,,,2.0,2.0,1.0,1.0,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,
12437612,home,Valencia,Rafa Mir,rafa-mir,R. Mir,F,10,189,2029,M,,825754,EUR,866592000,M,11,11,False,12.0,7.0,,,0.0,4.0,5.0,4.0,8.0,,,,,77.0,26.0,5.9,10.0,0.0794974,1,,1.0,1.0,2.0,1.0,8.0,4.0,1.0,4.0,,,3.0,2.0,1.0,,,,,,1.0,,2.0,1.0,0.0116,,,,,,,,,,,,
12437612,home,Valencia,Pepelu,pepelu,Pepelu,M,18,185,1838,M,,826948,EUR,902793600,M,18,18,False,42.0,30.0,4.0,,0.0,22.0,25.0,10.0,23.0,5.0,,,,90.0,62.0,7.2,19.0,0.12581,1,,6.0,2.0,,2.0,3.0,7.0,1.0,,,,4.0,2.0,1.0,1.0,,4.0,1.0,,2.0,,,,0.0189,True,1.0,1.0,2.0,,,,,,,,
12437612,home,Valencia,Javier Guerra,javier-guerra,J. Guerra,M,8,187,1800,M,,1122610,EUR,1052784000,M,8,8,False,17.0,15.0,2.0,2.0,0.0,6.0,6.0,9.0,11.0,3.0,,,,86.0,35.0,6.5,10.0,0.0163255,0,,,,,1.0,5.0,5.0,1.0,1.0,,,3.0,2.0,3.0,1.0,,4.0,,,2.0,,,,,,,,,1.0,,,,,,,
12437612,home,Valencia,Diego López,diego-lopez,D. López,M,16,172,1350,M,,998950,EUR,1021248000,M,16,16,False,16.0,11.0,2.0,2.0,1.0,2.0,3.0,10.0,16.0,2.0,,,,66.0,25.0,7.2,9.0,0.980363,0,,3.0,1.0,,1.0,4.0,1.0,2.0,1.0,,1.0,,,,,,,,,1.0,,,,,,2.0,,3.0,,,,,,,,
12437612,home,Valencia,André Almeida,andre-almeida,A. Almeida,M,10,176,1200,M,,845693,EUR,959644800,F,10,10,False,16.0,14.0,,,0.0,6.0,7.0,8.0,9.0,4.0,,,,66.0,23.0,7.1,3.0,0.00610899,0,,,,,,,4.0,,1.0,1.0,,2.0,1.0,,1.0,,,1.0,,,,2.0,,,,,,1.0,,,,,,,,
12437612,home,Valencia,Hugo Duro,hugo-duro,H. Duro,F,9,180,2868,M,,909119,EUR,942192000,F,9,9,False,7.0,4.0,1.0,,0.0,2.0,2.0,2.0,6.0,1.0,,,,90.0,24.0,7.0,5.0,0.00188486,4,,1.0,,1.0,1.0,1.0,6.0,,1.0,1.0,1.0,,,1.0,4.0,,2.0,,,1.0,,,,0.9821,,,2.0,,,2.0,2.0,1.0,0.9142,,,
12437612,home,Valencia,Dimitri Foulquier,dimitri-foulquier,D. Foulquier,D,20,183,461,M,,151138,EUR,732844800,D,20,20,True,12.0,7.0,1.0,,0.0,6.0,9.0,1.0,3.0,1.0,,,,24.0,18.0,6.1,8.0,0.00025985,0,,,,,,3.0,2.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,,1.0,,
12437612,home,Valencia,Dani Gómez,dani-gomez,D. Gómez,F,9,177,229,M,,888930,EUR,901756800,F,17,17,True,7.0,5.0,,,0.0,1.0,1.0,4.0,6.0,2.0,,,,24.0,13.0,6.5,3.0,0.00104795,0,,,,,2.0,1.0,2.0,,,,2.0,,,1.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,
12437612,home,Valencia,David Otorbi,otorbi-david,D. Otorbi,F,27,180,233,M,,1580022,EUR,1192492800,F,27,27,True,4.0,2.0,1.0,,0.0,1.0,1.0,1.0,3.0,,,,,13.0,6.0,6.5,3.0,0.00018232,0,,,,,,,,,,,,,,1.0,,David Otorbi,,,,,,,,,,,,,,,,,,,,
12437612,home,Valencia,Martín Tejón,martin-tejon,M. Tejón,M,10,165,130,M,,1462786,EUR,1081728000,M,32,32,True,7.0,6.0,,,0.0,3.0,4.0,3.0,3.0,1.0,,,,13.0,13.0,6.7,3.0,0.00162652,0,,,,,,2.0,3.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,
12437612,home,Valencia,Hugo Guillamón,hugo-guillamon,H. Guillamón,M,6,178,876,M,,855830,EUR,949276800,D,6,6,True,9.0,9.0,,,0.0,7.0,7.0,2.0,2.0,2.0,,,,12.0,10.0,6.6,,0.00090236,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437612,home,Valencia,Raúl Jiménez Latorre,raul-jimenez-latorre,R. J. Latorre,G,,185,201,M,,1466122,EUR,1140048000,G,34,34,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437612,home,Valencia,Stole Dimitrievski,stole-dimitrievski,S. Dimitrievski,G,1,188,843,M,,97951,EUR,756777600,G,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437612,home,Valencia,Cenk Özkaçar,cenk-ozkacar,C. Özkaçar,D,39,190,733,M,,953097,EUR,970790400,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
