match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_aerialLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_unsuccessfulTouch,stat_dispossessed,stat_totalCross,stat_totalContest,stat_keyPass,stat_wonContest,stat_bigChanceMissed,stat_totalOffside,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_goals,stat_penaltyConceded,stat_goodHighClaim,stat_clearanceOffLine,stat_errorLeadToAShot,stat_penaltyWon
11540862,home,MKE Ankaragücü,Bahadır Han Güngördü,bahadir-han-gungordu,B. H. Güngördü,G,13,190,97,M,807289,EUR,821750400,G,99,99,False,35.0,15.0,28.0,8.0,10.0,11.0,5.0,24.0,1.0,2.0,3.0,5.0,1.0,3.0,1.0,5.0,3.0,90.0,46.0,7.6,21.0,0.00056541,0,0.6615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540862,home,MKE Ankaragücü,Atakan Çankaya,atakan-cankaya,A. Çankaya,D,35,180,44,M,1066338,EUR,898732800,D,4,4,False,26.0,21.0,6.0,4.0,13.0,16.0,8.0,10.0,1.0,7.0,3.0,1.0,,,,,,90.0,52.0,7.3,8.0,0.0066563,0,,Atakan Cankaya,,4.0,2.0,1.0,2.0,6.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11540862,home,MKE Ankaragücü,Uroš Radaković,uros-radakovic,U. Radaković,D,26,194,313,M,151900,EUR,765072000,D,26,26,False,30.0,29.0,4.0,3.0,21.0,22.0,8.0,8.0,1.0,2.0,8.0,1.0,,,,,,90.0,42.0,6.8,2.0,0.00587942,2,,,,4.0,,,,1.0,,1.0,True,3.0,1.0,1.0,0.0655,0.0369,,,,,,,,,,,,,,,,,,
11540862,home,MKE Ankaragücü,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,5,189,775,M,858004,EUR,892598400,D,18,18,False,38.0,34.0,3.0,1.0,26.0,28.0,8.0,10.0,2.0,4.0,3.0,2.0,,,,,,90.0,49.0,6.8,5.0,0.00295143,0,,,,4.0,,,3.0,2.0,2.0,3.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
11540862,home,MKE Ankaragücü,Stelios Kitsiou,stelios-kitsiou,S. Kitsiou,D,70,173,90,M,189627,EUR,749174400,D,70,70,False,39.0,33.0,9.0,3.0,28.0,29.0,5.0,10.0,1.0,6.0,1.0,5.0,1.0,,,,,90.0,64.0,6.7,10.0,0.00619882,0,,,,3.0,1.0,1.0,1.0,4.0,2.0,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,
11540862,home,MKE Ankaragücü,Pedrinho,pedrinho,Pedrinho,M,14,170,130,M,182385,EUR,724809600,M,8,8,False,29.0,24.0,10.0,6.0,9.0,10.0,15.0,20.0,,,,9.0,,,,,,90.0,36.0,6.6,7.0,0.0668014,3,,,,3.0,2.0,,2.0,,,,,,,3.0,0.1898,,,,1.0,1.0,1.0,,,,,,,,,,,,,
11540862,home,MKE Ankaragücü,Christian Bassogog,christian-bassogog,C. Bassogog,M,13,173,2514,M,818218,EUR,813974400,M,13,13,False,16.0,9.0,2.0,2.0,1.0,2.0,8.0,19.0,,2.0,,4.0,1.0,,,,,80.0,30.0,6.5,17.0,0.0394715,1,,,,7.0,1.0,,,,,3.0,,1.0,1.0,,0.2432,,2.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,
11540862,home,MKE Ankaragücü,Alexis Flips,flips-alexis,A. Flips,M,70,173,227,M,879672,EUR,948153600,M,19,19,False,21.0,19.0,4.0,4.0,7.0,7.0,13.0,19.0,1.0,3.0,,3.0,1.0,,,,,61.0,35.0,7.9,8.0,0.0182359,1,,,,,,,,1.0,1.0,,,,1.0,,0.1577,0.111,2.0,,5.0,,3.0,,,,1.0,1.0,1.0,,,,,,,
11540862,home,MKE Ankaragücü,Efkan Bekiroğlu,efkan-bekiroglu,E. Bekiroğlu,M,11,185,168,M,800458,EUR,811036800,M,10,10,False,24.0,18.0,3.0,3.0,8.0,8.0,10.0,16.0,,1.0,1.0,1.0,,,,,,80.0,34.0,6.6,10.0,0.0145441,2,,,,3.0,,,,,,,,,,1.0,0.0641,,1.0,1.0,,3.0,,1.0,,,,,,1.0,,,,,,
11540862,home,MKE Ankaragücü,Anastasios Chatzigiovanis,anastasios-chatzigiovanis,A. Chatzigiovanis,M,10,175,405,M,850770,EUR,865036800,M,7,7,False,17.0,16.0,,,6.0,7.0,10.0,11.0,,1.0,,2.0,1.0,,,,,68.0,28.0,7.2,5.0,0.0874769,2,,,,5.0,3.0,,,,,,,1.0,2.0,,0.1596,0.9453,2.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,
