match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoals,stat_totalContest,stat_totalCross,stat_accurateCross,stat_keyPass,captain,stat_outfielderBlock,stat_wasFouled,stat_wonContest,stat_totalOffside,stat_hitWoodwork,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals
12504401,home,Empoli,Devis Vásquez,devis-vasquez,D. Vásquez,G,32,195.0,2465,M,925285,EUR,894931200,G,23,23,False,22.0,16.0,13.0,7.0,0.0,12.0,12.0,4.0,10.0,1.0,5.0,3.0,3.0,90.0,27.0,6.6,6.0,0.00159795,0,-0.7017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504401,home,Empoli,Mattia De Sciglio,mattia-de-sciglio,M. De Sciglio,D,,183.0,1055,M,137667,EUR,719539200,D,22,22,False,36.0,28.0,3.0,,0.0,19.0,21.0,9.0,15.0,5.0,3.0,,,90.0,53.0,6.8,9.0,0.032052,0,,3.0,1.0,7.0,1.0,2.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504401,home,Empoli,Luca Marianucci,marianucci-luca,L. Marianucci,D,35,186.0,890,M,1165371,EUR,1090540800,D,35,35,False,22.0,19.0,4.0,2.0,0.0,15.0,16.0,4.0,6.0,1.0,6.0,,,65.0,34.0,6.2,6.0,0.00338292,2,,1.0,5.0,3.0,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,0.1243,,,,,,,,,,,,,,,,,,,
12504401,home,Empoli,Mattia Viti,mattia-viti,M. Viti,D,2,190.0,528,M,1009268,EUR,1011830400,D,21,21,False,8.0,8.0,1.0,1.0,0.0,7.0,7.0,1.0,1.0,,1.0,,,28.0,10.0,6.7,,0.00042123,0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504401,home,Empoli,Emmanuel Gyasi,emmanuel-gyasi,E. Gyasi,M,11,182.0,716,M,541578,EUR,758246400,M,11,11,False,12.0,7.0,2.0,1.0,0.0,3.0,3.0,4.0,9.0,2.0,1.0,,,90.0,31.0,6.4,10.0,0.0028181,0,,,5.0,3.0,,,3.0,2.0,2.0,,,1.0,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,
12504401,home,Empoli,Liam Henderson,liam-henderson,L. Henderson,M,16,183.0,304,M,287573,EUR,830390400,M,6,6,False,24.0,18.0,5.0,4.0,0.0,8.0,8.0,12.0,18.0,1.0,3.0,,,70.0,29.0,6.6,8.0,0.107233,0,,,4.0,,2.0,,,,1.0,,,,,,,2.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,
12504401,home,Empoli,Alberto Grassi,alberto-grassi,A. Grassi,M,33,183.0,263,M,186845,EUR,794534400,M,5,5,False,24.0,16.0,4.0,1.0,0.0,9.0,12.0,7.0,12.0,4.0,5.0,,,81.0,37.0,6.9,10.0,0.00701259,1,,,2.0,2.0,,2.0,2.0,2.0,1.0,,,,,,1.0,2.0,0.1123,,,,,True,2.0,,,,,,,,,,,,,
12504401,home,Empoli,Giuseppe Pezzella,giuseppe-pezzella,G. Pezzella,M,3,187.0,619,M,814589,EUR,880761600,M,3,3,False,30.0,20.0,6.0,1.0,0.0,12.0,17.0,9.0,19.0,1.0,4.0,,,90.0,55.0,6.1,21.0,0.0800203,0,,,6.0,2.0,1.0,1.0,1.0,,1.0,,,,1.0,,,2.0,,2.0,6.0,1.0,1.0,,,1.0,,,,,,,,,,,,
12504401,home,Empoli,Sebastiano Esposito,sebastiano-esposito,S. Esposito,F,94,186.0,4178,M,965008,EUR,1025568000,F,99,99,False,21.0,14.0,2.0,,0.0,6.0,7.0,8.0,14.0,1.0,3.0,,,80.0,35.0,6.9,10.0,0.0827185,1,,1.0,6.0,8.0,1.0,,2.0,1.0,1.0,,,,1.0,,1.0,3.0,0.0243,3.0,,,1.0,,,3.0,2.0,2.0,,,,,,,,,,
12504401,home,Empoli,Liberato Cacace,liberato-cacace,L. Cacace,D,13,184.0,514,M,905264,EUR,970012800,F,13,13,False,22.0,16.0,,,0.0,10.0,12.0,7.0,14.0,,4.0,,,90.0,38.0,6.5,14.0,0.0439954,0,,,7.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,1.0,,,1.0,,2.0,4.0,1.0,1.0,,,,,2.0,,,,,,,,,,
12504401,home,Empoli,Lorenzo Colombo,lorenzo-colombo,L. Colombo,F,29,183.0,2440,M,930191,EUR,1015545600,F,29,29,False,14.0,10.0,2.0,1.0,0.0,3.0,3.0,7.0,11.0,2.0,6.0,,,70.0,31.0,6.8,11.0,0.00727511,2,,3.0,8.0,6.0,1.0,,,,2.0,,,1.0,3.0,1.0,1.0,1.0,0.1633,4.0,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,
12504401,home,Empoli,Saba Goglichidze,saba-goglichidze,S. Goglichidze,D,3,192.0,1618,M,1126175,EUR,1088121600,D,2,2,True,28.0,22.0,10.0,4.0,0.0,16.0,16.0,6.0,12.0,1.0,5.0,,,62.0,38.0,6.6,7.0,0.00295646,1,,1.0,3.0,2.0,3.0,2.0,1.0,,1.0,,,,,1.0,,,0.0557,,,,,,2.0,,,,,,,,,,,,,
12504401,home,Empoli,Szymon Żurkowski,szymon-zurkowski,S. Żurkowski,F,14,185.0,1858,M,860435,EUR,875145600,M,27,27,True,6.0,6.0,,,0.0,5.0,5.0,1.0,1.0,,2.0,,,20.0,10.0,6.7,,0.00020595,0,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
12504401,home,Empoli,Christian Kouamé,christian-kouame,C. Kouamé,F,31,185.0,2375,M,812946,EUR,881366400,F,18,18,True,10.0,6.0,1.0,1.0,0.0,3.0,3.0,3.0,7.0,,2.0,,,20.0,17.0,7.0,6.0,0.0286181,0,,1.0,1.0,6.0,,,1.0,,1.0,,,,,,,,,3.0,,,1.0,,,2.0,2.0,,,christianmichael.11,,,,,,,,
12504401,home,Empoli,Ismael Konate,ismael-konate,I. Konate,F,51,183.0,218,M,1397346,EUR,1143590400,F,90,90,True,2.0,1.0,,,0.0,,1.0,1.0,1.0,,,,,10.0,8.0,6.4,6.0,0.00159858,1,,,4.0,,,,,,4.0,,,1.0,1.0,1.0,,2.0,0.1031,,,,,,,,,,,,,,,,,,,
12504401,home,Empoli,Jacopo Bacci,jacopo-bacci,J. Bacci,M,21,173.0,91,M,1163081,EUR,1119139200,M,36,36,True,3.0,1.0,1.0,,0.0,,1.0,1.0,2.0,,,,,9.0,6.0,6.7,2.0,0.00447147,0,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
12504401,home,Empoli,Marco Silvestri,marco-silvestri,M. Silvestri,G,16,191.0,324,M,43970,EUR,667872000,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504401,home,Empoli,Jacopo Seghetti,jacopo-seghetti,J. Seghetti,G,12,190.0,162,M,1397725,EUR,1108598400,G,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
