match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialWon,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_dispossessed,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_goals,stat_savedShotsFromInsideTheBox,stat_punches
12924413,home,Koninklijke HFC,Mitchel Michaelis,,,mitchel-michaelis,M. Michaelis,G,1,204.0,14,M,149372,EUR,741484800.0,G,1,1,False,30.0,19.0,15.0,5.0,0.0,17.0,23.0,2.0,7.0,2.0,13.0,3.0,2.0,1.0,1.0,90.0,41.0,7.2,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12924413,home,Koninklijke HFC,Maxwell Frimpong,Maxwell,Frimpong,maxwell-frimpong,M. Frimpong,D,12,,4,M,997779,EUR,,D,12,12,False,16.0,11.0,2.0,,0.0,6.0,7.0,6.0,11.0,3.0,6.0,,,,,78.0,36.0,7.4,8.0,0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
12924413,home,Koninklijke HFC,Ruben Heeremans,Ruben Heeremans,,ruben-heeremans,R. Heeremans,D,3,198.0,6,M,1411075,EUR,1063324800.0,D,3,3,False,35.0,21.0,13.0,3.0,1.0,16.0,17.0,5.0,18.0,6.0,6.0,,,,,90.0,49.0,7.8,14.0,2,,,,2.0,6.0,,1.0,1.0,,2.0,1.0,1.0,2.0,,1.0,4.0,1.0,1.0,1.0,,,,,,,,,
12924413,home,Koninklijke HFC,Rano Burger,Rano Burger,,rano-burger,R. Burger,D,14,,4,M,1411069,EUR,961545600.0,D,6,6,False,19.0,15.0,3.0,1.0,0.0,12.0,14.0,3.0,5.0,2.0,1.0,,,,,89.0,28.0,6.6,7.0,1,,,2.0,7.0,3.0,2.0,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,2.0,1.0,1.0,,,,,,
12924413,home,Koninklijke HFC,Jim Hulleman,,,jim-hulleman,J. Hulleman,D,,184.0,2,M,955171,EUR,735868800.0,D,23,23,False,36.0,24.0,12.0,6.0,0.0,18.0,22.0,6.0,14.0,6.0,3.0,,,,,90.0,56.0,7.5,15.0,1,,,1.0,1.0,7.0,,,,,1.0,4.0,3.0,,,,3.0,,1.0,,,,,True,,,,,
12924413,home,Koninklijke HFC,Xander van den Berg,Xander van den Berg,,xander-van-den-berg,X. v. d. Berg,M,15,,3,M,1548849,EUR,1096156800.0,D,29,29,False,11.0,6.0,2.0,1.0,0.0,3.0,3.0,3.0,10.0,1.0,2.0,,,,,64.0,33.0,7.2,13.0,1,2.0,,1.0,3.0,3.0,,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,,,
12924413,home,Koninklijke HFC,Jan  Muller,Jan ,Muller,jan-muller,J. Muller,M,16,,3,M,1915348,EUR,1046995200.0,M,16,16,False,19.0,12.0,5.0,1.0,0.0,7.0,8.0,5.0,12.0,1.0,4.0,,,,,90.0,31.0,7.1,10.0,0,1.0,,,3.0,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,2.0,,1.0,,,1.0,,1.0,,,,,,
12924413,home,Koninklijke HFC,Gerry Vlak,Gerry,Vlak,gerry-vlak,G. Vlak,M,4,189.0,4,M,806281,EUR,827712000.0,M,4,4,False,26.0,17.0,8.0,3.0,0.0,8.0,11.0,12.0,19.0,3.0,1.0,,,,,90.0,40.0,7.5,10.0,1,4.0,3.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,4.0,,,,,,,,,1.0,,,,
12924413,home,Koninklijke HFC,Koen Tros,,,koen-tros,K. Tros,M,6,,1,M,1003116,EUR,846460800.0,M,5,5,False,21.0,15.0,4.0,2.0,0.0,7.0,9.0,8.0,13.0,4.0,3.0,,,,,64.0,33.0,7.0,8.0,0,1.0,,,2.0,3.0,,,,,,2.0,2.0,2.0,,1.0,1.0,,,,,1.0,,,,,,,
12924413,home,Koninklijke HFC,Dico Jap Tjong,Dico,Jap Tjong,dico-jap-tjong,D. J. Tjong,M,15,177.0,8,M,959641,EUR,910915200.0,M,15,15,False,20.0,13.0,2.0,1.0,0.0,3.0,4.0,10.0,16.0,1.0,4.0,,,,,90.0,36.0,6.7,12.0,3,,,1.0,5.0,5.0,1.0,2.0,1.0,,,2.0,2.0,,,1.0,,,,2.0,2.0,2.0,2.0,,1.0,1.0,,,
12924413,home,Koninklijke HFC,Marios Lomis,Marios,Lomis,marios-lomis,M. Lomis,F,9,188.0,11,M,899848,EUR,790819200.0,F,11,11,False,22.0,12.0,,,0.0,6.0,7.0,6.0,15.0,1.0,4.0,,,,,90.0,38.0,7.0,16.0,3,,,4.0,9.0,8.0,,1.0,,,,1.0,1.0,1.0,,1.0,6.0,,3.0,,3.0,2.0,1.0,,,,,,
12924413,home,Koninklijke HFC,Redouan Taha el Idrissi,Redouan Taha el Idrissi,,redouan-taha-el-idrissi,R. T. e. Idrissi,D,,180.0,22,M,1048051,EUR,919728000.0,M,7,7,True,5.0,2.0,1.0,,0.0,1.0,2.0,1.0,5.0,,1.0,,,,,26.0,16.0,6.7,8.0,0,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
12924413,home,Koninklijke HFC,Levi de Wilde,,,levi-de-wilde,L. d. Wilde,F,17,,4,M,1196906,EUR,1059782400.0,F,17,17,True,5.0,2.0,1.0,,0.0,,1.0,2.0,7.0,2.0,2.0,,,,,26.0,15.0,6.8,7.0,1,3.0,,,1.0,3.0,,1.0,,,,2.0,2.0,,,,,,1.0,,,,1.0,,,,,,
12924413,home,Koninklijke HFC,Marijn Ploem,Marijn Ploem,,marijn-ploem,M. Ploem,D,2,180.0,2,M,1418382,EUR,884822400.0,M,2,2,True,3.0,1.0,,,0.0,,1.0,1.0,2.0,2.0,,,,,,12.0,8.0,7.5,2.0,1,,,2.0,2.0,4.0,,,,,,1.0,,,,,2.0,,,,,,1.0,,1.0,,1.0,,
12924413,home,Koninklijke HFC,Max Veerman,Max,Veerman,veerman-max,M. Veerman,D,20,186.0,2,M,981642,EUR,916358400.0,M,20,20,True,1.0,,,,0.0,,,1.0,2.0,2.0,,,,,,1.0,9.0,,2.0,0,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,
12924413,home,Koninklijke HFC,Mikaël Mensink,Mikaël Mensink,,mikael-mensink,M. Mensink,G,26,,1,M,1548815,EUR,1050278400.0,G,26,26,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
