match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,injury,isHome,incidentClass
11391105,FT,0.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,
11391105,,,,,90,0.0,,1,,,injuryTime,5.0,,,,
11391105,,,,,82,,,9,,,substitution,,121936150.0,False,True,regular
11391105,,,,,81,,,10,,,substitution,,121936149.0,False,True,regular
11391105,,,,,79,,,12,,,substitution,,121936116.0,False,False,regular
11391105,,,,,69,,,22,,,substitution,,121936046.0,False,True,regular
11391105,,,,,68,,,23,,,substitution,,121936047.0,False,True,regular
11391105,,,,,59,,,32,,,substitution,,121935957.0,False,False,regular
11391105,,,,,59,,,32,,,substitution,,121935956.0,False,False,regular
11391105,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,
11391105,,,,,45,0.0,,1,,,injuryTime,1.0,,,,
