match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_wasFouled,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_goals,stat_penaltyWon,stat_expectedGoalsOnTarget,stat_outfielderBlock,captain,stat_penaltyFaced,stat_penaltyConceded,stat_clearanceOffLine,stat_lastManTackle,stat_errorLeadToAShot,stat_hitWoodwork
14053645,home,NEC Nijmegen,Gonzalo Crettaz,,,gonzalo-crettaz,G. Crettaz,G,1,181.0,168,M,990798,EUR,951696000,G,1,1,False,51.0,30.0,36.0,15.0,0.0,18.0,21.0,12.0,30.0,1.0,13.0,3.0,6.0,1.0,1.0,90.0,63.0,9.0,21.0,0.0356366,92.25634728565,15.0,21.84,5.145,1.3958,0,0.9609,0.28,0.01,0.16,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053645,home,NEC Nijmegen,Eli Dasa,,,eli-dasa,E. Dasa,D,14,177.0,314,M,127846,EUR,723340800,D,14,14,False,38.0,26.0,6.0,2.0,0.0,12.0,16.0,14.0,22.0,2.0,5.0,,,,,90.0,53.0,6.2,14.0,0.244136,128.99861062249,11.0,76.545,44.1,,2,,0.25,0.2,-0.49,,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1485,2.0,-0.17,,,,,,,,,,,,,,,,,,,,
14053645,home,NEC Nijmegen,Philippe Sandler,,,philippe-sandler,P. Sandler,D,3,188.0,233,M,842275,EUR,855532800,D,3,3,False,33.0,29.0,2.0,2.0,0.0,21.0,22.0,8.0,11.0,7.0,4.0,,,,,88.0,48.0,6.6,5.0,0.00756567,96.652385072478,9.0,44.52,28.455,,0,,0.17,0.15,-0.11,,,,4.0,6.0,6.0,,,3.0,1.0,1.0,,,1.0,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14053645,home,NEC Nijmegen,Ahmetcan Kaplan,,,ahmetcan-kaplan,A. Kaplan,D,4,189.0,1602,M,1064177,EUR,1042675200,D,4,4,False,40.0,35.0,,,0.0,19.0,20.0,16.0,20.0,3.0,5.0,,,,,70.0,72.0,7.4,10.0,0.010631,101.21089167886,13.0,54.705,18.795,,1,,0.11,0.12,-0.01,,1.0,,,2.0,9.0,,,,6.0,3.0,,2.0,1.0,0.1747,,0.03,1.0,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,
14053645,home,NEC Nijmegen,Sami Ouaissa,Sami Ouaissa,,sami-ouaissa,S. Ouaissa,M,25,180.0,488,M,1394147,EUR,1096675200,M,25,25,False,24.0,20.0,,,1.0,2.0,3.0,18.0,21.0,1.0,6.0,,,,,90.0,51.0,9.8,13.0,1.026,190.76599841796,17.0,122.535,31.08,,2,,0.74,0.64,-0.14,,7.0,1.0,,5.0,7.0,,,1.0,2.0,1.0,,2.0,1.0,0.5615,4.0,0.45,,3.0,,3.0,3.0,2.0,,2.0,2.0,1.0,1.0,1.3117,,,,,,,,
14053645,home,NEC Nijmegen,Kodai Sano,Kodai Sano,,kodai-sano,K. Sano,M,23,176.0,1274,M,1184054,EUR,1064448000,M,23,23,False,34.0,27.0,5.0,1.0,0.0,12.0,14.0,15.0,20.0,3.0,5.0,,,,,90.0,57.0,7.5,14.0,0.125723,50.527248186752,9.0,12.285,8.295,,1,,0.35,0.33,-0.05,,1.0,,1.0,4.0,9.0,,1.0,1.0,4.0,3.0,,4.0,1.0,0.112,1.0,-0.45,,1.0,,1.0,5.0,3.0,,,,,,,,,,,,,,
14053645,home,NEC Nijmegen,Darko Nejašmić,,,darko-nejasmic,D. Nejašmić,M,6,184.0,324,M,897603,EUR,917222400,M,6,6,False,42.0,34.0,9.0,5.0,0.0,18.0,19.0,16.0,23.0,6.0,3.0,,,,,90.0,55.0,7.3,9.0,0.0386106,58.81088958412,8.0,-13.23,9.555,,1,,0.19,0.04,0.39,,,,2.0,8.0,5.0,1.0,,,3.0,2.0,,,1.0,0.1085,,-0.06,5.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,
14053645,home,NEC Nijmegen,Başar Önal,Basar Onal,,basar-onal,B. Önal,F,11,173.0,621,M,1193676,EUR,1089072000,M,11,11,False,33.0,27.0,4.0,2.0,0.0,10.0,11.0,17.0,22.0,1.0,2.0,,,,,90.0,55.0,7.3,18.0,0.264985,133.8068792605,12.0,52.92,16.275,,4,,0.44,0.53,-0.05,,6.0,,1.0,3.0,3.0,1.0,1.0,,,,,3.0,,0.1431,3.0,-0.54,,,1.0,1.0,3.0,1.0,1.0,2.0,,,,0.1612,,,,,,,,
14053645,home,NEC Nijmegen,Tjaronn Chery,,,tjaronn-chery,T. Chery,M,10,170.0,874,M,35208,EUR,581385600,F,10,10,False,31.0,22.0,,,0.0,9.0,11.0,13.0,20.0,,4.0,,,,,90.0,44.0,6.4,13.0,0.0763316,105.41591305258,9.0,84.63,33.81,,2,,-0.38,0.34,0.14,,2.0,,,1.0,4.0,2.0,,1.0,1.0,,,1.0,,0.1643,1.0,-0.66,,,,2.0,2.0,1.0,1.0,,,,,,,True,,,,,,
14053645,home,NEC Nijmegen,Koki Ogawa,,,koki-ogawa,K. Ogawa,F,18,186.0,1469,M,831860,EUR,870998400,F,18,18,False,13.0,8.0,,,0.0,2.0,4.0,6.0,9.0,2.0,,,,,,70.0,28.0,8.0,10.0,0.0459626,37.065356252696,4.0,-10.92,1.89,,4,,-0.05,-0.52,0.18,,,,7.0,6.0,8.0,1.0,1.0,,1.0,,,4.0,1.0,1.2477,1.0,0.64,4.0,,1.0,,,,,2.0,,2.0,,1.64,,,,,,,,
