match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_aerialWon,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_fouls,captain,stat_aerialLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wasFouled,stat_accurateCross,player_sofascoreId,stat_goalAssist,stat_bigChanceMissed,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_hitWoodwork
10411634,home,Udinese,Marco Silvestri,marco-silvestri,M. Silvestri,G,16,191.0,324,M,43970,EUR,667872000,G,1,1,False,42.0,24.0,25.0,8.0,18.0,21.0,6.0,21.0,1.0,4.0,1.0,1.0,90.0,46.0,6.0,19.0,0.0,0.0,0.00300453,0,-0.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411634,home,Udinese,Rodrigo Becão,rodrigo-becao,R. Becão,D,50,191.0,1878,M,880207,EUR,822009600,D,50,50,False,44.0,29.0,10.0,5.0,16.0,23.0,13.0,21.0,2.0,7.0,,,90.0,61.0,7.2,19.0,0.0,0.0,0.00831098,0,,,,2.0,3.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10411634,home,Udinese,Jaka Bijol,jaka-bijol,J. Bijol,D,15,192.0,2511,M,886930,EUR,918172800,D,29,29,False,61.0,50.0,11.0,5.0,37.0,41.0,13.0,20.0,5.0,7.0,,,90.0,71.0,6.9,11.0,0.0935,0.0,0.308631,1,,,,2.0,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10411634,home,Udinese,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184.0,3369,M,913401,EUR,961804800,D,18,18,False,37.0,35.0,2.0,1.0,16.0,17.0,19.0,21.0,3.0,7.0,,,74.0,56.0,7.0,5.0,0.0,0.0,0.0132449,0,,,,4.0,1.0,4.0,1.0,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10411634,home,Udinese,Roberto Pereyra,roberto-pereyra,R. Pereyra,M,37,184.0,1199,M,122701,EUR,663206400,M,37,37,False,26.0,23.0,,,10.0,10.0,13.0,20.0,1.0,5.0,,,90.0,45.0,7.0,10.0,0.1764,0.0576,0.0989842,4,,,,4.0,,1.0,,,,1.0,,,2.0,,4.0,3.0,,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,
10411634,home,Udinese,Sandi Lovrić,sandi-lovric,S. Lovrić,M,4,180.0,807,M,575852,EUR,891043200,M,4,4,False,19.0,15.0,1.0,1.0,5.0,6.0,11.0,17.0,2.0,1.0,,,62.0,32.0,6.6,12.0,0.0,0.0,0.0471612,0,,,,1.0,,1.0,,2.0,,2.0,,,,,4.0,3.0,,,,,,3.0,,,,,1.0,,,,,,,,,
10411634,home,Udinese,Walace,walace,Walace,M,5,188.0,1455,M,553686,EUR,796953600,M,11,11,False,48.0,40.0,7.0,5.0,24.0,25.0,16.0,24.0,2.0,12.0,,,84.0,60.0,6.2,14.0,0.0687,0.0,0.0319819,0,,,,1.0,,,,2.0,,,,,,2.0,1.0,5.0,2.0,,1.0,,,2.0,,,,1.0,,,,,,,,,,
10411634,home,Udinese,Jean-Victor Makengo,jean-victor-makengo,J. Makengo,M,17,177.0,232,M,802138,EUR,897609600,M,6,6,False,16.0,14.0,2.0,2.0,6.0,7.0,8.0,9.0,,3.0,,,62.0,26.0,6.7,5.0,0.0502,0.0,0.006643,1,,,,2.0,,1.0,1.0,1.0,,,,,1.0,1.0,,2.0,,1.0,,,,2.0,1.0,,,,,,,,,,,,,
10411634,home,Udinese,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186.0,5941,M,983572,EUR,1038441600,M,13,13,False,22.0,18.0,,,4.0,6.0,16.0,19.0,,7.0,,,90.0,61.0,7.0,17.0,0.3128,0.0,0.214933,4,,,,12.0,,2.0,1.0,2.0,,3.0,,,3.0,1.0,3.0,9.0,,2.0,1.0,,,9.0,3.0,,1.0,7.0,2.0,udogiethree,,,,,,,,
10411634,home,Udinese,Isaac Success,isaac-success,S. Isaac,F,29,182.0,366,M,359640,EUR,820972800,F,7,7,False,22.0,16.0,1.0,,6.0,6.0,11.0,17.0,,3.0,,,90.0,45.0,6.7,13.0,0.5958,0.8379,0.052052,3,,Isaac,Success,8.0,,,,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,4.0,2.0,,1.0,1.0,1.0,1.0,,5.0,1.0,,1.0,2.0,,,,,,
