match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_shotOffTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_errorLeadToAGoal,stat_punches
12764080,home,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36456,M,MNeuer,8959,EUR,512265600,G,1,1,False,True,55.0,43.0,26.0,15.0,0.0,37.0,41.0,6.0,14.0,1.0,1.0,1.0,1.0,10.0,1.0,3.0,2.0,2.0,90.0,66.0,7.8,13.0,0.382775,0,0.2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764080,home,FC Bayern München,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7458,M,KonradLaimer,355492,EUR,864691200,D,27,27,False,,57.0,50.0,2.0,1.0,0.0,25.0,28.0,25.0,29.0,5.0,,,1.0,5.0,,,,,90.0,84.0,7.0,12.0,0.114462,0,,2.0,7.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
12764080,home,FC Bayern München,Dayot Upamecano,dayot-upamecano,D. Upamecano,D,2,185,14151,M,Upamecano,798583,EUR,909446400,D,2,2,False,,65.0,54.0,4.0,,0.0,36.0,40.0,19.0,26.0,3.0,,,2.0,2.0,,,,,90.0,76.0,7.4,12.0,0.0946445,0,,1.0,1.0,,1.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
12764080,home,FC Bayern München,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,14996,M,kiminjae3,896569,EUR,848016000,D,3,3,False,,59.0,55.0,3.0,2.0,0.0,45.0,46.0,10.0,13.0,4.0,,,7.0,3.0,,,,,90.0,75.0,8.2,4.0,0.00465368,1,,2.0,2.0,,,2.0,,,1.0,,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.3949,0.8377,,,,,,,,,,
12764080,home,FC Bayern München,Alphonso Davies,alphonso-davies,A. Davies,D,19,185,29592,M,ADavies19,843665,EUR,973123200,D,19,19,False,,63.0,50.0,5.0,2.0,0.0,23.0,28.0,27.0,35.0,7.0,3.0,2.0,2.0,5.0,,,,,90.0,86.0,7.6,15.0,0.108041,0,,,1.0,,,4.0,1.0,1.0,,3.0,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,
12764080,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42451,M,Jok_32,259117,EUR,792201600,M,6,6,False,,66.0,60.0,6.0,5.0,0.0,30.0,31.0,30.0,39.0,2.0,,,,8.0,,,,,90.0,81.0,8.0,13.0,0.311104,1,,,4.0,2.0,2.0,2.0,,,,1.0,4.0,,1.0,,1.0,,1.0,,1.0,0.0383,0.0652,,,,,,,,,,
12764080,home,FC Bayern München,Leon Goretzka,leon-goretzka,L. Goretzka,M,8,189,12146,M,leon_goretzka,184661,EUR,792028800,M,8,8,False,,44.0,41.0,1.0,,0.0,21.0,22.0,20.0,22.0,4.0,1.0,,,6.0,,,,,90.0,59.0,6.8,8.0,0.0218325,1,,1.0,8.0,,1.0,3.0,3.0,,3.0,,,,,1.0,4.0,3.0,,,1.0,0.053,,,,,1.0,,,,,,
12764080,home,FC Bayern München,Leroy Sané,leroy-sane,L. Sané,M,10,184,41260,M,LeroySane,293519,EUR,821318400,M,10,10,False,,39.0,32.0,,,0.0,13.0,16.0,19.0,24.0,6.0,4.0,3.0,,4.0,,,,,71.0,60.0,7.4,13.0,0.0932918,4,,,4.0,,2.0,2.0,2.0,1.0,,,1.0,,,,,1.0,2.0,,1.0,0.2563,0.1943,,,,1.0,1.0,,,,,
12764080,home,FC Bayern München,Jamal Musiala,jamal-musiala,J. Musiala,M,10,184,116490,M,Bambi,1010231,EUR,1046217600,M,42,42,False,,34.0,30.0,,,0.0,9.0,11.0,21.0,23.0,5.0,3.0,,,2.0,,,,,77.0,61.0,7.4,15.0,0.625151,3,,,8.0,1.0,4.0,4.0,4.0,1.0,,2.0,,,,,3.0,,2.0,,4.0,0.69,0.6407,,,,,1.0,1.0,1.0,1.0,,
12764080,home,FC Bayern München,Kingsley Coman,kingsley-coman,K. Coman,M,21,178,32898,M,KingComan,280441,EUR,834624000,M,11,11,False,,37.0,29.0,1.0,,0.0,12.0,13.0,17.0,25.0,9.0,4.0,4.0,2.0,5.0,,,,,72.0,61.0,7.4,14.0,0.0636522,3,,1.0,3.0,,1.0,2.0,4.0,2.0,2.0,1.0,1.0,,,,,,,,2.0,0.352,,,,,,3.0,1.0,,,,
