match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_interceptionWon,stat_unsuccessfulTouch,captain,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,player_sofascoreId,stat_wonContest,stat_blockedScoringAttempt,stat_keyPass,stat_shotOffTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_punches,stat_hitWoodwork,stat_totalOffside,stat_goalAssist,stat_goals
10411577,home,Udinese,Marco Silvestri,marco-silvestri,M. Silvestri,G,16,191.0,324,M,43970,EUR,667872000,G,1,1,False,32.0,28.0,14.0,11.0,23.0,24.0,5.0,8.0,2.0,9.0,1.0,3.0,4.0,90.0,47.0,7.2,4.0,0.0,0.0,0.00039892,0,0.8377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411577,home,Udinese,James Abankwah,james-abankwah,J. Abankwah,D,25,188.0,423,M,1127232,EUR,1074211200,D,14,14,False,21.0,15.0,2.0,1.0,13.0,14.0,2.0,7.0,3.0,2.0,,,,59.0,34.0,7.0,6.0,0.0,0.0,0.00053242,0,,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10411577,home,Udinese,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184.0,3369,M,913401,EUR,961804800,D,18,18,False,46.0,37.0,9.0,3.0,24.0,29.0,13.0,17.0,3.0,1.0,,,,90.0,61.0,7.1,9.0,0.0225,0.4532,0.0113839,1,,2.0,3.0,7.0,2.0,1.0,,,,1.0,2.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,
10411577,home,Udinese,Axel Guessand,axel-guessand,A. Guessand,D,19,192.0,119,M,1136819,EUR,1099699200,D,67,67,False,21.0,16.0,4.0,2.0,13.0,15.0,3.0,6.0,3.0,1.0,,,,80.0,32.0,6.6,6.0,0.0,0.0,0.00070282,0,,1.0,4.0,3.0,,,1.0,Axel Guessand,,2.0,1.0,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
10411577,home,Udinese,Roberto Pereyra,roberto-pereyra,R. Pereyra,M,37,184.0,1199,M,122701,EUR,663206400,M,37,37,False,18.0,18.0,,,5.0,5.0,14.0,16.0,1.0,2.0,,,,90.0,35.0,6.0,6.0,0.0,0.0,0.019868,0,,,8.0,1.0,1.0,1.0,3.0,,,1.0,1.0,,,,,,True,3.0,1.0,1.0,3.0,,,,,,,,,,,,
10411577,home,Udinese,Lazar Samardžić,lazar-samardzic,L. Samardžić,M,10,183.0,4807,M,980624,EUR,1014508800,M,24,24,False,39.0,33.0,4.0,3.0,18.0,19.0,16.0,25.0,1.0,2.0,,,,90.0,52.0,6.7,12.0,0.0491,0.0433,0.047522,2,,,4.0,1.0,,,,,,1.0,1.0,1.0,,,,,,5.0,1.0,1.0,2.0,lakisamar10,1.0,1.0,2.0,,,,,,,,
10411577,home,Udinese,Walace,walace,Walace,M,5,188.0,1455,M,553686,EUR,796953600,M,11,11,False,22.0,21.0,4.0,4.0,14.0,14.0,7.0,8.0,3.0,3.0,,,,48.0,29.0,7.0,1.0,0.0,0.0,0.00678329,0,,1.0,2.0,4.0,,2.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,
10411577,home,Udinese,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186.0,5941,M,983572,EUR,1038441600,M,13,13,False,25.0,24.0,,,8.0,8.0,16.0,18.0,,3.0,,,,90.0,45.0,6.8,7.0,0.0872,0.0,0.0886294,1,,2.0,7.0,9.0,,2.0,2.0,,,,2.0,,1.0,1.0,1.0,1.0,,1.0,,2.0,5.0,udogiethree,4.0,,2.0,1.0,,,,,,,
10411577,home,Udinese,Florian Thauvin,florian-thauvin,F. Thauvin,F,24,179.0,8040,M,148824,EUR,728006400,F,26,26,False,27.0,22.0,4.0,2.0,10.0,13.0,14.0,18.0,,3.0,,,,80.0,43.0,7.5,9.0,0.0412,0.0,0.45473,2,,,3.0,5.0,,,,,,1.0,,,,,1.0,,,4.0,2.0,1.0,6.0,,5.0,,1.0,2.0,1.0,,,,,,
10411577,home,Udinese,Sandi Lovrić,sandi-lovric,S. Lovrić,M,4,180.0,807,M,575852,EUR,891043200,F,4,4,False,34.0,29.0,4.0,4.0,8.0,9.0,23.0,33.0,1.0,4.0,,,,90.0,48.0,7.4,11.0,0.044,0.2115,0.0919824,2,,,,1.0,,1.0,,,,,,1.0,,,1.0,,,8.0,2.0,,,,,,3.0,1.0,,,,,,,
