match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_challengeLost,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_unsuccessfulTouch,captain,stat_bigChanceCreated,stat_errorLeadToAGoal,player_sofascoreId,stat_bigChanceMissed,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_wonContest,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_clearanceOffLine
12117350,home,Botafogo,John Victor,john-victor,John,G,12,197,3318,M,840103,EUR,824169600,G,12,12,False,12.0,9.0,5.0,2.0,0.0,8.0,9.0,1.0,3.0,1.0,2.0,1.0,1.0,90.0,13.0,6.4,3.0,0.000271,0,-0.4077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117350,home,Botafogo,Gregore,gregore,Gregore,M,26,181,1634,M,840276,EUR,762566400,D,26,26,False,98.0,94.0,4.0,3.0,0.0,47.0,49.0,47.0,49.0,1.0,11.0,,,90.0,113.0,8.3,5.0,0.0416239,1,,1.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,0.1689,0.1954,1.0,,,,,,,,,,,,,,,,,,,,,
12117350,home,Botafogo,Adryelson,adryelson,Adryelson,D,34,184,1086,M,795261,EUR,890611200,D,34,34,False,67.0,66.0,3.0,2.0,0.0,51.0,52.0,15.0,15.0,,4.0,,,90.0,68.0,6.7,1.0,0.00529705,1,,2.0,1.0,2.0,,,,,,,,,,0.0184,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12117350,home,Botafogo,Marçal,marcal,Marçal,D,21,178,1062,M,143593,EUR,603849600,D,21,21,False,74.0,70.0,7.0,5.0,0.0,35.0,36.0,35.0,38.0,2.0,4.0,,,90.0,83.0,6.8,4.0,0.0142023,1,,1.0,6.0,5.0,,,,,,3.0,1.0,1.0,4.0,0.0409,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12117350,home,Botafogo,Mateo Ponte,mateo-ponte,M. Ponte,D,4,183,1429,M,1099163,EUR,1053734400,M,4,4,False,31.0,28.0,,,0.0,10.0,10.0,19.0,24.0,,6.0,,,90.0,49.0,6.7,10.0,0.0845505,0,,,4.0,1.0,1.0,,,,2.0,1.0,1.0,,,,,1.0,1.0,,,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,
12117350,home,Botafogo,Marlon Freitas,marlon-freitas,M. Freitas,M,17,185,3107,M,840202,EUR,796262400,M,17,17,False,44.0,42.0,2.0,2.0,0.0,14.0,14.0,28.0,30.0,,5.0,,,68.0,51.0,6.8,5.0,0.291564,0,,,3.0,3.0,1.0,,,,,3.0,3.0,,,,,2.0,,,,,,2.0,,True,1.0,1.0,,,,,,,,,,,
12117350,home,Botafogo,Alex Telles,alex-telles,A. Telles,D,13,181,7625,M,312110,EUR,724377600,M,13,13,False,33.0,30.0,1.0,,0.0,9.0,10.0,23.0,29.0,,3.0,,,90.0,46.0,6.7,11.0,0.168832,1,,1.0,3.0,2.0,,1.0,,,,1.0,,,3.0,0.7005,0.3876,2.0,,,,6.0,2.0,,1.0,,,,alextelles13,1.0,,,,,,,,,
12117350,home,Botafogo,Jefferson Savarino,jefferson-savarino,J. Savarino,M,10,169,6802,M,874739,EUR,847670400,M,10,10,False,27.0,22.0,1.0,,0.0,3.0,3.0,20.0,25.0,,1.0,,,68.0,34.0,7.6,7.0,0.10301,3,,,1.0,,,2.0,1.0,,,,,,,0.2439,0.2581,1.0,,,,1.0,1.0,1.0,,,1.0,,savarino10,,1.0,,,,,,,,
12117350,home,Botafogo,Luiz Henrique,luiz-henrique,L. Henrique,M,11,182,12999,M,1035995,EUR,978393600,F,7,7,False,33.0,29.0,1.0,1.0,0.0,12.0,12.0,18.0,22.0,,7.0,,,89.0,56.0,7.6,10.0,0.116948,2,,,4.0,7.0,7.0,1.0,,,,1.0,1.0,1.0,,0.1186,0.3498,3.0,,1.0,,1.0,1.0,2.0,1.0,,,,luizhenrique_07,,,Luiz Henrique,,5.0,,,,,
12117350,home,Botafogo,Igor Jesus,igor-jesus,I. Jesus,F,19,179,20950,M,981619,EUR,983059200,F,99,99,False,10.0,8.0,,,1.0,2.0,2.0,6.0,8.0,,1.0,,,81.0,26.0,7.3,7.0,0.0193783,6,,2.0,5.0,3.0,,2.0,,,1.0,1.0,1.0,,,0.6127,0.0487,1.0,1.0,4.0,,,,4.0,1.0,,1.0,,igorjesus,1.0,,,,,,,,,
12117350,home,Botafogo,Thiago Almada,thiago-almada,T. Almada,M,11,171,27617,M,944660,EUR,988243200,F,23,23,False,54.0,48.0,3.0,3.0,0.0,20.0,20.0,28.0,34.0,,5.0,,,81.0,61.0,7.4,8.0,0.0519968,1,,,,2.0,2.0,,,,,,,,,0.0271,,2.0,,1.0,,,,,2.0,,,,thiago_almada23,,,,,2.0,1.0,,,,
12117350,home,Botafogo,Allan,allan,Allan,M,25,175,3946,M,158277,EUR,663292800,M,28,28,True,13.0,13.0,,,0.0,8.0,8.0,5.0,5.0,,,,,22.0,13.0,6.6,,0.00721131,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117350,home,Botafogo,Matheus Martins,matheus-martins,M. Martins,F,11,179,1836,M,1106779,EUR,1058313600,F,37,37,True,4.0,4.0,,,0.0,,,4.0,4.0,,,,,22.0,9.0,6.5,3.0,0.00207053,1,,1.0,3.0,1.0,2.0,1.0,,,,,,,,0.0568,0.2642,,,,,,,1.0,,,,,,,,Matheus Martins,,,,,,,
12117350,home,Botafogo,Tchê Tchê,tche-tche,Tchê Tchê,M,3,175,2494,M,840398,EUR,715132800,M,6,6,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,9.0,3.0,6.2,2.0,7.033e-05,0,,,2.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12117350,home,Botafogo,Tiquinho Soares,tiquinho-soares,Tiquinho,F,9,187,4683,M,789100,EUR,664070400,F,9,9,True,2.0,2.0,,,0.0,,,2.0,2.0,,1.0,,,9.0,2.0,6.6,,0.00233817,0,,,,,,,,,,,,,,,,,,,,,,,,,,,tiquinho_soares_29,,,,,,,,,,
12117350,home,Botafogo,Rafael,rafael,Rafael,D,,172,477,M,39623,EUR,647481600,D,2,2,True,,,,,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117350,home,Botafogo,Gatito Fernández,gatito-fernandez,R. Fernández,G,25,191,1203,M,840027,EUR,575596800,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
