match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalTackle,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_blockedScoringAttempt,stat_wonTackle,stat_unsuccessfulTouch,stat_hitWoodwork,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,player_firstName,player_lastName,stat_bigChanceMissed,stat_punches
12694095,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185.0,7587,M,jpickford1,138530,EUR,762998400,G,1,1,False,37.0,25.0,17.0,5.0,0.0,23.0,24.0,2.0,13.0,6.0,1.0,3.0,90.0,46.0,7.2,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12694095,home,Everton,Séamus Coleman,seamus-coleman,S. Coleman,D,23,177.0,890,M,,76632,EUR,592531200,D,23,23,False,50.0,41.0,7.0,4.0,0.0,14.0,17.0,28.0,35.0,6.0,,,67.0,68.0,7.0,11.0,0,True,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12694095,home,Everton,Michael Keane,michael-keane,M. Keane,D,5,188.0,1569,M,,110846,EUR,726710400,D,5,5,False,68.0,60.0,6.0,4.0,0.0,37.0,39.0,23.0,29.0,5.0,,,90.0,78.0,7.2,9.0,0,,,,6.0,6.0,,,1.0,1.0,2.0,5.0,1.0,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,
12694095,home,Everton,Jake O'Brien,jake-obrien,J. O'Brien,D,15,197.0,1422,M,,998253,EUR,989884800,D,15,15,False,66.0,62.0,6.0,4.0,1.0,46.0,48.0,16.0,18.0,4.0,,,90.0,73.0,7.8,4.0,1,,,,2.0,3.0,1.0,,,1.0,,2.0,,,2.0,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
12694095,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180.0,4073,M,mikola_16,876643,EUR,927936000,D,19,19,False,31.0,26.0,3.0,,1.0,14.0,14.0,12.0,17.0,6.0,,,90.0,49.0,7.7,8.0,1,,,,1.0,5.0,,4.0,1.0,1.0,1.0,,,,,,,,1.0,,,1.0,3.0,1.0,,,,,,,,,
12694095,home,Everton,Tim Iroegbunam,tim-iroegbunam,T. Iroegbunam,M,42,182.0,767,M,,1085950,EUR,1056931200,M,42,42,False,41.0,35.0,,,1.0,11.0,15.0,24.0,26.0,2.0,,,85.0,69.0,8.2,10.0,1,,,,6.0,19.0,8.0,11.0,1.0,2.0,1.0,,1.0,1.0,,,3.0,7.0,,,1.0,1.0,6.0,1.0,,,,,,,,,
12694095,home,Everton,James Garner,james-garner,J. Garner,M,37,182.0,3005,M,,927361,EUR,984441600,M,37,37,False,51.0,44.0,2.0,1.0,0.0,22.0,25.0,22.0,27.0,8.0,,,67.0,63.0,6.9,11.0,3,,1.0,,2.0,3.0,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,2.0,,1.0,,2.0,1.0,1.0,,,,,,,
12694095,home,Everton,Jesper Lindstrøm,jesper-lindstrom,J. Lindstrøm,M,19,182.0,2674,M,,947929,EUR,951782400,M,29,29,False,28.0,23.0,,,0.0,8.0,10.0,15.0,23.0,3.0,,,67.0,45.0,6.4,15.0,0,,5.0,,6.0,2.0,2.0,2.0,,1.0,,,2.0,1.0,,1.0,1.0,,,,,,2.0,2.0,,,,,,,,,
12694095,home,Everton,Iliman Ndiaye,iliman-ndiaye,I. Ndiaye,M,10,180.0,55006,M,ilimanndiaye10,914309,EUR,952300800,M,10,10,False,38.0,35.0,1.0,1.0,0.0,16.0,16.0,20.0,23.0,7.0,,,79.0,49.0,8.2,6.0,2,,1.0,1.0,2.0,5.0,3.0,2.0,1.0,3.0,,,1.0,,,,,2.0,1.0,,,1.0,2.0,1.0,,,1.0,1.0,2.0,,,,
12694095,home,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183.0,1967,M,,935543,EUR,943228800,M,7,7,False,40.0,32.0,,,0.0,13.0,15.0,21.0,32.0,2.0,,,90.0,58.0,7.8,16.0,5,,7.0,2.0,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,2.0,,2.0,,,2.0,1.0,1.0,Dwight,McNeil,,
