match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_expectedGoals,stat_keyPass,captain,stat_aerialWon,stat_shotOffTarget,stat_fouls,stat_aerialLost,stat_wasFouled,stat_wonTackle,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_punches,stat_outfielderBlock,stat_errorLeadToAShot,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_goals
11369492,home,Osasuna,Sergio Herrera,sergio-herrera,S. Herrera,G,1,192,995,M,294377,EUR,736646400,G,1,1,False,34.0,22.0,21.0,9.0,14.0,17.0,8.0,17.0,1.0,11.0,1.0,2.0,1.0,2.0,1.0,1.0,90.0,44.0,6.6,13.0,0.00200774,0,-1.2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369492,home,Osasuna,Jesús Areso,jesus-areso,J. Areso,D,12,183,656,M,910267,EUR,930873600,D,12,12,False,64.0,54.0,3.0,1.0,20.0,21.0,37.0,52.0,,8.0,3.0,,,,,,90.0,113.0,6.5,28.0,0.180046,1,,,,9.0,3.0,6.0,5.0,1.0,2.0,6.0,3.0,1.0,1.0,2.0,0.016,2.0,,,,,,,,,,,,,,,,,
11369492,home,Osasuna,David García,david-garcia,D. García,D,5,185,306,M,591136,EUR,761184000,D,5,5,False,99.0,88.0,5.0,3.0,47.0,49.0,41.0,51.0,,9.0,,,,,,,90.0,108.0,6.9,12.0,0.338752,1,,,,1.0,,2.0,5.0,,,,,,2.0,2.0,0.0148,2.0,True,3.0,1.0,2.0,,,,,,,,,,,,,
11369492,home,Osasuna,Alejandro Catena,alejandro-catena,A. Catena,D,24,194,940,M,900792,EUR,783302400,D,24,24,False,77.0,66.0,12.0,4.0,44.0,47.0,22.0,30.0,1.0,6.0,,,,,,,62.0,84.0,6.5,11.0,0.0676156,1,,,,,,4.0,4.0,,,,,,,1.0,0.0612,,,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,
11369492,home,Osasuna,Juan Cruz,juan-cruz,J. Cruz,D,3,180,216,M,897902,EUR,712281600,D,3,3,False,73.0,59.0,6.0,1.0,29.0,32.0,30.0,41.0,,5.0,,,,,,,90.0,83.0,6.3,15.0,0.0699019,1,,,,,,3.0,2.0,,,,,,1.0,1.0,0.0063,,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,
11369492,home,Osasuna,Rubén Peña,ruben-pena,R. Peña,D,7,170,186,M,255973,EUR,679795200,D,15,15,False,34.0,22.0,2.0,1.0,7.0,8.0,15.0,31.0,1.0,4.0,4.0,,,,,,75.0,56.0,6.7,24.0,0.350968,0,,,,5.0,,6.0,6.0,,1.0,5.0,3.0,,,,,1.0,,2.0,,1.0,2.0,1.0,,,,,,,,,,,
11369492,home,Osasuna,Pablo Ibáñez,pablo-ibanez-lumbreras,P. Ibáñez,M,19,179,350,M,1084381,EUR,883612800,M,19,19,False,31.0,27.0,,,7.0,7.0,20.0,25.0,1.0,2.0,,,,,,,62.0,51.0,6.9,8.0,0.0137653,3,,,,1.0,,6.0,6.0,,1.0,3.0,1.0,1.0,,3.0,0.1278,,,1.0,2.0,,3.0,1.0,2.0,,,,,,,,,,
11369492,home,Osasuna,Iker Muñoz,iker-munoz,I. Muñoz,M,8,179,228,M,1119586,EUR,1036454400,M,34,34,False,77.0,61.0,7.0,2.0,20.0,23.0,41.0,55.0,,10.0,2.0,,,,,,90.0,91.0,6.8,21.0,0.0937438,1,,,,1.0,,6.0,7.0,,1.0,1.0,,,1.0,,0.0206,,,4.0,1.0,1.0,3.0,3.0,,,,,,,,,,,
11369492,home,Osasuna,Moi Gómez,moi-gomez,M. Gómez,M,16,174,627,M,149370,EUR,772329600,M,16,16,False,45.0,43.0,5.0,4.0,20.0,21.0,29.0,33.0,,4.0,,,,,,,62.0,59.0,7.5,6.0,0.334785,0,,,,9.0,6.0,2.0,,1.0,1.0,,,,,,,5.0,,,,,,,,,,,,,,,,,
11369492,home,Osasuna,Raúl García de Haro,raul-garcia-de-haro,R. García,F,9,192,691,M,997280,EUR,973209600,F,23,23,False,17.0,7.0,,,,,7.0,17.0,,1.0,1.0,,,,,,75.0,27.0,6.9,13.0,0.10882,3,,,,,,7.0,3.0,,1.0,,,,,,0.3563,1.0,,1.0,3.0,1.0,5.0,2.0,,,,,,,,,,,
11369492,home,Osasuna,Ante Budimir,ante-budimir,A. Budimir,F,17,190,8134,M,37318,EUR,680140800,F,17,17,False,23.0,5.0,,,1.0,2.0,4.0,21.0,,,1.0,,,,,,90.0,30.0,6.9,19.0,0.0585055,4,,,,,,7.0,7.0,2.0,,1.0,1.0,2.0,,,0.3547,,,6.0,1.0,,5.0,,,budimir_ante,1.0,0.3878,,,,,,,
11369492,home,Osasuna,Johan Mojica,johan-mojica,J. Mojica,D,22,185,3950,M,344847,EUR,714355200,D,22,22,True,26.0,19.0,5.0,2.0,7.0,9.0,12.0,21.0,,6.0,,,,,,,28.0,38.0,6.6,12.0,0.219326,0,,,,4.0,,1.0,2.0,,,2.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,
11369492,home,Osasuna,Aimar Oroz,aimar-oroz,A. Oroz,M,10,177,1253,M,985329,EUR,1006819200,M,10,10,True,30.0,29.0,,,8.0,9.0,21.0,21.0,,,,,,,,,28.0,37.0,6.8,2.0,0.0912135,1,,,,,,3.0,1.0,,1.0,,,,,1.0,0.0349,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,
11369492,home,Osasuna,José Manuel Arnáiz,jose-manuel-arnaiz,J. M. Arnáiz,F,11,175,337,M,824130,EUR,797904000,F,20,20,True,20.0,19.0,1.0,1.0,6.0,6.0,13.0,18.0,,2.0,,,,,,,28.0,31.0,7.0,5.0,0.0182297,2,,,,4.0,,1.0,3.0,,,,,1.0,,2.0,0.1453,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,
