match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_wasFouled,stat_shotOffTarget,stat_penaltyConceded,stat_totalCross,stat_totalOffside,stat_keyPass,stat_onTargetScoringAttempt,stat_accurateCross,stat_bigChanceMissed,player_sofascoreId,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,stat_penaltyWon,stat_goals
10407198,away,Sint-Truidense VV,Mory Konate,,,mory-konate,M. Konate,M,8,191.0,1286,M,889927,EUR,753321600,M,6,6,False,,41.0,36.0,5.0,3.0,13.0,13.0,23.0,28.0,,5.0,,,,90.0,55.0,7.1,10.0,1,,6.0,7.0,,1.0,2.0,,,1.0,4.0,2.0,2.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,
10407198,away,Sint-Truidense VV,Christian Brüls,,,christian-bruls,C. Brüls,M,22,179.0,63,M,43432,EUR,591580800,M,44,44,False,,39.0,34.0,4.0,3.0,16.0,16.0,21.0,29.0,,6.0,,,,90.0,64.0,7.7,15.0,3,,3.0,5.0,1.0,,1.0,,,1.0,3.0,3.0,6.0,1.0,2.0,,2.0,,6.0,,3.0,,3.0,1.0,,,1.0,1.0,1.0,1.0,,
10407198,away,Sint-Truidense VV,Frank Boya,,,frank-boya,F. Boya,M,34,190.0,311,M,865796,EUR,836179200,M,27,27,False,,53.0,46.0,9.0,6.0,26.0,29.0,20.0,24.0,1.0,15.0,,,,90.0,75.0,7.0,14.0,3,1.0,7.0,7.0,1.0,,4.0,,,,4.0,4.0,3.0,1.0,1.0,2.0,2.0,,,,1.0,,,1.0,,,1.0,,,,1.0,
10407198,away,Sint-Truidense VV,Wolke Janssens,,,janssens-wolke,W. Janssens,D,22,185.0,39,M,794418,EUR,789782400,M,22,22,False,,9.0,6.0,1.0,,4.0,5.0,2.0,5.0,,2.0,,,,29.0,17.0,6.5,6.0,0,,2.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,
10407198,away,Sint-Truidense VV,Gianni Bruno,,,gianni-bruno,G. Bruno,F,9,180.0,177,M,100680,EUR,682560000,F,91,91,False,,30.0,24.0,,,7.0,7.0,17.0,23.0,,5.0,,,,90.0,43.0,8.7,11.0,3,1.0,2.0,4.0,,1.0,,,,,,,3.0,,1.0,3.0,,,,,2.0,3.0,,,,,,,1.0,,,2.0
10407198,away,Sint-Truidense VV,Shinji Okazaki,,,shinji-okazaki,S. Okazaki,F,,174.0,438,M,19303,EUR,513993600,F,30,30,False,,21.0,17.0,2.0,2.0,3.0,3.0,14.0,18.0,,1.0,,,,90.0,39.0,7.3,11.0,2,1.0,6.0,5.0,1.0,2.0,1.0,,,2.0,1.0,,4.0,2.0,2.0,2.0,1.0,,,,1.0,1.0,,,,,,,,,,1.0
10407198,away,Sint-Truidense VV,Aboubakary Koita,,,aboubakary-koita,A. Koita,M,11,175.0,1941,M,890110,EUR,906249600,F,7,7,True,,29.0,24.0,3.0,1.0,7.0,8.0,18.0,23.0,1.0,4.0,,,,61.0,52.0,7.4,14.0,2,,8.0,6.0,1.0,2.0,6.0,2.0,,3.0,,,2.0,1.0,2.0,2.0,,,2.0,,3.0,2.0,1.0,,,,,1.0,1.0,,,
10407198,away,Sint-Truidense VV,Jo Coppens,,,jo-coppens,J. Coppens,G,12,190.0,46,M,45854,EUR,661737600,G,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407198,away,Sint-Truidense VV,Eric Bocat,,,eric-bocat,E. Bocat,D,17,182.0,70,M,1017684,EUR,932083200,D,77,77,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407198,away,Sint-Truidense VV,Jorge Teixeira,,,jorge-teixeira,J. Teixeira,D,5,188.0,34,M,58826,EUR,525484800,D,26,26,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407198,away,Sint-Truidense VV,Stan Van Dessel,,,van-dessel-stan,S. V. Dessel,M,8,162.0,52,M,990146,EUR,995932800,M,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407198,away,Sint-Truidense VV,Shinji Kagawa,,,shinji-kagawa,S. Kagawa,M,8,175.0,1076,M,34853,EUR,606096000,M,10,10,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407198,away,Sint-Truidense VV,Daichi Hayashi,,,hayashi-daichi,D. Hayashi,F,9,178.0,198,M,991872,EUR,864345600,F,8,8,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
