match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,player_sofascoreId,stat_shotOffTarget,stat_interceptionWon,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
13473366,home,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,1,1,False,25.0,22.0,9.0,6.0,0.0,19.0,19.0,3.0,6.0,1.0,4.0,2.0,1.0,90.0,32.0,7.2,3.0,0.00075709,0,0.0774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473366,home,Fortaleza,Yago Pikachu,yago-pikachu,Y. Pikachu,M,22,170,1544,M,363688,EUR,707702400,D,22,22,False,42.0,37.0,3.0,3.0,0.0,20.0,22.0,17.0,20.0,,5.0,,,82.0,56.0,7.1,9.0,0.0385817,2,,True,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.2764,1.0,,,,,,,,,,,,,,,,,
13473366,home,Fortaleza,Benjamin Kuscevic,benjamin-kuscevic,B. Kuscevic,D,13,185,1470,M,590324,EUR,830995200,D,13,13,False,69.0,59.0,8.0,3.0,0.0,42.0,48.0,17.0,21.0,8.0,1.0,,,90.0,87.0,7.3,11.0,0.0113165,0,,,,,5.0,6.0,,,,,,1.0,,,,2.0,3.0,1.0,1.0,2.0,3.0,2.0,,,,,,,,,,
13473366,home,Fortaleza,David Luiz,david-luiz,D. Luiz,D,4,189,22748,M,21300,EUR,546048000,D,23,23,False,51.0,47.0,5.0,2.0,0.0,40.0,41.0,7.0,10.0,8.0,2.0,,,90.0,70.0,7.7,5.0,0.00345562,1,,,,,2.0,5.0,,,,1.0,1.0,1.0,,0.0271,,1.0,2.0,,,,2.0,2.0,,,davidluiz23,1.0,4.0,,,,,
13473366,home,Fortaleza,Gustavo Mancha,gustavo-mancha,G. Mancha,D,39,190,583,M,2034540,EUR,1089849600,D,39,39,False,47.0,43.0,5.0,3.0,0.0,36.0,37.0,7.0,10.0,3.0,3.0,,,90.0,63.0,7.1,8.0,0.0233238,0,,,1.0,,2.0,3.0,,,,1.0,,,,,,,,2.0,,,3.0,1.0,,,,,4.0,,,,,
13473366,home,Fortaleza,Eros Mancuso,eros-mancuso,E. Mancuso,D,40,171,489,M,1116624,EUR,924307200,D,14,14,False,35.0,28.0,2.0,,0.0,12.0,14.0,16.0,21.0,2.0,4.0,,,90.0,54.0,7.2,11.0,0.0160371,1,,,1.0,,3.0,7.0,2.0,1.0,,2.0,2.0,1.0,,0.0224,1.0,,1.0,1.0,,,3.0,3.0,Eros Mancuso,,,1.0,,,,,,
13473366,home,Fortaleza,Calebe Gonçalves,calebe,Calebe,M,20,173,641,M,1046796,EUR,957052800,M,10,10,False,16.0,14.0,,,0.0,7.0,7.0,7.0,9.0,1.0,1.0,,,65.0,32.0,7.2,8.0,0.101158,2,,,5.0,2.0,3.0,3.0,,,,2.0,2.0,2.0,,0.1343,2.0,,,1.0,1.0,1.0,1.0,1.0,Calebe,,,1.0,,1.0,0.04,,,
13473366,home,Fortaleza,Matheus Rossetto,matheus-rossetto,M. Rossetto,M,20,180,350,M,842682,EUR,833760000,M,20,20,False,53.0,49.0,3.0,3.0,0.0,25.0,26.0,24.0,27.0,1.0,8.0,,,65.0,59.0,7.0,6.0,0.0146271,0,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
13473366,home,Fortaleza,Lucas Sasha,lucas-sasha,L. Sasha,M,88,177,479,M,123225,EUR,636249600,M,88,88,False,32.0,28.0,3.0,2.0,0.0,10.0,11.0,18.0,21.0,,5.0,,,90.0,45.0,6.7,10.0,0.0258212,0,,,4.0,1.0,8.0,4.0,,,,2.0,,1.0,,,,3.0,2.0,4.0,,,2.0,2.0,,,,,1.0,,,,,
13473366,home,Fortaleza,Deyverson,deyverson,Deyverson,F,16,185,4460,M,270287,EUR,673660800,F,18,18,False,11.0,10.0,2.0,2.0,0.0,2.0,2.0,8.0,9.0,2.0,,,,81.0,19.0,6.9,3.0,0.0369017,0,,,1.0,,3.0,3.0,,,,1.0,2.0,2.0,,,,2.0,,,,,1.0,1.0,,,,,1.0,,,,,
