match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_goalAssist,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11396442,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6864,M,gregorkobel,556866,EUR,881366400,G,1,1,False,True,23.0,21.0,6.0,4.0,20.0,20.0,1.0,3.0,1.0,4.0,1.0,90.0,28.0,7.1,3.0,0.0,0.0,0.00025772,0,0.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396442,home,Borussia Dortmund,Mats Hummels,mats-hummels,M. Hummels,D,15,191,4570,M,aussenrist15,16632,EUR,598233600,D,15,15,False,,87.0,80.0,9.0,8.0,41.0,43.0,39.0,44.0,2.0,7.0,,90.0,92.0,7.7,7.0,0.0,0.0,0.248332,0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11396442,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10353,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,False,,90.0,78.0,13.0,4.0,52.0,57.0,26.0,33.0,3.0,6.0,,90.0,102.0,7.5,12.0,0.1822,0.2389,0.0165284,1,,,1.0,7.0,1.0,4.0,3.0,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11396442,home,Borussia Dortmund,Ramy Bensebaini,ramy-bensebaini,R. Bensebaini,D,5,186,29068,M,rbens,577726,EUR,797990400,D,5,5,False,,96.0,88.0,8.0,5.0,47.0,48.0,41.0,48.0,,7.0,,90.0,122.0,8.1,10.0,0.0191,0.0,0.0314889,1,,1.0,4.0,7.0,1.0,3.0,1.0,1.0,,2.0,,,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,
11396442,home,Borussia Dortmund,Julian Ryerson,julian-ryerson,J. Ryerson,D,26,183,3446,M,,800951,EUR,879724800,M,26,26,False,,35.0,27.0,2.0,1.0,14.0,16.0,14.0,23.0,1.0,7.0,,90.0,60.0,7.2,14.0,0.0505,0.0,0.0416934,2,,1.0,4.0,5.0,,4.0,3.0,,,1.0,,,,,,1.0,1.0,1.0,3.0,4.0,1.0,1.0,,,,,,,,,,,
11396442,home,Borussia Dortmund,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,3992,M,,907463,EUR,971136000,M,8,8,False,,41.0,33.0,4.0,3.0,15.0,19.0,18.0,23.0,1.0,5.0,,90.0,62.0,7.5,13.0,0.2009,0.0,0.0436531,4,,,4.0,10.0,1.0,5.0,4.0,1.0,3.0,1.0,,,,1.0,,2.0,2.0,2.0,1.0,1.0,,2.0,,,1.0,,,,,,,,
11396442,home,Borussia Dortmund,Salih Özcan,salih-ozcan,S. Özcan,M,6,180,2466,M,,795005,EUR,884476800,M,6,6,False,,91.0,84.0,7.0,4.0,43.0,45.0,41.0,46.0,,7.0,,90.0,105.0,7.6,9.0,0.0254,0.0,0.364108,1,,,2.0,2.0,1.0,1.0,,3.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,
11396442,home,Borussia Dortmund,Jamie Gittens,jamie-bynoe-gittens,J. Gittens,M,11,178,23992,M,jbgittens,1140599,EUR,1091923200,M,43,43,False,,37.0,28.0,3.0,,9.0,12.0,19.0,25.0,2.0,2.0,,63.0,58.0,7.2,16.0,0.2261,0.0,0.0586394,2,,,5.0,7.0,1.0,,,1.0,,1.0,,,,6.0,4.0,2.0,2.0,3.0,,,,,,,2.0,,,,,,,,
11396442,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9499,M,julianbrandt,226978,EUR,830995200,F,19,19,False,,40.0,37.0,,,12.0,13.0,28.0,38.0,1.0,7.0,,90.0,65.0,7.4,15.0,0.4051,0.2355,0.598378,2,,,3.0,2.0,1.0,,,4.0,,,2.0,1.0,,2.0,2.0,1.0,1.0,,,11.0,3.0,,,,3.0,2.0,,1.0,,,,,
11396442,home,Borussia Dortmund,Marco Reus,marco-reus,M. Reus,M,18,180,21759,M,Reus11,37092,EUR,612576000,F,11,11,False,,25.0,20.0,,,7.0,8.0,13.0,17.0,,5.0,,83.0,43.0,8.3,10.0,0.4201,1.0893,0.157958,3,,,5.0,5.0,,3.0,2.0,1.0,,1.0,,2.0,,1.0,1.0,1.0,3.0,1.0,2.0,,,,,,2.0,1.0,,,1.0,,,,
