match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_wonTackle,stat_fouls,stat_dispossessed,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,captain,stat_totalOffside,stat_goalAssist,player_sofascoreId,stat_penaltyWon,stat_penaltyFaced,stat_outfielderBlock,stat_penaltyConceded
11409145,home,Sporting Braga,Matheus,matheus,Matheus,G,1,190,1473,M,603946,EUR,711504000.0,G,1,1,False,29.0,26.0,7.0,4.0,23.0,23.0,3.0,6.0,1.0,1.0,1.0,5.0,1.0,2.0,90.0,33.0,6.9,3.0,0.00029819,0,-0.0273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409145,home,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,297,M,877918,EUR,954547200.0,D,2,2,False,34.0,30.0,4.0,1.0,11.0,12.0,20.0,26.0,3.0,1.0,1.0,2.0,,,65.0,50.0,7.2,7.0,0.446744,1,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0467,2.0,,,,,,,,,,,,,,,,,,,,,,,
11409145,home,Sporting Braga,José Fonte,jose-fonte,J. Fonte,D,6,191,691,M,27622,EUR,440899200.0,D,6,6,False,65.0,61.0,2.0,1.0,46.0,50.0,15.0,15.0,2.0,,,5.0,,,90.0,71.0,6.8,4.0,0.0180476,0,,,,2.0,,,,,1.0,,,,1.0,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11409145,home,Sporting Braga,Paulo Oliveira,paulo-oliveira,P. Oliveira,D,15,187,180,M,106751,EUR,694828800.0,D,15,15,False,56.0,53.0,3.0,3.0,33.0,33.0,20.0,23.0,3.0,,,2.0,,,90.0,65.0,6.7,3.0,0.00837541,0,,,,5.0,2.0,,,1.0,2.0,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,
11409145,home,Sporting Braga,Cristián Borja,cristian-borja,C. Borja,D,26,182,1124,M,831038,EUR,729993600.0,D,26,26,False,57.0,45.0,2.0,,23.0,31.0,22.0,26.0,7.0,4.0,3.0,12.0,,,90.0,84.0,7.0,16.0,0.0194364,0,,,,4.0,1.0,,,3.0,,,,,,4.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,
11409145,home,Sporting Braga,Mutassim Al-Musrati,mutassim-al-musrati,M. Al-Musrati,M,73,189,2821,M,868958,EUR,828748800.0,M,8,8,False,51.0,43.0,9.0,7.0,23.0,23.0,20.0,28.0,8.0,,,1.0,,,76.0,62.0,8.0,9.0,0.01042,2,,,,,,,1.0,3.0,3.0,2.0,0.816,,,3.0,,3.0,,,,1.0,1.0,0.9836,,,,,,,,,,,,,
11409145,home,Sporting Braga,Rodrigo Zalazar,rodrigo-zalazar,R. Zalazar,M,10,174,2789,M,966575,EUR,934416000.0,M,16,16,False,56.0,54.0,7.0,6.0,28.0,28.0,27.0,33.0,6.0,1.0,,10.0,,,75.0,77.0,7.1,10.0,0.0728261,0,,5.0,1.0,5.0,,,,,5.0,1.0,,1.0,,,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
11409145,home,Sporting Braga,Álvaro Djaló,alvaro-djalo,Á. Djaló,F,14,176,1150,M,1160960,EUR,934761600.0,M,14,14,False,29.0,21.0,1.0,,6.0,7.0,16.0,24.0,2.0,2.0,1.0,6.0,,,66.0,45.0,7.2,13.0,0.292927,4,,2.0,1.0,8.0,3.0,,1.0,1.0,,,0.5972,1.0,,1.0,,,2.0,2.0,1.0,2.0,1.0,1.3614,Álvaro Djaló,,1.0,1.0,1.0,,,,,,,,
11409145,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2145,M,314380,EUR,779587200.0,M,21,21,False,50.0,42.0,2.0,1.0,8.0,8.0,34.0,46.0,3.0,2.0,2.0,1.0,,,90.0,67.0,8.8,14.0,0.404502,5,,4.0,,1.0,1.0,2.0,1.0,,,1.0,0.4278,3.0,,1.0,1.0,,,,1.0,2.0,1.0,0.7144,,,,2.0,,True,1.0,,,,,,
11409145,home,Sporting Braga,Bruma,bruma,Bruma,F,7,173,2690,M,97012,EUR,782956800.0,M,7,7,False,38.0,31.0,1.0,1.0,5.0,6.0,27.0,35.0,15.0,17.0,12.0,7.0,,,85.0,78.0,8.3,22.0,0.701789,2,,3.0,1.0,7.0,,,1.0,,1.0,2.0,0.2581,4.0,,,,1.0,,2.0,5.0,1.0,,0.106,,,1.0,,,,,1.0,,,,,
