match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_outfielderBlock,stat_fouls,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_interceptionWon,stat_totalOffside,stat_punches,player_sofascoreId
12530800,home,Bodrum FK,Diogo Sousa,diogo-sousa,D. Sousa,G,1,195,145,M,882110,EUR,905904000,G,1,1,False,21.0,16.0,10.0,5.0,0.0,12.0,13.0,4.0,8.0,8.0,1.0,2.0,2.0,90.0,30.0,6.7,5.0,0.00113548,0,-0.2813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530800,home,Bodrum FK,Ege Bilsel,ege-bilsel,E. Bilsel,D,70,175,74,M,1011244,EUR,1073174400,D,70,70,False,36.0,27.0,2.0,,0.0,12.0,15.0,15.0,22.0,7.0,,,,90.0,57.0,6.6,18.0,0.0349069,0,,,,1.0,3.0,1.0,6.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12530800,home,Bodrum FK,Arlind Ajeti,arlind-ajeti,A. Ajeti,D,15,184,457,M,111746,EUR,748915200,D,15,15,False,40.0,28.0,8.0,,0.0,20.0,24.0,8.0,16.0,,,,,90.0,46.0,6.6,12.0,0.00625362,0,,,,,2.0,2.0,2.0,5.0,,,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,
12530800,home,Bodrum FK,Ali Aytemur,ali-aytemur,A. Aytemur,D,34,184,29,M,802650,EUR,828489600,D,34,34,False,49.0,37.0,10.0,2.0,0.0,28.0,32.0,9.0,17.0,2.0,,,,90.0,63.0,6.7,15.0,0.00359998,0,,,,,2.0,5.0,5.0,8.0,1.0,,1.0,,7.0,2.0,2.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
12530800,home,Bodrum FK,Cenk Şen,cenk-sen,C. Şen,D,77,170,45,M,957359,EUR,970444800,D,77,77,False,27.0,19.0,4.0,1.0,0.0,7.0,11.0,13.0,21.0,2.0,,,,90.0,64.0,7.7,21.0,0.126589,1,,,,5.0,,,7.0,6.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,,,1.0,1.0,1.0,1.0,0.0358,0.1196,,,,,,,,
12530800,home,Bodrum FK,Fredy,fredy,Fredy,M,16,169,1026,M,845281,EUR,638496000,M,16,16,False,36.0,21.0,2.0,1.0,0.0,7.0,11.0,14.0,32.0,5.0,,,,90.0,68.0,7.8,24.0,0.0281971,2,,,,7.0,1.0,3.0,5.0,13.0,1.0,1.0,9.0,8.0,5.0,1.0,1.0,,1.0,1.0,1.0,2.0,,,,,0.0402,,True,1.0,1.0,,,,,
12530800,home,Bodrum FK,Taylan Antalyalı,taylan-antalyali,T. Antalyalı,M,14,180,286,M,190197,EUR,789523200,M,5,5,False,23.0,21.0,2.0,2.0,0.0,12.0,13.0,9.0,10.0,5.0,,,,66.0,35.0,6.8,4.0,0.00709476,1,,,,,2.0,3.0,5.0,7.0,,,1.0,,2.0,3.0,2.0,1.0,2.0,,1.0,3.0,,,,,0.0218,,,1.0,,,,,,
12530800,home,Bodrum FK,Musah Mohammed,mohammed-musah,M. Mohammed,M,6,192,126,M,1105505,EUR,1010188800,M,26,26,False,32.0,24.0,5.0,3.0,0.0,12.0,12.0,13.0,23.0,7.0,,,,86.0,54.0,7.0,13.0,0.0245093,3,,,,3.0,,3.0,2.0,6.0,,,1.0,,2.0,1.0,1.0,,2.0,,,1.0,1.0,,1.0,,0.1663,0.0313,,2.0,,1.0,1.0,,,
12530800,home,Bodrum FK,Gökdeniz Bayrakdar,gokdeniz-bayrakdar,G. Bayrakdar,F,41,181,144,M,952564,EUR,1006473600,F,41,41,False,8.0,2.0,2.0,,0.0,1.0,2.0,1.0,6.0,1.0,,,,56.0,12.0,6.6,6.0,0.00150752,0,,,,,2.0,,4.0,2.0,2.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
12530800,home,Bodrum FK,Taulant Seferi,taulant-seferi,T. Seferi,F,99,177,450,M,279487,EUR,848016000,F,99,99,False,22.0,18.0,3.0,2.0,1.0,5.0,5.0,13.0,17.0,5.0,,,,90.0,36.0,7.3,8.0,0.0573681,3,,,,,2.0,,4.0,2.0,,,2.0,2.0,,,,4.0,,3.0,,2.0,,,1.0,,0.1558,0.5206,,1.0,1.0,,,2.0,,
