match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_challengeLost,stat_blockedScoringAttempt,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_shotOffTarget,captain,stat_dispossessed,player_firstName,player_lastName,stat_goals,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_errorLeadToAShot,stat_penaltyWon,stat_errorLeadToAGoal,stat_bigChanceMissed
12764111,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4403,M,lukaszskorupski28,44906,EUR,673401600,G,1,1,False,29.0,19.0,15.0,5.0,0.0,15.0,18.0,4.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,90.0,38.0,6.8,10.0,0.00477685,0,-0.2368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764111,home,Bologna,Emil Holm,emil-holm,E. Holm,D,2,191,1731,M,,965264,EUR,958176000,D,2,2,False,24.0,17.0,3.0,3.0,0.0,8.0,10.0,11.0,17.0,4.0,6.0,10.0,,,2.0,6.0,,,,90.0,55.0,7.1,12.0,0.0461231,0,,3.0,2.0,3.0,2.0,5.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12764111,home,Bologna,Sam Beukema,sam-beukema,S. Beukema,D,31,188,2245,M,,898815,EUR,911260800,D,31,31,False,55.0,45.0,12.0,7.0,0.0,30.0,32.0,15.0,24.0,5.0,5.0,7.0,,,4.0,6.0,,,,90.0,68.0,7.1,13.0,0.00931774,0,,1.0,,4.0,1.0,2.0,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
12764111,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185,4572,M,,818481,EUR,898819200,D,26,26,False,44.0,40.0,9.0,5.0,0.0,22.0,23.0,18.0,21.0,1.0,2.0,1.0,,,2.0,2.0,,,,63.0,50.0,6.6,5.0,0.0117248,0,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12764111,home,Bologna,Charalampos Lykogiannis,charalampos-lykogiannis,C. Lykogiannīs,D,22,188,699,M,,98212,EUR,751248000,D,22,22,False,34.0,26.0,9.0,5.0,0.0,7.0,10.0,21.0,35.0,,3.0,5.0,1.0,,3.0,3.0,,,,90.0,69.0,6.9,21.0,0.934933,1,,11.0,2.0,2.0,,1.0,1.0,,,2.0,,,1.0,2.0,1.0,0.0134,,,,,,,,,,,,,,,,,
12764111,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1912,M,,115516,EUR,703296000,M,8,8,False,24.0,21.0,3.0,3.0,0.0,11.0,11.0,10.0,13.0,,2.0,3.0,,,,2.0,,,,45.0,29.0,6.6,4.0,0.00751344,0,,,,1.0,,1.0,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
12764111,home,Bologna,Tommaso Pobega,tommaso-pobega,T. Pobega,M,4,188,1344,M,,928796,EUR,931996800,M,18,18,False,28.0,23.0,5.0,3.0,0.0,10.0,10.0,13.0,18.0,3.0,3.0,5.0,,,1.0,6.0,,,,87.0,45.0,7.2,9.0,0.0124873,1,,,,1.0,2.0,3.0,3.0,2.0,,1.0,,,,,,0.0102,1.0,0.0214,,,,,,,,,,,,,,,
12764111,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5797,M,,793645,EUR,854064000,M,7,7,False,14.0,9.0,,,0.0,4.0,5.0,6.0,13.0,,1.0,6.0,3.0,2.0,,1.0,,,,35.0,32.0,7.2,11.0,0.0456053,4,,4.0,1.0,3.0,1.0,,,2.0,,1.0,,1.0,1.0,,1.0,0.115,1.0,0.0811,2.0,,,,,,,,,,,,,,
12764111,home,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181,1987,M,,907152,EUR,935452800,M,19,19,False,44.0,39.0,1.0,1.0,0.0,15.0,17.0,24.0,28.0,2.0,6.0,3.0,1.0,,,7.0,,,,90.0,54.0,6.7,9.0,0.0364752,1,,1.0,,1.0,,1.0,1.0,,,1.0,2.0,,1.0,,1.0,0.0821,,,,True,1.0,,,,,,,,,,,,
12764111,home,Bologna,Dan Ndoye,dan-ndoye,D. Ndoye,M,14,184,4722,M,,944327,EUR,972432000,M,11,11,False,22.0,16.0,2.0,2.0,0.0,4.0,5.0,12.0,18.0,1.0,10.0,13.0,7.0,3.0,,4.0,,,,90.0,60.0,7.5,18.0,0.0176724,5,,1.0,,2.0,3.0,3.0,2.0,3.0,,5.0,1.0,1.0,,1.0,1.0,0.6472,,,4.0,,3.0,,,,,,,,,,,,
