match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_interceptionWon,stat_aerialWon,stat_clearanceOffLine,stat_outfielderBlock,stat_unsuccessfulTouch,stat_dispossessed,stat_wasFouled,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside,stat_errorLeadToAGoal
13472814,home,Vitória,Lucas Arcanjo,lucas-arcanjo,L. Arcanjo,G,1,190.0,811,M,982558,EUR,902534400,G,1,1,False,18.0,9.0,15.0,6.0,0.0,3.0,3.0,6.0,15.0,1.0,12.0,1.0,1.0,4.0,1.0,1.0,90.0,30.0,7.2,9.0,0.0011526,0,-0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472814,home,Vitória,Raúl Cáceres,raul-caceres,R. Cáceres,D,27,180.0,356,M,122971,EUR,685152000,D,27,27,False,16.0,11.0,4.0,2.0,0.0,4.0,5.0,7.0,11.0,1.0,1.0,,,,,,90.0,39.0,7.8,12.0,0.0276689,3,,,,5.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.3603,0.1529,1.0,,,,,,,,,,,,,,
13472814,home,Vitória,Edu,edu,Edu,D,43,188.0,302,M,989715,EUR,961113600,D,43,43,False,25.0,22.0,6.0,4.0,0.0,11.0,11.0,11.0,14.0,4.0,5.0,,,,,,90.0,38.0,6.9,7.0,0.00811875,0,,,,,,,1.0,2.0,,,,,,,,2.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,
13472814,home,Vitória,Camutanga,camutanga,Camutanga,D,4,189.0,505,M,931759,EUR,749088000,D,4,4,False,22.0,18.0,4.0,1.0,0.0,12.0,12.0,6.0,10.0,2.0,1.0,,,,,,90.0,29.0,7.0,5.0,0.00354087,1,,,,,,3.0,5.0,2.0,,,,,1.0,,,1.0,,2.0,0.0111,0.0432,,,1.0,1.0,1.0,1.0,,,,,,,,,
13472814,home,Vitória,Zé Marcos,ze-marcos,Z. Marcos,D,3,188.0,355,M,901700,EUR,886291200,D,3,3,False,29.0,21.0,5.0,1.0,0.0,12.0,13.0,9.0,16.0,4.0,2.0,,,,,,90.0,40.0,6.9,9.0,0.00687095,0,,,,,,1.0,3.0,7.0,,,,,,,,2.0,2.0,1.0,,,,,5.0,,1.0,,1.0,,,,,,,,
13472814,home,Vitória,Ramon,ramon,Ramon,D,13,176.0,862,M,980761,EUR,984441600,D,13,13,False,26.0,17.0,7.0,1.0,0.0,10.0,12.0,7.0,14.0,4.0,6.0,,,,,,90.0,52.0,6.6,19.0,0.0497714,0,,,,4.0,1.0,2.0,11.0,8.0,3.0,3.0,1.0,,,,,4.0,4.0,4.0,,,1.0,,2.0,,,4.0,,1.0,,,,,,,
13472814,home,Vitória,Erick,erick,Erick,F,33,173.0,1390,M,895650,EUR,881712000,M,33,33,False,14.0,8.0,3.0,1.0,0.0,4.0,5.0,4.0,9.0,,,,,,,,85.0,29.0,6.2,14.0,0.0487076,0,,,,2.0,1.0,1.0,7.0,2.0,,3.0,,,,,,,,1.0,,,2.0,,,,,2.0,2.0,2.0,,,,,,,
13472814,home,Vitória,Ronald,ronald,Ronald,M,8,171.0,426,M,931521,EUR,866592000,M,8,8,False,8.0,6.0,,,0.0,,,6.0,8.0,,1.0,,,,,,45.0,11.0,6.3,4.0,0.0256874,0,,,,1.0,,1.0,6.0,,1.0,1.0,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,
13472814,home,Vitória,Gabriel Baralhas,gabriel-baralhas,G. Baralhas,M,44,178.0,849,M,922575,EUR,907977600,M,44,44,False,24.0,21.0,5.0,4.0,0.0,10.0,11.0,11.0,13.0,1.0,6.0,,,,,,90.0,39.0,6.5,9.0,0.00653604,0,,,,,,2.0,9.0,6.0,1.0,,,,,,,4.0,1.0,4.0,,,,,1.0,,,4.0,2.0,1.0,True,,,,,,
13472814,home,Vitória,Aitor Cantalapiedra,aitor-cantalapiedra,A. Cantalapiedra,F,17,178.0,882,M,823831,EUR,823910400,M,17,17,False,6.0,5.0,1.0,,0.0,1.0,1.0,4.0,5.0,,,,,,,,60.0,14.0,6.5,6.0,0.00290642,0,,,,3.0,,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,
13472814,home,Vitória,Renato Kayzer,renato-kayzer,R. Kayzer,F,79,178.0,1333,M,814723,EUR,824515200,F,79,79,False,11.0,7.0,1.0,,0.0,1.0,1.0,6.0,10.0,,1.0,,,,,,72.0,23.0,7.1,7.0,0.0065409,3,,,,,,3.0,6.0,7.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,,1.0,0.8259,0.9882,,,3.0,,,2.0,1.0,2.0,,,,,,,
13472814,home,Vitória,Dudu,dudu,D. Rodrigues,M,21,186.0,533,M,1124220,EUR,928540800,M,21,21,True,12.0,9.0,1.0,,0.0,3.0,4.0,6.0,8.0,,2.0,,,,,,52.0,23.0,6.5,6.0,0.0144694,2,,,,,,,4.0,5.0,,2.0,1.0,,1.0,,,3.0,1.0,2.0,0.9234,0.1743,,,1.0,,,,1.0,,,2.0,1.0,,,,
13472814,home,Vitória,Matheuzinho,matheuzinho,Matheuzinho,M,10,165.0,1521,M,795266,EUR,877132800,M,10,10,True,10.0,8.0,1.0,,0.0,5.0,6.0,3.0,4.0,,3.0,,,,,,30.0,16.0,6.5,5.0,0.418852,0,,,,,,2.0,4.0,2.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,,,2.0,1.0,1.0,,,,,,,
13472814,home,Vitória,Renzo López,renzo-lopez,R. López,F,31,190.0,440,M,926513,EUR,766454400,F,31,31,True,5.0,2.0,,,0.0,2.0,2.0,,3.0,,,,,,,,18.0,7.0,6.6,3.0,2.105e-05,0,,,,,,2.0,2.0,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
13472814,home,Vitória,Osvaldo,osvaldo,Osvaldo,M,11,170.0,559,M,90468,EUR,545097600,F,11,11,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,,14.0,4.0,6.3,2.0,1.251e-05,0,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,
13472814,home,Vitória,Thiago Couto,thiago-couto,T. Couto,G,12,188.0,418,M,871291,EUR,922406400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
