match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_keyPass,player_firstName,player_lastName,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_goals
10385639,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192,4016,M,252669,EUR,727228800,G,1,1,False,57.0,42.0,20.0,6.0,40.0,45.0,2.0,12.0,1.0,1.0,10.0,1.0,1.0,4.0,90.0,71.0,6.4,15.0,0.0,0.0,0.00322831,0,-0.7495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385639,home,Wolverhampton,Jonny Otto,jonny-otto,J. Otto,D,17,175,572,M,235648,EUR,762652800,D,19,19,False,44.0,39.0,3.0,3.0,29.0,32.0,10.0,12.0,,7.0,5.0,,,,90.0,68.0,5.8,9.0,0.0,0.0,0.00731192,0,,1.0,11.0,6.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
10385639,home,Wolverhampton,Nathan Collins,nathan-collins,N. Collins,D,22,193,1556,M,958916,EUR,988588800,D,4,4,False,28.0,26.0,3.0,1.0,25.0,25.0,1.0,3.0,,1.0,4.0,,,,33.0,32.0,5.5,2.0,0.0,0.0,0.00064963,0,,,1.0,,,1.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,
10385639,home,Wolverhampton,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,894474,EUR,864345600,D,23,23,False,51.0,46.0,5.0,1.0,40.0,41.0,6.0,10.0,1.0,2.0,2.0,,,,90.0,59.0,6.0,7.0,0.0,0.0,0.00245179,0,,,2.0,1.0,,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,
10385639,home,Wolverhampton,Rayan Aït-Nouri,rayan-ait-nouri,R. A. Nouri,M,21,179,44710,M,931278,EUR,991785600,D,3,3,False,17.0,14.0,,,10.0,11.0,5.0,7.0,,5.0,6.0,2.0,,,81.0,35.0,6.5,7.0,0.0,0.0,0.0373836,0,,,1.0,,1.0,1.0,1.0,1.0,,2.0,2.0,3.0,,,r_aitnouri,1.0,1.0,1.0,,,,,,,,,,,,
10385639,home,Wolverhampton,Matheus Nunes,matheus-nunes,M. Nunes,D,27,183,19609,M,945122,EUR,904176000,M,27,27,False,34.0,29.0,3.0,1.0,21.0,23.0,8.0,14.0,,4.0,4.0,1.0,,,90.0,49.0,6.6,10.0,0.0,0.0,0.0185388,0,,,4.0,,1.0,2.0,1.0,4.0,1.0,2.0,2.0,,2.0,,matheusnunes,3.0,,,,,,,,,,,,,,
10385639,home,Wolverhampton,Rúben Neves,ruben-neves,R. Neves,M,8,181,15401,M,280955,EUR,858211200,M,8,8,False,63.0,55.0,10.0,9.0,43.0,47.0,12.0,16.0,,2.0,3.0,,,,90.0,73.0,7.2,9.0,0.0479,0.0,0.0137635,1,,1.0,1.0,,,,,1.0,3.0,2.0,2.0,1.0,,,rubenneves,,,1.0,,,True,1.0,,,,,,,,
10385639,home,Wolverhampton,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,28,28,False,50.0,44.0,6.0,5.0,27.0,30.0,17.0,20.0,1.0,5.0,4.0,1.0,,,90.0,65.0,6.6,9.0,0.0371,0.0,0.0102763,1,,1.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,
10385639,home,Wolverhampton,Pedro Neto,pedro-neto,P. Neto,M,7,172,39913,M,879349,EUR,952560000,F,7,7,False,24.0,20.0,1.0,1.0,8.0,10.0,13.0,17.0,,5.0,3.0,,,,86.0,43.0,6.5,15.0,0.1248,0.0,0.03397,1,,1.0,9.0,2.0,1.0,8.0,3.0,,,2.0,1.0,3.0,1.0,,pedroneto_30,3.0,1.0,,,,,1.0,,,,,,,,
10385639,home,Wolverhampton,Daniel Podence,daniel-podence,D. Podence,F,56,165,3017,M,308764,EUR,814233600,F,10,10,False,18.0,9.0,,,2.0,3.0,7.0,16.0,,1.0,1.0,,,,70.0,26.0,6.6,13.0,0.0172,0.0,0.0182451,1,,3.0,5.0,,2.0,1.0,1.0,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,
10385639,home,Wolverhampton,Gonçalo Guedes,goncalo-guedes,G. Guedes,F,11,179,3550,M,280979,EUR,849225600,F,17,17,False,15.0,10.0,,,3.0,3.0,7.0,14.0,1.0,5.0,6.0,3.0,,,70.0,29.0,6.9,12.0,0.1831,0.1029,0.0603744,2,,1.0,3.0,,1.0,2.0,1.0,,,,,3.0,,,,2.0,,1.0,,,,1.0,,1.0,,,,,,
10385639,home,Wolverhampton,Boubacar Traoré,boubacar-traore,B. Traoré,M,8,183,1011,M,982613,EUR,998265600,M,6,6,True,8.0,7.0,1.0,1.0,5.0,5.0,2.0,3.0,,2.0,1.0,,,,20.0,12.0,7.0,1.0,0.0,0.0,0.00172886,0,,1.0,1.0,,,,,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,
10385639,home,Wolverhampton,Hee-Chan Hwang,hee-chan-hwang,H. Hwang,F,11,177,6362,M,786186,EUR,822614400,F,11,11,True,3.0,3.0,,,,,3.0,3.0,,1.0,1.0,1.0,,,20.0,7.0,6.5,1.0,0.0,0.0,0.00104051,0,,1.0,1.0,,,,,,,,,1.0,,,Hwangso,,,,,,,,,,,,,,,
10385639,home,Wolverhampton,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177,7696,M,252821,EUR,753408000,D,22,22,True,8.0,7.0,,,5.0,5.0,2.0,3.0,,2.0,1.0,,,,9.0,14.0,6.7,2.0,0.0,0.0,0.00375851,0,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,nelsonsemedo50,,,,,,,,,,,,,,,
10385639,home,Wolverhampton,Chem Campbell,campbell-chem,C. Campbell,F,20,180,146,M,1177311,EUR,1041206400,M,77,77,True,2.0,2.0,,,,,2.0,2.0,,1.0,,,,,8.0,5.0,6.7,1.0,0.0,0.0,0.00068876,0,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
10385639,home,Wolverhampton,Matija Šarkić,matija-sarkic,M. Šarkić,G,,192,167,M,862812,EUR,869616000,G,13,13,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
