match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_expectedGoalsOnTarget,captain,stat_totalOffside,stat_goals,stat_bigChanceMissed,player_sofascoreId
12764990,home,SK Rapid Wien,Niklas Hedl,,,niklas-hedl,N. Hedl,G,1,188,295,M,918421,EUR,984787200,G,45,45,False,33.0,24.0,14.0,5.0,0.0,23.0,24.0,1.0,9.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,90.0,40.0,7.3,10.0,0.00047109,0,0.3492,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764990,home,SK Rapid Wien,Bendegúz Bolla,,,bendeguz-bolla,B. Bolla,D,77,179,1205,M,921140,EUR,943228800,D,77,77,False,34.0,28.0,2.0,2.0,0.0,16.0,16.0,13.0,21.0,,3.0,4.0,3.0,,,,,90.0,60.0,7.3,10.0,0.132229,2,,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0914,1.0,,,,,,,,,,,,,
12764990,home,SK Rapid Wien,Nenad Cvetković,,,nenad-cvetkovic,N. Cvetković,D,55,194,154,M,878471,EUR,820886400,D,55,55,False,41.0,34.0,6.0,2.0,1.0,26.0,28.0,8.0,13.0,4.0,5.0,10.0,1.0,,,,,90.0,59.0,7.7,8.0,0.0445696,1,,,,3.0,6.0,,1.0,,2.0,1.0,,,1.0,0.0324,1.0,1.0,1.0,1.0,,,,,,,,,,
12764990,home,SK Rapid Wien,Serge-Philippe Raux-Yao,,,serge-philippe-raux-yao,S. Raux-Yao,D,6,196,187,M,989887,EUR,928022400,D,6,6,False,57.0,52.0,7.0,5.0,0.0,40.0,44.0,12.0,13.0,1.0,5.0,4.0,1.0,,,,,90.0,69.0,7.6,6.0,0.00544574,1,,,,,2.0,1.0,,,1.0,2.0,2.0,1.0,1.0,0.0397,,1.0,,,1.0,1.0,1.0,1.0,0.0955,,,,,
12764990,home,SK Rapid Wien,Jonas Antonius Auer,,,jonas-antonius-auer,J. A. Auer,D,23,182,189,M,978405,EUR,965433600,D,23,23,False,38.0,28.0,7.0,3.0,0.0,14.0,18.0,16.0,27.0,,3.0,3.0,5.0,,,,,70.0,64.0,7.8,17.0,0.149066,0,,7.0,2.0,,2.0,,,,2.0,3.0,3.0,,,,3.0,1.0,1.0,,,,1.0,,,,,,,
12764990,home,SK Rapid Wien,Mamadou Sangare,Mamadou Sangare,,mamadou-sangare,M. Sangare,M,8,181,4848,M,1064697,EUR,1025049600,M,17,17,False,47.0,36.0,6.0,4.0,0.0,21.0,24.0,15.0,23.0,1.0,6.0,,6.0,,,,,90.0,64.0,7.2,14.0,0.0181444,3,,,,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,,,0.2651,,,2.0,,1.0,,,2.0,,,,,,
12764990,home,SK Rapid Wien,Lukas Grgić,,,lukas-grgic,L. Grgić,M,8,183,183,M,576080,EUR,808617600,M,8,8,False,32.0,28.0,2.0,1.0,0.0,18.0,21.0,10.0,11.0,,6.0,2.0,4.0,,,,,80.0,46.0,7.0,5.0,0.00645734,1,,,,1.0,3.0,1.0,,,,2.0,1.0,1.0,1.0,0.1642,,1.0,,,1.0,1.0,,3.0,0.4565,,,,,
12764990,home,SK Rapid Wien,Isak Jansson,,,isak-jansson,I. Jansson,F,21,176,322,M,962064,EUR,1012435200,M,22,22,False,15.0,15.0,1.0,1.0,1.0,4.0,4.0,11.0,11.0,,7.0,,2.0,,,,,70.0,34.0,7.4,7.0,0.0878824,1,,,,,6.0,4.0,,1.0,,2.0,,2.0,1.0,0.0374,3.0,,2.0,1.0,1.0,,,4.0,,,,,,
12764990,home,SK Rapid Wien,Matthias Seidl,,,matthias-seidl,M. Seidl,M,18,175,248,M,1006268,EUR,980294400,M,18,18,False,26.0,23.0,1.0,1.0,0.0,10.0,10.0,15.0,20.0,,1.0,1.0,5.0,,,,,89.0,42.0,7.1,10.0,0.324099,2,,4.0,2.0,2.0,8.0,,,1.0,2.0,,,3.0,1.0,0.1164,2.0,3.0,2.0,1.0,,1.0,,1.0,0.5995,True,1.0,,,
12764990,home,SK Rapid Wien,Dion Drena Beljo,,,dion-drena-beljo,D. D. Beljo,F,9,195,3451,M,995773,EUR,1014940800,F,7,7,False,15.0,13.0,,,0.0,2.0,2.0,11.0,13.0,3.0,4.0,2.0,2.0,,,,,90.0,25.0,7.9,3.0,0.0312252,3,,,,3.0,4.0,1.0,,,,,,1.0,1.0,0.2017,,,,,1.0,3.0,1.0,,1.4148,,1.0,1.0,,
12764990,home,SK Rapid Wien,Nikolaus Wurmbrand,Nikolaus Wurmbrand,,nikolaus-wurmbrand,N. Wurmbrand,F,15,173,323,M,1897251,EUR,1136419200,F,48,48,False,11.0,7.0,,,0.0,3.0,4.0,4.0,7.0,1.0,3.0,,1.0,,,,,70.0,22.0,8.5,8.0,0.310699,3,,,,2.0,5.0,3.0,1.0,,,,,2.0,1.0,0.4775,2.0,,,,1.0,2.0,,1.0,1.4752,,,2.0,,
12764990,home,SK Rapid Wien,Jakob Schöller,Jakob Schöller,,jakob-scholler,J. Schöller,D,4,194,79,M,1149220,EUR,1134086400,D,4,4,True,12.0,10.0,2.0,1.0,0.0,3.0,3.0,7.0,9.0,2.0,2.0,,,,,,,20.0,19.0,6.6,4.0,0.0199951,1,,,,,,,1.0,,1.0,,,1.0,,0.1859,,,,,,,,,,,,,1.0,
12764990,home,SK Rapid Wien,Louis Schaub,,,louis-schaub,L. Schaub,M,21,177,185,M,138146,EUR,788659200,M,21,21,True,7.0,7.0,1.0,1.0,0.0,1.0,1.0,6.0,6.0,,1.0,,,,,,,20.0,10.0,6.6,1.0,0.0172217,1,,,,,,1.0,,,,,,1.0,,0.1129,,,,,1.0,1.0,,,0.1028,,,,1.0,
12764990,home,SK Rapid Wien,Noah Bischof,Noah Bischof,,noah-bischof,N. Bischof,F,77,180,69,M,1049103,EUR,1039219200,F,27,27,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,20.0,7.0,6.8,2.0,0.00382876,1,,,,,1.0,1.0,1.0,,,,,1.0,,0.1193,1.0,,,1.0,,,,,,,,,,
12764990,home,SK Rapid Wien,Tobias Borkeeiet,,,tobias-borkeeiet,T. B. Borkeeiet,M,16,186,80,M,859689,EUR,924393600,M,16,16,True,4.0,2.0,1.0,,0.0,2.0,2.0,,2.0,,,1.0,,,,,,10.0,8.0,6.6,2.0,2.396e-05,1,,,,1.0,1.0,,,1.0,,,,,,0.0212,,,,,,,,,,,,,,
12764990,home,SK Rapid Wien,Moritz Oswald,Moritz Oswald,,moritz-oswald,M. Oswald,M,14,171,73,M,1064835,EUR,1010188800,M,28,28,True,1.0,1.0,,,0.0,,,1.0,1.0,,2.0,,2.0,,,,,8.0,4.0,6.9,,0.00013094,1,,,,,,,,1.0,,1.0,1.0,,,0.0718,1.0,,,,,,,1.0,,,,,,
12764990,home,SK Rapid Wien,Laurenz Orgler,,,orgler-laurenz,L. Orgler,G,50,186,70,M,1102786,EUR,1097625600,G,50,50,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764990,home,SK Rapid Wien,Paul Gartler,,,paul-gartler,P. Gartler,G,25,185,68,M,355478,EUR,857952000,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764990,home,SK Rapid Wien,Maximilian Hofmann,Maximilian,Hofmann,maximilian-hofmann,M. Hofmann,D,28,183,59,M,190823,EUR,744681600,D,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764990,home,SK Rapid Wien,Benjamin Böckle,,,bockle-benjamin,B. Böckle,D,20,182,72,M,962272,EUR,1024272000,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764990,home,SK Rapid Wien,Dennis Kaygın,,,kaygin-dennis,D. Kaygın,M,10,186,105,M,1410129,EUR,1080864000,M,24,24,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
