match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_fouls,stat_aerialWon,stat_unsuccessfulTouch,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wasFouled,captain,stat_totalCross,stat_accurateCross,stat_keyPass,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalOffside,stat_shotOffTarget,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox,stat_saves,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_goalAssist
11451104,home,Konyaspor,Paul Bernardoni,,,paul-bernardoni,P. Bernardoni,G,40,190,167,M,361314,EUR,861321600,G,61,61,False,32.0,21.0,16.0,5.0,17.0,17.0,4.0,15.0,2.0,9.0,1.0,2.0,2.0,90.0,40.0,6.1,11.0,0.0,0.0,0.00081548,0,-1.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451104,home,Konyaspor,Uğurcan Yazğılı,,,ugurcan-yazgili,U. Yazğılı,D,5,184,99,M,904303,EUR,923616000,D,5,5,False,17.0,14.0,1.0,,12.0,13.0,2.0,4.0,,1.0,,,,45.0,24.0,6.3,3.0,0.0,0.0,0.00086773,0,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11451104,home,Konyaspor,Adil Demirbağ,,,adil-demirbag,A. Demirbağ,D,4,182,168,M,787949,EUR,881712000,D,4,4,False,41.0,37.0,6.0,3.0,30.0,33.0,7.0,8.0,4.0,4.0,,,,90.0,51.0,6.6,5.0,0.0,0.0,0.00142241,0,,,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11451104,home,Konyaspor,Francisco Calvo,,,francisco-calvo,F. Calvo,D,5,181,677,M,156400,EUR,710553600,D,15,15,False,49.0,40.0,6.0,3.0,29.0,29.0,11.0,20.0,4.0,10.0,,,,90.0,66.0,6.7,11.0,0.0,0.0,0.0112618,0,,2.0,8.0,8.0,3.0,2.0,1.0,,1.0,4.0,,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11451104,home,Konyaspor,Guilherme Haubert Sityá,,,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,33.0,25.0,6.0,3.0,16.0,21.0,12.0,21.0,3.0,9.0,,,,90.0,75.0,7.0,21.0,0.0,0.0,0.193706,0,,1.0,5.0,2.0,4.0,1.0,,,,,,1.0,1.0,3.0,1.0,,True,9.0,3.0,4.0,,,,,,,,,,,,
11451104,home,Konyaspor,Soner Dikmen,,,soner-dikmen,S. Dikmen,M,6,179,82,M,847782,EUR,746841600,M,6,6,False,28.0,22.0,2.0,,18.0,18.0,4.0,10.0,3.0,3.0,,,,66.0,35.0,6.3,8.0,0.0,0.0,0.0010204,0,,,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
11451104,home,Konyaspor,Steven​ N'Zonzi,,,steven-nzonzi,S. N'Zonzi,M,15,196,565,M,51652,EUR,598147200,M,37,37,False,50.0,45.0,4.0,2.0,29.0,32.0,16.0,19.0,1.0,2.0,,,,90.0,60.0,6.8,8.0,0.0325,0.0284,0.0447061,1,,1.0,3.0,5.0,,1.0,,,2.0,4.0,,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,
11451104,home,Konyaspor,Ahmet Oğuz,,,ahmet-oguz,A. Oğuz,D,22,175,120,M,603902,EUR,727142400,M,22,22,False,29.0,23.0,,,13.0,16.0,10.0,14.0,,5.0,,,,82.0,42.0,6.6,10.0,0.0,0.0,0.00682749,0,,2.0,6.0,8.0,,,,,3.0,4.0,,,1.0,,,5.0,,1.0,,,,,,,,,,,,,,
11451104,home,Konyaspor,Oğulcan Ülgün,Ogulcan Ülgün,,ogulcan-ulgun,O. Ülgün,M,35,178,135,M,1063942,EUR,894844800,M,35,35,False,16.0,13.0,1.0,1.0,6.0,8.0,7.0,8.0,,4.0,,,,55.0,22.0,6.1,3.0,0.0917,0.1615,0.0106126,1,,,1.0,3.0,,1.0,,,1.0,,,,,,,2.0,,,,,1.0,,2.0,,,,,,,,,
11451104,home,Konyaspor,Marlos Moreno,,,marlos-moreno,M. Moreno,F,7,173,1658,M,818942,EUR,843177600,M,70,70,False,14.0,10.0,,,3.0,4.0,7.0,11.0,,5.0,,,,82.0,34.0,6.5,12.0,0.0546,0.0231,0.0226811,1,,1.0,8.0,7.0,1.0,,,,1.0,,,,3.0,5.0,2.0,5.0,,1.0,,,1.0,,,,,,,,,,,
