match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_unsuccessfulTouch,stat_outfielderBlock,stat_wasFouled,player_lastName,stat_blockedScoringAttempt,stat_expectedGoals,stat_dispossessed,stat_totalContest,stat_wonContest,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_savedShotsFromInsideTheBox
11450186,home,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187,289,M,190179,EUR,806803200,G,1,1,False,27.0,14.0,20.0,7.0,8.0,8.0,6.0,19.0,13.0,1.0,90.0,35.0,7.0,13.0,0.00121263,0,0.0612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450186,home,Samsunspor,Haluk Mustafa Tan,tan-haluk-mustafa,H. M. Tan,D,72,181,40,M,1605311,EUR,1114560000,D,72,72,False,28.0,17.0,8.0,4.0,10.0,14.0,8.0,15.0,4.0,,75.0,50.0,7.2,14.0,0.088198,0,,Haluk Mustafa Tan,1.0,1.0,3.0,5.0,8.0,3.0,1.0,4.0,2.0,5.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11450186,home,Samsunspor,Ľubomír Šatka,ubomir-satka,Ľ. Šatka,D,37,185,293,M,187231,EUR,817862400,D,37,37,False,51.0,41.0,8.0,4.0,31.0,34.0,10.0,17.0,5.0,,90.0,62.0,7.5,11.0,0.084699,0,,,,,2.0,4.0,2.0,,1.0,5.0,4.0,,,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,
11450186,home,Samsunspor,Alim Öztürk,alim-ozturk,A. Öztürk,D,5,190,29,M,151074,EUR,721958400,D,5,5,False,44.0,35.0,9.0,5.0,30.0,33.0,5.0,11.0,3.0,,90.0,53.0,7.3,9.0,0.00163392,0,,,,,3.0,2.0,5.0,,,2.0,2.0,1.0,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,
11450186,home,Samsunspor,Soner Gönül,soner-gonul,S. Gönül,D,28,177,50,M,867727,EUR,865987200,D,28,28,False,28.0,17.0,11.0,4.0,10.0,13.0,8.0,17.0,6.0,,90.0,53.0,7.1,18.0,0.160248,1,,,2.0,1.0,1.0,3.0,3.0,2.0,,8.0,,2.0,2.0,1.0,1.0,,1.0,,,,1.0,0.0103,,,,,,,,,,,,
11450186,home,Samsunspor,Taylan Antalyalı,taylan-antalyali,T. Antalyalı,M,14,180,286,M,190197,EUR,789523200,M,48,48,False,25.0,16.0,,,9.0,10.0,7.0,15.0,5.0,,59.0,36.0,6.5,11.0,0.00742982,1,,,,,,3.0,2.0,1.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,0.0249,1.0,,,,,,,,,,,
11450186,home,Samsunspor,Youssef Aït Bennasser,youssef-ait-bennasser,Y. A. Bennasser,M,15,184,425,M,802850,EUR,836697600,M,6,6,False,39.0,31.0,8.0,4.0,18.0,18.0,13.0,21.0,10.0,,90.0,54.0,7.0,11.0,0.0115277,0,,,,,1.0,5.0,6.0,,,2.0,2.0,2.0,2.0,4.0,1.0,,,,3.0,,,,1.0,,,,,,,,,,,
11450186,home,Samsunspor,Carlo Holse,carlo-holse,C. Holse,M,21,177,633,M,837012,EUR,928281600,M,21,21,False,24.0,18.0,,,10.0,11.0,9.0,17.0,3.0,,75.0,36.0,6.8,11.0,0.0313206,0,,,4.0,1.0,1.0,4.0,4.0,3.0,,1.0,,1.0,1.0,1.0,1.0,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
11450186,home,Samsunspor,Landry Dimata,landry-dimata,L. Dimata,F,10,185,506,M,826944,EUR,873072000,M,14,14,False,7.0,5.0,,,2.0,2.0,3.0,5.0,,,59.0,14.0,6.6,4.0,0.00251097,0,,,,,1.0,5.0,3.0,,,1.0,,1.0,1.0,2.0,,2.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
11450186,home,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174,320,M,202032,EUR,777600000,M,11,11,False,28.0,18.0,3.0,2.0,3.0,5.0,15.0,26.0,6.0,,90.0,45.0,7.0,19.0,0.344511,2,,,3.0,,1.0,5.0,4.0,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,2.0,,,0.2122,1.0,1.0,,True,1.0,2.0,,,,,,
