match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_totalContest,stat_wonContest,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_shotValueNormalized,stat_lastManTackle,stat_accurateCross,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goodHighClaim,player_sofascoreId,stat_bigChanceMissed,stat_bigChanceCreated
14035864,home,RAAL La Louvière,Marcos Hernán Peano,marcos-hernan-peano,M. H. Peano,G,21,185,124,M,789394,EUR,908409600,G,21,21,False,True,33.0,15.0,28.0,10.0,0.0,6.0,8.0,9.0,25.0,1.0,11.0,4.0,5.0,90.0,45.0,8.5,20.0,0.00210252,1.2949,0,1.499,0.1,-0.01,0.31,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035864,home,RAAL La Louvière,Jordi Liongola,jordi-liongola,J. Liongola,D,11,182,155,M,1009413,EUR,958521600,D,11,11,False,,25.0,14.0,1.0,,0.0,8.0,11.0,6.0,14.0,5.0,4.0,,,90.0,58.0,6.8,19.0,0.0120115,,0,,-0.01,0.17,0.16,,4.0,2.0,2.0,4.0,6.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14035864,home,RAAL La Louvière,Wagane Faye,wagane-faye,W. Faye,D,4,180,71,M,957913,EUR,753753600,D,4,4,False,,33.0,21.0,10.0,3.0,0.0,14.0,18.0,7.0,15.0,4.0,5.0,,,90.0,46.0,7.0,15.0,0.0208971,,0,,0.14,0.05,0.15,,1.0,1.0,1.0,2.0,3.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
14035864,home,RAAL La Louvière,Maxence Maisonneuve,maxence-maisonneuve,M. Maisonneuve,D,13,191,38,M,1396487,EUR,918691200,D,13,13,False,,19.0,14.0,,,0.0,8.0,11.0,6.0,8.0,6.0,4.0,,,90.0,36.0,7.2,6.0,0.0542887,,2,,0.15,0.04,0.33,,,3.0,6.0,5.0,7.0,2.0,,,,1.0,,,,,1.0,,,1.0,2.0,1.0,0.0604,-0.43,,,,,,,,,,
14035864,home,RAAL La Louvière,Djibril Lamego,djibril-lamego,D. Lamego,D,25,183,48,M,1170564,EUR,1046131200,D,25,25,False,,22.0,17.0,4.0,2.0,0.0,9.0,13.0,8.0,9.0,8.0,2.0,,,90.0,46.0,7.8,11.0,0.00514086,,0,,0.13,-0.13,1.0,,,2.0,2.0,5.0,6.0,2.0,4.0,3.0,1.0,,,,Djibril Lamego,,1.0,1.0,,1.0,,,,,2.0,,,,,,,,,
14035864,home,RAAL La Louvière,Thierry Lutonda,thierry-lutonda,T. Lutonda,D,5,167,113,M,867246,EUR,972604800,D,5,5,False,,17.0,10.0,4.0,1.0,0.0,4.0,8.0,6.0,9.0,1.0,3.0,,,87.0,38.0,6.5,16.0,0.0275448,,0,,-0.13,-0.13,0.13,,2.0,1.0,,5.0,3.0,2.0,,,3.0,1.0,,,,,2.0,4.0,2.0,,,,,,,1.0,,,,,,,,
14035864,home,RAAL La Louvière,Maxime Pau,maxime-pau,M. Pau,M,28,170,45,M,859032,EUR,954460800,M,10,10,False,,26.0,15.0,2.0,1.0,0.0,6.0,7.0,9.0,19.0,,5.0,,,89.0,46.0,6.5,21.0,0.054508,,1,,-0.1,-0.52,-0.05,,8.0,1.0,,7.0,5.0,,3.0,3.0,,,2.0,1.0,,,1.0,3.0,2.0,2.0,,,0.0508,0.01,,1.0,1.0,,,,,,,
14035864,home,RAAL La Louvière,Sami Lahssaini,sami-lahssaini,S. Lahssaini,M,15,177,233,M,957895,EUR,906076800,M,15,15,False,,29.0,22.0,11.0,5.0,0.0,11.0,12.0,11.0,17.0,2.0,9.0,,,90.0,50.0,6.9,12.0,0.107057,,1,,0.25,0.11,0.18,,1.0,3.0,1.0,8.0,6.0,4.0,,,2.0,4.0,1.0,2.0,,,3.0,1.0,1.0,1.0,1.0,,0.0176,-0.13,,1.0,,,,,,,,
14035864,home,RAAL La Louvière,Owen Maes,owen-maes,O. Maes,M,98,173,28,M,1165701,EUR,906595200,M,98,98,False,,14.0,10.0,2.0,,0.0,3.0,5.0,7.0,9.0,1.0,3.0,,,73.0,38.0,6.8,14.0,0.0315619,,0,,0.12,0.28,0.22,,1.0,1.0,,6.0,6.0,4.0,3.0,1.0,5.0,1.0,1.0,,Owen Maes,,1.0,5.0,2.0,,,,,,,,,,,,,,,
14035864,home,RAAL La Louvière,Mohamed Guindo,mohamed-guindo,M. Guindo,F,19,182,156,M,1401875,EUR,1059696000,F,9,9,False,,13.0,8.0,2.0,1.0,0.0,4.0,4.0,4.0,9.0,1.0,3.0,,,90.0,26.0,6.5,13.0,0.021686,,0,,0.22,0.24,0.18,,1.0,7.0,3.0,10.0,5.0,1.0,1.0,,4.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,
