match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_fouls,stat_expectedGoalsOnTarget,stat_keyPass,stat_accurateCross,stat_challengeLost,player_firstName,player_lastName,stat_bigChanceMissed,stat_dispossessed,captain,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_clearanceOffLine,stat_errorLeadToAGoal,stat_errorLeadToAShot
13472831,home,Bahia,Ronaldo,ronaldo,Ronaldo,G,96,193,1025,M,840106,EUR,840672000,G,96,96,False,24.0,21.0,8.0,5.0,0.0,19.0,19.0,2.0,5.0,1.0,3.0,1.0,1.0,1.0,90.0,27.0,7.0,3.0,0.00024914,0,0.0622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472831,home,Bahia,Gilberto,gilberto,Gilberto,D,2,181,1500,M,261687,EUR,731462400,D,2,2,False,60.0,57.0,2.0,1.0,0.0,30.0,31.0,27.0,29.0,5.0,6.0,,,,90.0,82.0,7.8,5.0,0.0395228,2,,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0349,,,,,,,,,,,,,,,,,,,
13472831,home,Bahia,David Duarte,david-duarte,D. Duarte,D,33,192,765,M,810715,EUR,790905600,D,33,33,False,46.0,42.0,3.0,1.0,0.0,26.0,27.0,16.0,19.0,5.0,3.0,,,,90.0,59.0,8.8,4.0,0.181176,2,,,2.0,2.0,2.0,3.0,,,,1.0,1.0,1.0,1.0,,,0.3432,1.0,1.0,1.0,3.0,1.0,0.624,1.0,,,,,,,,,,,,
13472831,home,Bahia,Santiago Ramos Mingo,ramos-mingo-santiago,S. R. Mingo,D,21,185,2035,M,989843,EUR,1006300800,D,21,21,False,68.0,60.0,5.0,1.0,0.0,28.0,29.0,32.0,39.0,2.0,2.0,,,,90.0,78.0,7.7,8.0,0.0219514,2,,,,2.0,1.0,4.0,,,1.0,,2.0,1.0,1.0,,2.0,0.1021,,1.0,,,1.0,0.588,1.0,,,,,,,,,,,,
13472831,home,Bahia,Iago Borduchi,iago,I. Borduchi,D,25,181,848,M,869644,EUR,859075200,D,25,25,False,37.0,32.0,2.0,1.0,0.0,14.0,18.0,18.0,19.0,2.0,3.0,,,,90.0,49.0,7.5,6.0,0.164276,1,,1.0,,1.0,3.0,2.0,2.0,1.0,,,,,,,,0.3921,,1.0,1.0,,1.0,0.7569,1.0,1.0,1.0,,,,,,,,,,
13472831,home,Bahia,Michel Araújo,michel-araujo,M. Araújo,M,15,178,1551,M,924857,EUR,843868800,M,15,15,False,44.0,39.0,4.0,2.0,1.0,13.0,16.0,26.0,28.0,2.0,6.0,,,,74.0,75.0,7.6,16.0,0.0440461,4,,7.0,,,2.0,9.0,6.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,0.4403,,,,,,,3.0,1.0,,,,1.0,,,,,,,
13472831,home,Bahia,Nicolás Acevedo,nicolas-acevedo,N. Acevedo,M,26,173,1112,M,959620,EUR,924048000,M,26,26,False,83.0,74.0,7.0,4.0,0.0,29.0,30.0,45.0,53.0,,4.0,,,,90.0,104.0,8.5,11.0,0.0936779,1,,,,1.0,3.0,13.0,1.0,1.0,,,2.0,8.0,4.0,1.0,3.0,0.0132,,1.0,,2.0,1.0,0.1002,2.0,,1.0,,,,1.0,,,,,,
13472831,home,Bahia,Jean Lucas,jean-lucas,J. Lucas,M,6,181,3752,M,927975,EUR,898473600,M,6,6,False,27.0,24.0,2.0,2.0,0.0,12.0,13.0,12.0,14.0,,3.0,,,,68.0,41.0,7.3,11.0,0.0480329,1,,2.0,,,2.0,4.0,1.0,,,,,3.0,2.0,3.0,1.0,0.0419,,1.0,,,,0.0114,1.0,,,,,,1.0,True,,,,,
13472831,home,Bahia,Ademir,ademir,Ademir,F,7,172,1700,M,922546,EUR,792892800,F,7,7,False,16.0,14.0,1.0,1.0,1.0,3.0,3.0,11.0,13.0,,6.0,,,,68.0,34.0,7.6,10.0,0.217409,1,,2.0,,,6.0,5.0,6.0,4.0,,1.0,1.0,1.0,1.0,4.0,,0.0517,1.0,,,,2.0,,2.0,1.0,1.0,,,,1.0,,,,,,
13472831,home,Bahia,Willian José,willian-jose,W. José,F,12,189,3025,M,123223,EUR,690854400,F,12,12,False,25.0,22.0,1.0,1.0,1.0,3.0,4.0,19.0,21.0,1.0,3.0,,,,82.0,31.0,8.1,4.0,0.405579,3,,1.0,1.0,,2.0,,,,1.0,,,,,,,0.2734,1.0,2.0,1.0,,,0.3695,2.0,1.0,,,,1.0,1.0,,,,,,
