match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,player_sofascoreId,stat_wonTackle,stat_shotOffTarget,stat_expectedGoals,stat_accurateCross,stat_totalOffside,captain,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceCreated,stat_lastManTackle,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_hitWoodwork
12450881,home,Olympique Lyonnais,Lucas Perri,,,lucas-perri,L. Perri,G,1,196,3418,M,871290,EUR,881712000,G,23,23,False,26.0,19.0,13.0,6.0,0.0,18.0,18.0,1.0,8.0,1.0,9.0,2.0,2.0,4.0,1.0,90.0,41.0,7.1,7.0,0.00026716,0,0.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450881,home,Olympique Lyonnais,Clinton Mata,,,clinton-mata,C. Mata,D,22,180,1320,M,152813,EUR,721094400,D,22,22,False,35.0,27.0,4.0,2.0,0.0,17.0,21.0,10.0,15.0,,3.0,,,,,90.0,64.0,6.1,16.0,0.00407404,0,,1.0,2.0,8.0,6.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,
12450881,home,Olympique Lyonnais,Duje Ćaleta-Car,,,duje-caleta-car,D. Ćaleta-Car,D,16,192,2892,M,257091,EUR,842918400,D,55,55,False,28.0,26.0,3.0,1.0,0.0,22.0,23.0,4.0,5.0,9.0,3.0,,,,,90.0,47.0,6.8,3.0,0.00060514,0,,,,5.0,1.0,,,,2.0,1.0,1.0,,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,
12450881,home,Olympique Lyonnais,Moussa Niakhaté,,,moussa-niakhate,M. Niakhaté,D,19,190,8301,M,758168,EUR,826243200,D,19,19,False,29.0,24.0,5.0,4.0,0.0,17.0,22.0,7.0,7.0,7.0,3.0,,,,,90.0,48.0,7.1,5.0,0.00233425,0,,,,2.0,6.0,,1.0,1.0,,5.0,,,2.0,,,1.0,niakhate,4.0,,,,,,,,,,,,,,,,
12450881,home,Olympique Lyonnais,Abner Vinícius,,,abner-vinicius,Abner Vinícius,D,16,181,3931,M,973838,EUR,959385600,D,16,16,False,22.0,16.0,4.0,1.0,0.0,9.0,12.0,7.0,11.0,3.0,6.0,,,,,73.0,45.0,6.7,10.0,0.00465211,1,,1.0,,4.0,3.0,,,,1.0,3.0,3.0,,4.0,,,,,2.0,1.0,0.0305,,,,,,,,,,,,,,
12450881,home,Olympique Lyonnais,Ainsley Maitland-Niles,,,ainsley-maitland-niles,A. Maitland-Niles,D,98,178,1575,M,352768,EUR,872812800,M,98,98,False,29.0,24.0,5.0,2.0,0.0,10.0,10.0,15.0,20.0,1.0,5.0,,,,,90.0,51.0,6.8,11.0,0.0438822,0,,1.0,,6.0,6.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,
12450881,home,Olympique Lyonnais,Maxence Caqueret,,,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,35.0,26.0,2.0,2.0,0.0,11.0,15.0,15.0,20.0,,5.0,,,,,81.0,53.0,6.7,14.0,0.0327117,0,,,,7.0,6.0,,5.0,2.0,2.0,3.0,1.0,1.0,,1.0,3.0,1.0,,2.0,,,,,,,,,,,,,,,,
12450881,home,Olympique Lyonnais,Ernest Nuamah,Ernest Nuamah,,ernest-nuamah,E. Nuamah,F,37,178,6900,M,1202024,EUR,1067644800,M,37,37,False,3.0,2.0,,,0.0,1.0,2.0,1.0,1.0,,3.0,,,,,17.0,7.0,6.5,3.0,0.00700288,0,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,nana_nuamah10,,,,,,,,,,,,,,,,,
12450881,home,Olympique Lyonnais,Saïd Benrahma,,,said-benrahma,S. Benrahma,F,10,172,11234,M,354808,EUR,808012800,M,17,17,False,29.0,20.0,4.0,3.0,0.0,6.0,7.0,15.0,24.0,,1.0,,,,,81.0,43.0,6.7,15.0,0.0361191,0,,2.0,,2.0,4.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,,,,said_benrahma11,1.0,,,1.0,1.0,,,,,,,,,,,,
12450881,home,Olympique Lyonnais,Malick Fofana,Malick Fofana,,malick-fofana,M. Fofana,F,11,169,6170,M,1195784,EUR,1112227200,M,11,11,False,18.0,14.0,1.0,1.0,0.0,3.0,4.0,11.0,15.0,1.0,3.0,,,,,73.0,31.0,6.6,11.0,0.167646,0,,1.0,,4.0,2.0,2.0,1.0,,,1.0,3.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,
