match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,player_firstName,stat_totalCross,stat_accurateCross,stat_totalContest,stat_bigChanceCreated,stat_keyPass,player_lastName,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_aerialLost,stat_totalOffside,stat_bigChanceMissed,stat_ownGoals,stat_clearanceOffLine,stat_goals,stat_goalAssist,stat_hitWoodwork
10385709,home,Chelsea,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188,26145,M,KepaA,232422,EUR,781142400,G,1,1,False,24.0,22.0,6.0,4.0,21.0,23.0,1.0,1.0,1.0,9.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,90.0,38.0,6.9,2.0,0.00016383,0,0.1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385709,home,Chelsea,César Azpilicueta,cesar-azpilicueta,C. Azpilicueta,D,3,178,4642,M,Dave,21555,EUR,620265600,D,28,28,False,58.0,50.0,2.0,1.0,24.0,26.0,26.0,32.0,,2.0,,,,,,,,90.0,80.0,6.8,10.0,0.05251,1,,True,2.0,6.0,9.0,2.0,1.0,6.0,3.0,2.0,1.0,4.0,0.0408,,,,,,,,,,,,,,,,,,,,,,
10385709,home,Chelsea,Trevoh Chalobah,trevoh-chalobah,T. Chalobah,D,23,190,14453,M,yungchalobah,826134,EUR,931132800,D,14,14,False,26.0,21.0,4.0,,16.0,19.0,5.0,7.0,1.0,1.0,,,,,,,,45.0,32.0,6.8,5.0,0.00217055,1,,,,,3.0,,,3.0,1.0,,,,0.0984,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10385709,home,Chelsea,Thiago Silva,thiago-silva,T. Silva,D,3,181,42659,M,ThiagoSilva,33541,EUR,464659200,D,6,6,False,63.0,57.0,3.0,1.0,34.0,37.0,23.0,26.0,3.0,6.0,,,,,,,,90.0,73.0,6.8,6.0,0.0084231,1,,,3.0,3.0,5.0,3.0,1.0,1.0,,,1.0,,0.2505,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10385709,home,Chelsea,Lewis Hall,lewis-hall,L. Hall,D,3,179,4167,M,lewishall_10,1136730,EUR,1094601600,D,67,67,False,57.0,50.0,1.0,,23.0,27.0,31.0,45.0,2.0,3.0,,,,,,,,90.0,97.0,7.4,24.0,0.415685,1,,,,4.0,5.0,,,4.0,3.0,1.0,1.0,1.0,0.0463,1.0,,1.0,Lewis Hall,15.0,4.0,3.0,1.0,3.0,,,,,,,,,,,,,
10385709,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,121227,M,Enzo8,974505,EUR,979689600,M,5,5,False,93.0,83.0,12.0,10.0,30.0,31.0,53.0,66.0,,6.0,,,,,,,,90.0,113.0,7.1,19.0,0.0731792,3,,,,6.0,3.0,3.0,1.0,,,2.0,1.0,,0.0726,1.0,,2.0,,4.0,,4.0,,2.0,,1.0,2.0,1.0,0.1645,,,,,,,,
10385709,home,Chelsea,Ruben Loftus-Cheek,ruben-loftus-cheek,R. Loftus-Cheek,M,8,191,7232,M,rlc,284441,EUR,822355200,M,12,12,False,43.0,42.0,,,14.0,14.0,28.0,29.0,1.0,6.0,,,,,,,,60.0,49.0,6.7,3.0,0.0534716,0,,,,2.0,2.0,,,,,,,,,,,,,,,2.0,,2.0,,2.0,2.0,,,,,,,,,,
10385709,home,Chelsea,Noni Madueke,noni-madueke,N. Madueke,M,20,182,40178,M,nonzinoo10,966547,EUR,1015718400,M,31,31,False,41.0,31.0,,,7.0,8.0,25.0,37.0,1.0,4.0,,,,,,,,88.0,65.0,7.5,17.0,0.128781,3,,,,6.0,9.0,3.0,1.0,1.0,,2.0,3.0,,0.1294,1.0,1.0,,,4.0,1.0,7.0,,3.0,,,5.0,1.0,0.0758,1.0,,,,,,,
10385709,home,Chelsea,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16658,M,conorgallagher92,904970,EUR,949795200,M,23,23,False,43.0,39.0,1.0,,11.0,11.0,28.0,33.0,,1.0,,,,,,,,70.0,53.0,6.4,6.0,0.0668393,1,,,,7.0,2.0,3.0,1.0,2.0,1.0,,,2.0,0.0415,,,3.0,,1.0,,,,,,1.0,,,,1.0,,,,,,,
10385709,home,Chelsea,Raheem Sterling,raheem-sterling,R. Sterling,F,,170,36469,M,Sterling7,138534,EUR,786844800,M,17,17,False,30.0,27.0,2.0,2.0,4.0,4.0,23.0,27.0,,2.0,,,,,,,,90.0,47.0,8.1,7.0,0.152167,5,,,,2.0,8.0,,1.0,3.0,1.0,1.0,2.0,,0.6914,2.0,,,,1.0,,4.0,1.0,1.0,,1.0,3.0,2.0,0.0329,,1.0,,,,,,
10385709,home,Chelsea,Kai Havertz,kai-havertz,K. Havertz,F,29,193,67778,M,KaiHav,836705,EUR,929059200,F,29,29,False,22.0,19.0,1.0,1.0,6.0,8.0,13.0,15.0,1.0,,,,,,,,,59.0,24.0,6.7,4.0,0.0199371,0,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,2.0,,,,,,1.0,,,,,,,
