match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_unsuccessfulTouch,captain,stat_goalAssist,stat_accurateCross,stat_aerialWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_penaltyConceded,stat_fouls,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,player_sofascoreId,stat_penaltyWon
11450092,home,Fatih Karagümrük,Salvatore Sirigu,salvatore-sirigu,S. Sirigu,G,192,499,M,18954,EUR,537408000,G,31,31,False,36.0,22.0,23.0,9.0,17.0,19.0,5.0,17.0,2.0,8.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,90.0,44.0,7.1,14.0,0.00084798,0,0.2332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450092,home,Fatih Karagümrük,Nazım Sangaré,nazim-sangare,N. Sangaré,M,180,168,M,169425,EUR,770256000,D,30,30,False,22.0,19.0,2.0,1.0,11.0,14.0,8.0,9.0,2.0,4.0,,,,,,,,78.0,37.0,7.1,5.0,0.00233589,0,,30,1.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450092,home,Fatih Karagümrük,Davide Biraschi,davide-biraschi,D. Biraschi,D,182,102,M,233252,EUR,773107200,D,4,4,False,41.0,32.0,10.0,3.0,28.0,29.0,4.0,12.0,7.0,1.0,,,,,,,,90.0,51.0,6.7,9.0,0.00241342,0,,4,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450092,home,Fatih Karagümrük,Salih Dursun,salih-dursun,S. Dursun,D,188,33,M,179189,EUR,679276800,D,54,54,False,33.0,28.0,8.0,5.0,24.0,25.0,4.0,8.0,8.0,2.0,,,,,,,,90.0,51.0,7.2,7.0,0.00171483,0,,24,,2.0,1.0,1.0,1.0,1.0,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11450092,home,Fatih Karagümrük,Levent Mercan,munir-levent-mercan,L. Mercan,D,176,1693,M,1085938,EUR,976406400,D,18,18,False,25.0,21.0,5.0,2.0,13.0,15.0,9.0,12.0,8.0,3.0,,,,,,,,90.0,47.0,7.3,5.0,0.144326,0,,22,2.0,6.0,,3.0,2.0,1.0,,,2.0,4.0,,,True,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11450092,home,Fatih Karagümrük,Marcus Rohdén,marcus-rohden,M. Rohdén,M,182,77,M,209082,EUR,673920000,M,6,6,False,21.0,18.0,,,11.0,14.0,7.0,7.0,2.0,2.0,,,,,,,,65.0,33.0,6.4,5.0,0.00696737,1,,8,,3.0,,,,2.0,,,1.0,2.0,1.0,1.0,,,,1.0,,,,,,1.0,1.0,1.0,0.5775,,,,,,,,,
11450092,home,Fatih Karagümrük,Dimitrios Kourbelis,dimitrios-kourbelis,D. Kourbelis,M,182,579,M,128089,EUR,752198400,M,21,21,False,32.0,26.0,4.0,2.0,17.0,18.0,9.0,14.0,5.0,4.0,,,,,,,,90.0,50.0,6.6,8.0,0.0072659,0,,21,,6.0,1.0,4.0,2.0,1.0,,,1.0,5.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,3.0,,,,,,,
11450092,home,Fatih Karagümrük,Emre Mor,emre-mor,E. Mor,M,169,2594,M,826258,EUR,869702400,M,11,11,False,29.0,22.0,5.0,2.0,10.0,13.0,12.0,16.0,1.0,7.0,,,,,,,,79.0,50.0,6.8,13.0,0.0106495,3,,99,,4.0,3.0,1.0,1.0,2.0,,,,4.0,,3.0,,,,,,3.0,1.0,,,1.0,,2.0,0.1718,,1.0,1.0,,,,,,
11450092,home,Fatih Karagümrük,Valentin Eysseric,valentin-eysseric,V. Eysseric,M,181,141,M,139798,EUR,701481600,M,9,9,False,25.0,18.0,3.0,1.0,12.0,13.0,6.0,13.0,,7.0,,,,,,,,78.0,41.0,7.8,11.0,0.635249,2,,,1.0,5.0,1.0,2.0,1.0,1.0,,,,5.0,2.0,1.0,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,0.2638,,1.0,,1.0,1.0,0.8915,,,
11450092,home,Fatih Karagümrük,Ryan Mendes,ryan-mendes,R. Mendes,M,175,536,M,52797,EUR,631756800,M,20,20,False,13.0,10.0,5.0,4.0,5.0,5.0,5.0,8.0,,3.0,,,,,,,,33.0,20.0,5.5,6.0,0.00400116,0,,20,,1.0,,,,,,,,3.0,,1.0,,,,,,1.0,1.0,,1.0,2.0,,,,,1.0,,,,,,,
