match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_aerialLost,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,player_lastName,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_accurateCross,stat_errorLeadToAGoal,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_goodHighClaim,stat_outfielderBlock,stat_bigChanceMissed,stat_totalOffside
11453025,home,Al Wehda,Odion Ighalo,odion-ighalo,O. Ighalo,F,,183.0,2180,M,,29774,EUR,613958400,F,9,9,False,14.0,10.0,,,6.0,6.0,4.0,8.0,,1.0,,,,90.0,29.0,6.9,11.0,4,,,1.0,5.0,4.0,,1.0,,,,3.0,,,4.0,1.0,6.0,,,,,,,2.0,,,3.0,,,,,
11453025,home,Al Wehda,Vito van Crooij,vito-van-crooij,V. van Crooij,M,32,172.0,214,M,,385708,EUR,822873600,F,7,7,True,9.0,4.0,2.0,,2.0,5.0,2.0,4.0,,3.0,,,,15.0,11.0,6.2,6.0,0,,,,3.0,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
11453025,home,Al Wehda,Abdullah Bukhari,abdullah-bukhari,A. Bukhari,D,3,177.0,10,M,,832637,EUR,774489600,D,3,3,True,7.0,6.0,2.0,2.0,3.0,3.0,3.0,5.0,,,,,,17.0,9.0,6.3,2.0,0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11453025,home,Al Wehda,Waleed Bakshween,waleed-bakshween,W. Bakshween,M,,176.0,23,M,,911303,EUR,626832000,M,4,4,True,8.0,6.0,,,4.0,4.0,3.0,5.0,1.0,1.0,,,,18.0,12.0,6.7,2.0,0,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,
11453025,home,Al Wehda,Yahya Naji,yahya-naji,Y. Naji,F,80,170.0,27,M,,984587,EUR,920332800,F,80,80,True,4.0,4.0,,,2.0,2.0,2.0,2.0,,3.0,,,,17.0,5.0,6.5,1.0,0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11453025,home,Al Wehda,Abdulquddus Atiah,abdulquddus-atiah,A. Atiah,G,13,183.0,100,M,,925459,EUR,857174400,G,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453025,home,Al Wehda,Naif Kariri,kireiri-naif,N. Kariri,D,38,164.0,10,M,,948907,EUR,892684800,D,38,38,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453025,home,Al Wehda,Yousef Alharbi,yousef-alharbi,Y. Alharbi,M,35,169.0,6,M,,881833,EUR,858470400,M,35,35,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453025,home,Al Wehda,Sultan Al Akouz,sultan-al-akouz,S. A. Akouz,F,29,,4,M,,1399139,EUR,1082764800,F,11,11,True,,,,,,,,,,,,,,,,,,0,Sultan Al Akouz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453025,home,Al Wehda,Hazzaa Al-Ghamdi,hazzaa-al-ghamdi,H. Al-Ghamdi,F,90,174.0,33,M,,1095802,EUR,979171200,M,90,90,True,,,,,,,,,,,,,,,,,,0,Hazzaa Ahmed Al-Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453025,away,Al-Ettifaq,Paulo Victor,paulo-victor,P. Victor,G,48,187.0,212,M,,34142,EUR,537408000,G,48,48,False,28.0,18.0,13.0,3.0,18.0,23.0,,5.0,,9.0,3.0,3.0,,90.0,38.0,6.7,11.0,0,,,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,
11453025,away,Al-Ettifaq,Mohammed Abdulrahman,mohammed-abdulrahman,M. Abdulrahman,D,29,170.0,146,M,,1133141,EUR,1042502400,D,29,29,False,20.0,14.0,,,6.0,10.0,8.0,10.0,2.0,4.0,,,,63.0,34.0,6.5,8.0,0,Mohammed Abdulrahman,,2.0,3.0,5.0,,,,1.0,,,1.0,,2.0,,1.0,,2.0,2.0,,,,,,,,,,,,
11453025,away,Al-Ettifaq,Marcel Tisserand,marcel-tisserand,M. Tisserand,D,32,190.0,461,M,,338651,EUR,726624000,D,32,32,False,33.0,25.0,6.0,3.0,18.0,21.0,7.0,12.0,3.0,10.0,,,,90.0,41.0,6.6,9.0,0,,,3.0,5.0,4.0,,,,1.0,1.0,,2.0,,2.0,,,,1.0,,,,,,,,,,,2.0,,
11453025,away,Al-Ettifaq,Jack Hendry,jack-hendry,J. Hendry,D,4,195.0,333,M,,795696,EUR,799804800,D,4,4,False,54.0,47.0,10.0,6.0,31.0,35.0,16.0,19.0,1.0,5.0,,,,90.0,64.0,7.0,8.0,0,,,5.0,2.0,7.0,,,1.0,2.0,1.0,,,,2.0,,,,,,,,,,,,,,,1.0,,
11453025,away,Al-Ettifaq,Hamdan Al-Shamrani,hamdan-al-shamrani,H. Al-Shamrani,D,27,176.0,29,M,,882132,EUR,850521600,D,13,13,False,6.0,5.0,,,3.0,3.0,2.0,3.0,,1.0,,,,16.0,10.0,6.8,1.0,0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11453025,away,Al-Ettifaq,Ali Hazazi,ali-hazazi,A. Hazazi,M,11,185.0,62,M,,818699,EUR,761529600,M,11,11,False,35.0,28.0,3.0,1.0,9.0,12.0,19.0,23.0,1.0,7.0,,,,90.0,49.0,6.5,10.0,0,,,,5.0,4.0,,2.0,2.0,3.0,,,1.0,,1.0,,,,2.0,1.0,,,,,,,,,,,,
11453025,away,Al-Ettifaq,Jordan Henderson,jordan-henderson,J. Henderson,M,6,183.0,6336,M,jordanhenderson,42694,EUR,645580800,M,10,10,False,49.0,37.0,9.0,3.0,13.0,15.0,25.0,38.0,1.0,5.0,,,,90.0,65.0,6.6,20.0,0,,4.0,1.0,5.0,3.0,,2.0,1.0,1.0,,,1.0,True,1.0,,1.0,,2.0,1.0,,1.0,,2.0,,,,,,1.0,,
11453025,away,Al-Ettifaq,Georginio Wijnaldum,georginio-wijnaldum,G. Wijnaldum,M,8,175.0,8339,M,gwijnaldum,22126,EUR,658281600,M,25,25,False,31.0,24.0,1.0,,13.0,14.0,11.0,17.0,1.0,5.0,,,,90.0,50.0,8.3,12.0,5,,,3.0,4.0,5.0,,2.0,2.0,1.0,1.0,1.0,2.0,,,4.0,1.0,,1.0,,1.0,,,,,,,2.0,,,1.0,
11453025,away,Al-Ettifaq,Mohammed Al-Kuwaykibi,mohammed-al-kuwaykibi,M. Al-Kuwaykibi,F,7,168.0,101,M,,847233,EUR,786326400,F,7,7,False,18.0,14.0,,,6.0,6.0,8.0,14.0,,2.0,,,,63.0,28.0,6.7,10.0,0,,2.0,,6.0,2.0,2.0,,,1.0,1.0,1.0,,,1.0,,1.0,,3.0,,,,,3.0,,1.0,,,,,,
11453025,away,Al-Ettifaq,Robin Quaison,robin-quaison,R. Quaison,F,,184.0,385,M,,163565,EUR,750124800,F,99,99,False,12.0,10.0,,,5.0,5.0,5.0,7.0,2.0,2.0,,,,90.0,23.0,6.6,5.0,1,,,2.0,9.0,5.0,2.0,1.0,1.0,1.0,,2.0,1.0,,3.0,1.0,,,2.0,,,,,1.0,,,,,,,,2.0
11453025,away,Al-Ettifaq,Demarai Gray,demarai-gray,D. Gray,M,10,184.0,1784,M,,355152,EUR,835920000,F,19,19,False,21.0,17.0,2.0,1.0,8.0,10.0,9.0,12.0,1.0,3.0,,,,89.0,43.0,8.0,12.0,4,,1.0,1.0,9.0,9.0,,,,1.0,1.0,2.0,3.0,,2.0,3.0,2.0,,9.0,5.0,1.0,,,,,,,1.0,,,,
11453025,away,Al-Ettifaq,Abdullah Al Khateeb,abdullah-al-khateeb,A. A. Khateeb,D,70,173.0,38,M,,920498,EUR,794966400,D,70,70,True,39.0,25.0,3.0,,14.0,21.0,11.0,19.0,2.0,8.0,,,,74.0,58.0,6.5,21.0,0,,1.0,1.0,,3.0,,,2.0,,,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,
11453025,away,Al-Ettifaq,Radhi Al-Oteibi,radhi-al-oteibi,R. Al-Oteibi,D,61,170.0,28,M,,963642,EUR,960768000,D,61,61,True,13.0,7.0,5.0,2.0,3.0,7.0,4.0,7.0,1.0,2.0,,,,27.0,28.0,6.8,10.0,0,,1.0,,2.0,4.0,,,1.0,1.0,1.0,2.0,2.0,,,,2.0,,1.0,1.0,,,,,,,,,,,,
11453025,away,Al-Ettifaq,Hamed Al-Ghamdi,hamed-al-ghamdi,H. Al-Ghamdi,M,80,162.0,225,M,,985140,EUR,923011200,M,8,8,True,17.0,12.0,4.0,3.0,2.0,4.0,10.0,14.0,1.0,2.0,,,,27.0,24.0,6.5,11.0,0,,1.0,,6.0,,,3.0,,,,,2.0,,,,1.0,,1.0,,,,,2.0,1.0,,,,,,,
11453025,away,Al-Ettifaq,Mohammed Mahzari,mohammed-mahzari,M. Mahzari,D,5,178.0,49,M,,1092809,EUR,1021766400,M,18,18,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,2.0,,,0,Mohammed Mahzari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453025,away,Al-Ettifaq,Mohammed Al-Dawsari,mohammed-al-dawsari,M. Al-Dawsari,G,12,179.0,6,M,,982348,EUR,938822400,D,3,3,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453025,away,Al-Ettifaq,Abdullah Hussein Alowayshir,abdullah-hussein-al-owisher,A. H. Alowayshir,G,1,184.0,43,M,,976548,EUR,674092800,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453025,away,Al-Ettifaq,Saad Al-Mousa,saad-al-mousa,S. Al-Mousa,D,6,182.0,373,M,,1134250,EUR,1039478400,D,5,5,True,,,,,,,,,,,,,,,,,,0,Saad Al-Mousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453025,away,Al-Ettifaq,Ahmed Al-Ghamdi,ahmed-al-ghamdi,A. Al-Ghamdi,M,27,178.0,356,M,,984415,EUR,1000944000,M,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453025,away,Al-Ettifaq,Muhannad Al Saad,muhannad-al-saad,M. A. Saad,M,77,172.0,737,M,,868611,EUR,1056844800,M,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
