match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_interceptionWon,captain,stat_challengeLost,stat_bigChanceCreated,stat_outfielderBlock,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_errorLeadToAGoal
11450072,home,Adana Demirspor,Shahrudin Mahammadaliyev,,,sahrudin-mahammadaliyev,Ş. Mahammadaliev,G,1,185,5783,M,shahrudin1,813105,EUR,771379200,G,71,71,False,27.0,22.0,10.0,5.0,18.0,18.0,4.0,9.0,4.0,1.0,2.0,2.0,90.0,33.0,6.6,5.0,0.00098522,0,-0.3604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450072,home,Adana Demirspor,Youcef Atal,,,youcef-atal,Y. Atal,D,20,176,9823,M,youcefatal,894238,EUR,832291200,D,31,31,False,67.0,64.0,2.0,1.0,33.0,34.0,32.0,34.0,5.0,,,,85.0,96.0,8.7,8.0,0.141457,2,,1.0,1.0,1.0,1.0,1.0,4.0,12.0,1.0,6.0,5.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,0.0865,0.8903,1.0,,,,,,,,,
11450072,home,Adana Demirspor,Andreaw Gravillon,,,andreaw-gravillon,A. Gravillon,D,26,188,179,M,,827934,EUR,886896000,D,5,5,False,65.0,62.0,4.0,2.0,41.0,41.0,21.0,24.0,4.0,,,,90.0,73.0,6.9,3.0,0.0274529,1,,,,,1.0,2.0,1.0,3.0,,,,1.0,,,4.0,1.0,,,,,0.0312,,1.0,1.0,,,,,,,,
11450072,home,Adana Demirspor,Semih Güler,,,semih-guler,S. Güler,D,6,184,112,M,,325155,EUR,786153600,D,4,4,False,77.0,72.0,12.0,9.0,34.0,35.0,38.0,42.0,3.0,,,,90.0,85.0,7.3,5.0,0.0513657,0,,,,,1.0,2.0,3.0,2.0,,,,,,,2.0,,,,,1.0,,,1.0,2.0,True,1.0,1.0,,,,,
11450072,home,Adana Demirspor,Milad Mohammadi,,,milad-mohammadi,M. Mohammadi,D,4,178,1050,M,,812531,EUR,749260800,D,13,13,False,35.0,32.0,1.0,,13.0,15.0,19.0,22.0,3.0,,,,90.0,58.0,7.2,11.0,0.173184,1,,,2.0,,2.0,1.0,5.0,6.0,2.0,3.0,2.0,,1.0,,2.0,3.0,1.0,2.0,,,0.0112,0.0993,1.0,,,,1.0,,,,,
11450072,home,Adana Demirspor,Édouard Michut,,,edouard-michut,É. Michut,M,20,178,701,M,,1048011,EUR,1046736000,M,20,20,False,62.0,57.0,1.0,,20.0,20.0,37.0,42.0,9.0,,,,89.0,82.0,7.3,11.0,0.0395212,0,,,,,,,5.0,8.0,3.0,2.0,1.0,,,,,3.0,3.0,2.0,4.0,1.0,,,,1.0,,,,1.0,,,,
11450072,home,Adana Demirspor,Maestro,,,maestro,Maestro,M,58,173,1198,M,,1002146,EUR,1059955200,M,58,58,False,87.0,81.0,4.0,3.0,36.0,37.0,45.0,50.0,11.0,,,,90.0,109.0,7.6,12.0,0.0418746,0,,1.0,,,1.0,1.0,4.0,8.0,1.0,5.0,3.0,,,,1.0,2.0,2.0,3.0,2.0,1.0,,,1.0,1.0,,,1.0,,,,,
11450072,home,Adana Demirspor,Yusuf Sarı,,,yusuf-sari,Y. Sarı,M,7,168,562,M,,896364,EUR,911520000,M,7,7,False,41.0,34.0,2.0,1.0,10.0,11.0,25.0,33.0,2.0,,,,85.0,58.0,7.6,11.0,0.0951308,4,,,3.0,1.0,1.0,,2.0,6.0,,3.0,2.0,1.0,2.0,1.0,,2.0,1.0,1.0,2.0,,0.335,1.2032,1.0,,,,,,1.0,1.0,,
11450072,home,Adana Demirspor,Emre Akbaba,,,emre-akbaba,E. Akbaba,M,8,180,414,M,,343527,EUR,718156800,M,8,8,False,32.0,29.0,2.0,1.0,9.0,12.0,20.0,20.0,7.0,,,,89.0,55.0,8.2,10.0,0.0459064,3,,,,,,1.0,2.0,9.0,,2.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,7.0,2.0,2.0,0.1644,0.5395,2.0,,,,,,1.0,1.0,1.0,
11450072,home,Adana Demirspor,Yusuf Erdoğan,,,yusuf-erdogan,Y. Erdoğan,M,10,172,204,M,,256663,EUR,713145600,M,32,32,False,35.0,27.0,1.0,1.0,5.0,6.0,24.0,34.0,4.0,,,,90.0,50.0,7.9,16.0,0.185555,0,,2.0,5.0,2.0,2.0,,6.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,2.0,,2.0,,,3.0,,,1.0,2.0,,,,,
11450072,home,Adana Demirspor,Stiven Mendoza,,,steven-mendoza,S. Mendoza,M,7,171,1016,M,,354510,EUR,709603200,F,11,11,False,14.0,10.0,,,2.0,3.0,8.0,11.0,2.0,,,,45.0,22.0,6.1,9.0,0.00763994,1,,,,,,,4.0,,2.0,1.0,,1.0,,,,,,2.0,,1.0,0.2737,,,1.0,,,,,1.0,,,
11450072,home,Adana Demirspor,Nani,,,nani,Nani,F,17,177,2176,M,,17740,EUR,532569600,F,30,30,True,34.0,29.0,2.0,2.0,9.0,9.0,20.0,25.0,2.0,,,,45.0,44.0,7.8,9.0,0.0788849,1,,,,,1.0,3.0,4.0,6.0,1.0,,,,1.0,1.0,,3.0,2.0,3.0,,2.0,0.079,0.1991,1.0,,,,,1.0,,,,
11450072,home,Adana Demirspor,José Rodríguez,José,Rodríguez,jose-rodriguez,J. Rodríguez,M,,180,60,M,,138394,EUR,787536000,M,14,14,True,5.0,4.0,,,1.0,1.0,3.0,4.0,,,,,10.0,6.0,6.7,1.0,0.00072346,1,,,,,,,,,,,,,1.0,,,,,,,,0.0341,0.0299,,,,,,,,,,
11450072,home,Adana Demirspor,Abat Aimbetov,,,abat-aimbetov,A. Aimbetov,F,,184,999,M,,189193,EUR,807753600,F,17,17,True,1.0,,,,,,,1.0,,,,,1.0,1.0,,1.0,,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
