match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_keyPass,captain,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_challengeLost,stat_goals,player_sofascoreId,stat_shotOffTarget,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
12499276,home,Fiorentina,Pietro Terracciano,pietro-terracciano,P. Terracciano,G,1,193,1591,M,136856,EUR,636854400,G,1,1,False,19.0,17.0,3.0,1.0,0.0,16.0,17.0,1.0,2.0,8.0,1.0,1.0,90.0,25.0,6.3,2.0,0.0002078,0,-1.2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499276,home,Fiorentina,Pietro Comuzzo,comuzzo-pietro,P. Comuzzo,D,15,185,1322,M,1210848,EUR,1108857600,D,15,15,False,82.0,71.0,8.0,1.0,0.0,46.0,48.0,25.0,35.0,7.0,,,79.0,94.0,6.9,13.0,0.00942398,1,,Pietro Comuzzo,,1.0,2.0,4.0,3.0,8.0,1.0,2.0,4.0,2.0,1.0,1.0,0.0058,0.0523,,,,,,,,,,,,,,,,,,,,,
12499276,home,Fiorentina,Luca Ranieri,luca-ranieri,L. Ranieri,D,6,187,1115,M,893998,EUR,924825600,D,6,6,False,65.0,59.0,5.0,2.0,1.0,44.0,46.0,15.0,19.0,2.0,,,90.0,81.0,6.9,10.0,0.471338,0,,,,,6.0,4.0,11.0,8.0,,,2.0,1.0,,3.0,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12499276,home,Fiorentina,Cristiano Biraghi,cristiano-biraghi,C. Biraghi,D,34,184,1338,M,122848,EUR,715305600,D,3,3,False,96.0,91.0,12.0,7.0,0.0,47.0,47.0,45.0,55.0,2.0,,,90.0,106.0,7.0,11.0,0.21723,0,,,,6.0,2.0,,2.0,1.0,,2.0,,,1.0,,,,,,,,,1.0,3.0,True,1.0,,,,,,,,,,,,
12499276,home,Fiorentina,Dodô,dodo,Dodô,D,2,166,3348,M,822518,EUR,911260800,M,2,2,False,50.0,42.0,7.0,4.0,0.0,22.0,23.0,21.0,32.0,4.0,,,90.0,81.0,7.3,17.0,0.32648,1,,,,5.0,,,3.0,7.0,,,2.0,2.0,1.0,,0.0345,,3.0,2.0,1.0,,1.0,3.0,2.0,,1.0,2.0,1.0,,,,,,,,,,
12499276,home,Fiorentina,Rolando Mandragora,rolando-mandragora,R. Mandragora,M,8,183,2103,M,548178,EUR,867542400,M,8,8,False,54.0,44.0,7.0,4.0,0.0,19.0,19.0,26.0,36.0,1.0,,,58.0,60.0,6.9,10.0,0.0573447,0,,,,1.0,,2.0,2.0,4.0,,,,,,2.0,,,,,,,2.0,2.0,2.0,,1.0,,,,,,,,,,,,
12499276,home,Fiorentina,Danilo Cataldi,danilo-cataldi,D. Cataldi,M,32,180,952,M,317301,EUR,776131200,M,32,32,False,47.0,42.0,7.0,5.0,0.0,15.0,15.0,29.0,35.0,3.0,,,69.0,60.0,7.0,8.0,0.115918,2,,,,3.0,,,3.0,2.0,,1.0,,,1.0,1.0,0.0772,,1.0,,,,1.0,2.0,2.0,,2.0,,2.0,1.0,,,,,,,,,
12499276,home,Fiorentina,Robin Gosens,robin-gosens,R. Gosens,D,21,183,3165,M,377118,EUR,773366400,M,21,21,False,45.0,34.0,3.0,,0.0,11.0,14.0,25.0,35.0,1.0,,,90.0,73.0,7.6,18.0,0.109545,1,,,,4.0,3.0,3.0,4.0,8.0,1.0,2.0,4.0,2.0,2.0,,0.1319,0.6005,,,,,,1.0,2.0,,2.0,1.0,,,1.0,,,,,,,,
12499276,home,Fiorentina,Andrea Colpani,colpani-andrea,A. Colpani,M,28,186,944,M,928122,EUR,926380800,F,23,23,False,20.0,18.0,,,0.0,7.0,7.0,11.0,13.0,1.0,,,69.0,29.0,6.5,6.0,0.00622433,0,,,,,2.0,,3.0,3.0,,,1.0,,2.0,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,
12499276,home,Fiorentina,Lucas Beltrán,lucas-beltran,L. Beltrán,M,15,177,3780,M,962029,EUR,985824000,F,9,9,False,27.0,21.0,2.0,1.0,0.0,8.0,8.0,13.0,19.0,2.0,,,58.0,36.0,6.7,8.0,0.0104269,2,,,,,1.0,1.0,3.0,4.0,,,,,,,0.1168,,,,,,,3.0,,,,2.0,1.0,,,beltranlucass,1.0,,,,,,
