match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_dispossessed,player_sofascoreId,stat_shotOffTarget,stat_expectedGoals,stat_lastManTackle,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot
12764428,home,RB Leipzig,Maarten Vandevoordt,maarten-vandevoordt,M. Vandevoordt,G,26,192,1428,M,934385,EUR,1014681600,G,26,26,False,31.0,24.0,9.0,2.0,0.0,23.0,24.0,1.0,7.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,3.0,3.0,90.0,40.0,6.7,7.0,0.00020688,0,-0.6997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764428,home,RB Leipzig,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185,2491,M,856739,EUR,963878400,D,3,3,False,36.0,31.0,1.0,,0.0,22.0,24.0,9.0,14.0,2.0,,,2.0,8.0,,,,,90.0,54.0,6.7,11.0,0.0216152,0,,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12764428,home,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3118,M,136924,EUR,720748800,D,4,4,False,68.0,66.0,2.0,1.0,0.0,56.0,57.0,10.0,11.0,6.0,,,7.0,5.0,,,,,90.0,82.0,7.2,2.0,0.00604918,0,,,4.0,1.0,2.0,1.0,,1.0,1.0,,True,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,
12764428,home,RB Leipzig,El Chadaille Bitshiabu,el-chadaille-bitshiabu,E. C. Bitshiabu,D,5,196,1701,M,1048009,EUR,1116201600,D,5,5,False,67.0,56.0,5.0,2.0,0.0,42.0,48.0,14.0,19.0,,,,4.0,6.0,,,,,90.0,82.0,6.9,12.0,0.0554117,0,,,2.0,1.0,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
12764428,home,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2194,M,856076,EUR,893203200,D,22,22,False,15.0,13.0,1.0,,1.0,9.0,10.0,6.0,9.0,1.0,,,2.0,1.0,,,,,61.0,32.0,7.1,7.0,0.629972,0,,4.0,5.0,2.0,1.0,1.0,,,3.0,1.0,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,
12764428,home,RB Leipzig,Nicolas Seiwald,seiwald-nicolas,N. Seiwald,M,13,179,1522,M,976575,EUR,988934400,M,13,13,False,58.0,45.0,5.0,1.0,0.0,31.0,37.0,14.0,21.0,7.0,,,3.0,5.0,,,,,90.0,77.0,7.1,16.0,0.0374639,0,,,3.0,,5.0,4.0,,,1.0,,,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,
12764428,home,RB Leipzig,Amadou Haidara,amadou-haidara,A. Haidara,M,21,174,6611,M,822708,EUR,886204800,M,8,8,False,51.0,44.0,1.0,1.0,0.0,25.0,26.0,19.0,25.0,4.0,,,3.0,5.0,,,,,70.0,61.0,7.5,7.0,0.0353008,1,,,2.0,1.0,3.0,3.0,,,1.0,1.0,,,1.0,,3.0,,,,,,amadou_haidara04,1.0,0.061,,,,,,,,,
12764428,home,RB Leipzig,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,180,2741,M,825956,EUR,933465600,M,14,14,False,24.0,14.0,3.0,2.0,0.0,8.0,9.0,6.0,15.0,7.0,2.0,1.0,,3.0,,,,,84.0,41.0,7.0,15.0,0.0929169,0,,,11.0,5.0,5.0,4.0,2.0,,4.0,2.0,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,
12764428,home,RB Leipzig,Xavi Simons,xavi-simons,X. Simons,M,7,179,50727,M,997183,EUR,1050883200,M,10,10,False,27.0,21.0,,,0.0,9.0,10.0,12.0,17.0,5.0,4.0,2.0,2.0,1.0,,,,,61.0,41.0,6.5,9.0,0.0315783,3,,,5.0,2.0,2.0,,,,,,,,1.0,,,,,,,1.0,XaviSimons,1.0,0.2817,,1.0,1.0,1.0,0.0374,,,,
12764428,home,RB Leipzig,Benjamin Šeško,benjamin-sesko,B. Šeško,F,30,195,79765,M,986397,EUR,1054339200,F,30,30,False,31.0,21.0,,,0.0,10.0,14.0,11.0,17.0,6.0,1.0,1.0,2.0,8.0,,,,,90.0,49.0,7.6,17.0,0.0356273,3,,,5.0,1.0,,,2.0,2.0,1.0,1.0,,,3.0,,,,,,,3.0,benjamin_sesko,1.0,0.9674,,,2.0,,1.1798,1.0,,,
12764428,home,RB Leipzig,Loïs Openda,lois-openda,L. Openda,F,20,177,15647,M,835480,EUR,950659200,F,11,11,False,12.0,9.0,2.0,1.0,0.0,4.0,5.0,5.0,7.0,3.0,3.0,1.0,,3.0,,,,,62.0,24.0,6.5,9.0,0.0130013,1,,,6.0,,,,1.0,2.0,1.0,,,,,,,,,,,3.0,l_openda,,0.0322,,,1.0,,0.0544,,2.0,,
12764428,home,RB Leipzig,Lukas Klostermann,lukas-klostermann,L. Klostermann,D,16,188,716,M,319853,EUR,833760000,D,16,16,True,14.0,13.0,1.0,,0.0,11.0,12.0,2.0,2.0,3.0,,,5.0,2.0,,,,,29.0,24.0,7.1,1.0,0.00047978,0,,,,,2.0,1.0,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,
12764428,home,RB Leipzig,Yussuf Poulsen,yussuf-poulsen,Y. Poulsen,F,15,193,1792,M,135264,EUR,771638400,F,9,9,True,8.0,7.0,,,0.0,2.0,3.0,5.0,5.0,2.0,,,1.0,1.0,,,,,29.0,18.0,6.9,4.0,0.0188888,2,,,5.0,1.0,2.0,1.0,2.0,,2.0,,,1.0,,,,,,,,1.0,,,0.9769,,1.0,2.0,,1.2103,1.0,1.0,,
