match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_blockedScoringAttempt,stat_outfielderBlock,stat_fouls,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_bigChanceCreated,stat_totalOffside,stat_punches,stat_goals,stat_ownGoals,stat_goalAssist
10385511,home,Manchester United,Marcus Rashford,,,marcus-rashford,M. Rashford,M,14,185,357139,M,Rashford,814590,EUR,878256000,F,10,10,False,20.0,17.0,,,4.0,4.0,16.0,,,,,,,90.0,34.0,6.2,10.0,0.308,0.0,0.0311275,3,,13.0,,,3.0,,6.0,2.0,2.0,1.0,,,1.0,1.0,,,3.0,1.0,1.0,,1.0,,,,1.0,,2.0,,,,,,
10385511,home,Manchester United,Cristiano Ronaldo,,,cristiano-ronaldo,C. Ronaldo,F,7,187,2286215,M,CR7,750,EUR,476409600,F,7,7,True,9.0,8.0,,,,,9.0,,,,,,,37.0,12.0,6.7,2.0,0.0284,0.0,0.0229247,1,,8.0,,,,1.0,,1.0,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,
10385511,home,Manchester United,Donny van de Beek,,,donny-van-de-beek,D. v. d. Beek,M,6,183,7962,M,donnyvdbeek,361790,EUR,861321600,M,34,34,True,10.0,9.0,,,1.0,1.0,9.0,1.0,,,,,,12.0,10.0,6.7,1.0,0.0,0.0,0.0211263,0,,8.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
10385511,home,Manchester United,Tyrell Malacia,,,tyrell-malacia,T. Malacia,D,12,169,8798,M,tyrellmalacia,825839,EUR,934761600,D,12,12,True,1.0,,,,,,1.0,,,,,,,1.0,4.0,,1.0,0.0,0.0,0.0,0,,,,,,1.0,2.0,3.0,,,,,,2.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,
10385511,home,Manchester United,Anthony Elanga,,,anthony-elanga,A. Elanga,M,20,178,10434,M,anthonyelanga,979232,EUR,1019865600,F,36,36,True,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1.0,1.0,,,0.0,0.0,0.00045982,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
10385511,home,Manchester United,Alejandro Garnacho,,,alejandro-garnacho,A. Garnacho,F,49,180,138483,M,AleGarnacho,1135873,EUR,1088640000,M,49,49,True,,,,,,,,,,,,,,1.0,1.0,,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
10385511,home,Manchester United,Tom Heaton,,,tom-heaton,T. Heaton,G,22,188,6117,M,tomheatongk,18122,EUR,513907200,G,22,22,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385511,home,Manchester United,Raphaël Varane,,,raphael-varane,R. Varane,D,,191,10134,M,raphael_varane,138310,EUR,735696000,D,19,19,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385511,home,Manchester United,Aaron Wan-Bissaka,,,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,awbissaka,863653,EUR,880502400,D,29,29,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385511,home,Manchester United,James Garner,,,james-garner,J. Garner,M,37,182,3008,M,,927361,EUR,984441600,M,37,37,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385511,away,Brighton & Hove Albion,Robert Sánchez,,,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,1,1,False,28.0,8.0,26.0,6.0,2.0,3.0,25.0,6.0,,4.0,5.0,,,90.0,37.0,7.2,21.0,0.0,0.0,0.00105836,0,-0.1539,6.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,
10385511,away,Brighton & Hove Albion,Joël Veltman,,,joel-veltman,J. Veltman,D,34,184,1147,M,,219572,EUR,695433600,D,34,34,False,27.0,18.0,5.0,1.0,8.0,12.0,16.0,6.0,,,,,,90.0,55.0,7.0,17.0,0.0,0.0,0.00823285,0,,10.0,1.0,,2.0,1.0,4.0,3.0,1.0,,,6.0,3.0,2.0,2.0,,1.0,,,,,2.0,1.0,,,,,,,,,,
10385511,away,Brighton & Hove Albion,Lewis Dunk,,,lewis-dunk,L. Dunk,D,5,190,1911,M,,115365,EUR,690681600,D,5,5,False,26.0,14.0,12.0,2.0,12.0,13.0,13.0,4.0,,,,,,90.0,34.0,6.6,12.0,0.0657,0.0,0.00044889,1,,2.0,,,,1.0,,1.0,,,,5.0,,,,,,,,True,,1.0,,,,,1.0,,,,,,
10385511,away,Brighton & Hove Albion,Adam Webster,,,adam-webster,A. Webster,D,4,191,505,M,,216308,EUR,789177600,D,4,4,False,32.0,21.0,6.0,1.0,10.0,13.0,19.0,4.0,,,,,,90.0,43.0,6.9,12.0,0.0227,0.0708,0.033774,1,,11.0,,,,1.0,,2.0,,,1.0,3.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,
10385511,away,Brighton & Hove Albion,Pascal Groß,,,pascal-gross,P. Groß,M,30,181,4733,M,pascalgross65,48480,EUR,676944000,M,13,13,False,28.0,17.0,4.0,,3.0,5.0,28.0,4.0,,,,,,90.0,46.0,8.0,20.0,0.902,1.4679,0.0588655,3,,15.0,5.0,1.0,1.0,,4.0,,,,2.0,1.0,,,,,2.0,,1.0,,1.0,,,,3.0,,,,,,2.0,,
10385511,away,Brighton & Hove Albion,Alexis Mac Allister,,,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,Macca10,895324,EUR,914457600,M,10,10,False,28.0,25.0,2.0,2.0,13.0,14.0,14.0,9.0,,,,,,90.0,39.0,6.5,5.0,0.0397,0.0,0.0141619,2,,12.0,,,,,6.0,1.0,,,,,2.0,1.0,1.0,,1.0,,,,1.0,1.0,3.0,2.0,1.0,,1.0,,,,,1.0,
10385511,away,Brighton & Hove Albion,Moisés Caicedo,,,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,34.0,28.0,3.0,1.0,10.0,13.0,22.0,9.0,,,,,,90.0,51.0,7.5,7.0,0.0,0.0,0.160637,0,,19.0,1.0,1.0,1.0,2.0,3.0,8.0,,,,3.0,3.0,4.0,2.0,,1.0,2.0,3.0,,,,2.0,,,,,,,,,,
10385511,away,Brighton & Hove Albion,Solly March,,,solly-march,S. March,M,7,180,1255,M,,301288,EUR,774662400,F,7,7,False,28.0,20.0,7.0,3.0,3.0,5.0,23.0,6.0,,,,,,89.0,45.0,6.7,13.0,0.03,0.0239,0.0234336,1,,17.0,,,2.0,1.0,7.0,2.0,,,1.0,3.0,,,,,4.0,1.0,,,,1.0,3.0,1.0,1.0,,,,,,,,
10385511,away,Brighton & Hove Albion,Adam Lallana,,,adam-lallana,A. Lallana,M,10,172,1210,M,,17054,EUR,579225600,M,14,14,False,37.0,32.0,,,8.0,8.0,30.0,4.0,,,,,,76.0,47.0,7.3,5.0,0.0,0.0,0.115579,0,,25.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,,,1.0,1.0,2.0,,,,1.0,3.0,,,,,2.0,,1.0,,,,,,,
10385511,away,Brighton & Hove Albion,Leandro Trossard,,,leandro-trossard,L. Trossard,F,19,172,31477,M,leandrotrossard,135666,EUR,786499200,F,11,11,False,19.0,13.0,1.0,1.0,5.0,9.0,13.0,7.0,,,,,,75.0,33.0,7.3,10.0,0.0854,0.0,0.22647,2,,11.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,,,,1.0,,,,2.0,1.0,3.0,,1.0,,,,,,1.0,,,,,,
10385511,away,Brighton & Hove Albion,Danny Welbeck,,,danny-welbeck,D. Welbeck,F,18,185,4510,M,,33902,EUR,659577600,F,18,18,False,24.0,20.0,,,2.0,2.0,22.0,3.0,,,,,,89.0,50.0,7.8,12.0,0.361,0.0,0.444771,5,,18.0,,,1.0,1.0,5.0,9.0,6.0,,,,1.0,3.0,2.0,,5.0,1.0,3.0,,2.0,,1.0,,1.0,4.0,3.0,1.0,1.0,,,,1.0
10385511,away,Brighton & Hove Albion,Tariq Lamptey,,,lamptey-tariq,T. Lamptey,D,48,165,4021,M,TariqLamptey,914691,EUR,970272000,D,2,2,True,5.0,4.0,,,,,6.0,,,,,,,15.0,13.0,6.6,3.0,0.0,0.0,0.0067335,0,,4.0,1.0,,1.0,,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,
10385511,away,Brighton & Hove Albion,Enock Mwepu,,,enock-mwepu,E. Mwepu,M,8,184,968,,,881132,EUR,883612800,M,8,8,True,9.0,8.0,,,,,9.0,2.0,,,,,,14.0,15.0,6.7,4.0,0.0,0.0,0.0167271,0,,8.0,,,1.0,,2.0,1.0,1.0,,,,,1.0,1.0,,2.0,,1.0,,,1.0,,,,,,,,,,,
10385511,away,Brighton & Hove Albion,Levi Colwill,,,levi-colwill,L. Colwill,D,6,187,17899,M,LColwill,996911,EUR,1046217600,D,6,6,True,1.0,1.0,,,,,1.0,,,,,,,1.0,1.0,,,0.0,0.0,0.00324469,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385511,away,Brighton & Hove Albion,Deniz Undav,,,deniz-undav,D. Undav,F,26,179,7434,M,denizundav,794298,EUR,837734400,F,21,21,True,,,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
10385511,away,Brighton & Hove Albion,Jason Steele,,,jason-steele,J. Steele,G,23,188,538,M,,31867,EUR,650937600,G,23,23,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385511,away,Brighton & Hove Albion,Jan Paul van Hecke,,,jan-paul-van-hecke,J. P. van Hecke,D,6,189,3186,M,,962012,EUR,960422400,D,29,29,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385511,away,Brighton & Hove Albion,Kaoru Mitoma,,,mitoma-kaoru,K. Mitoma,M,22,178,20820,M,KaoruM,936849,EUR,864086400,M,22,22,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385511,away,Brighton & Hove Albion,Jeremy Sarmiento,,,jeremy-sarmiento,J. Sarmiento,M,45,178,5120,M,jeremysarm7ento,983816,EUR,1024185600,F,19,19,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385511,away,Brighton & Hove Albion,Neal Maupay,,,neal-maupay,N. Maupay,F,17,171,2370,M,,268903,EUR,839980800,F,9,9,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
