match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,injury,isHome,incidentClass,from,player_id,player_name,playerName,reason,rescinded,confirmed
12764347,FT,5.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
12764347,,,,,90,0.0,,1,,,injuryTime,2.0,,,,,,,,,,,
12764347,,,,,89,,,2,,,substitution,,123212365.0,False,False,regular,,,,,,,
12764347,,,,,89,,,2,,,substitution,,123212364.0,False,False,regular,,,,,,,
12764347,,5.0,0.0,,88,,,3,,,goal,,189100343.0,,True,penalty,penalty,945122.0,Matheus Nunes,,,,
12764347,,,,,87,,,4,,,card,,121663740.0,,False,yellow,,881844.0,Ángelo Preciado,Ángelo Preciado,Foul,False,
12764347,,,,,81,,,10,,,substitution,,123212332.0,False,True,regular,,,,,,,
12764347,,,,,74,,,17,,,substitution,,123212296.0,False,True,regular,,,,,,,
12764347,,,,,74,,,17,,,substitution,,123212295.0,False,True,regular,,,,,,,
12764347,,,,,74,,,17,,,substitution,,123212297.0,False,False,regular,,,,,,,
12764347,,,,,69,,,22,,,substitution,,123212279.0,False,True,regular,,,,,,,
12764347,,,,,69,,,22,,,substitution,,123212278.0,False,True,regular,,,,,,,
12764347,,4.0,0.0,,68,,,23,,,goal,,189099460.0,,True,regular,,839956.0,Erling Haaland,,,,
12764347,,3.0,0.0,,64,,,27,,,goal,,189099378.0,,True,regular,,152077.0,John Stones,,,,
12764347,,,,,60,,,31,,,substitution,,123212234.0,False,False,regular,,,,,,,
12764347,,2.0,0.0,,58,,,33,,,goal,,189098941.0,,True,regular,,839956.0,Erling Haaland,,,,
12764347,,,,,48,,,43,,,varDecision,,28939.0,,True,goalAwarded,,149663.0,Nathan Aké,,,,False
12764347,,,,,46,,,45,,,substitution,,123212183.0,True,False,injury,,,,,,,
12764347,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
12764347,,,,,45,0.0,,1,,,injuryTime,1.0,,,,,,,,,,,
12764347,,,,,7,,,39,,,card,,121663567.0,,True,yellow,,152077.0,John Stones,John Stones,Foul,False,
12764347,,1.0,0.0,,3,,,43,,,goal,,189094871.0,,True,regular,,859765.0,Phil Foden,,,,
