match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_wonTackle,stat_shotOffTarget,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_interceptionWon,stat_expectedGoalsOnTarget,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
12117179,home,Corinthians,Hugo Souza,hugo-souza,H. Souza,G,1,199,25650,M,hugosouza,950454,EUR,917740800,G,1,1,False,8.0,6.0,2.0,0.0,6.0,7.0,1.0,5.0,2.0,2.0,90.0,13.0,6.7,2.0,4.637e-05,0,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117179,home,Corinthians,Fagner,fagner,Fagner,D,23,168,3781,M,Fagner,25554,EUR,613526400,D,23,23,False,54.0,47.0,4.0,1.0,11.0,12.0,50.0,4.0,,,90.0,85.0,7.7,12.0,0.347302,2,,True,2.0,40.0,8.0,4.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,4.0,0.0781,4.0,,,,,,,,,,,,,,,,,,,,,,
12117179,home,Corinthians,André Ramalho,andre-ramalho,A. Ramalho,D,5,182,5367,M,,148155,EUR,698198400,D,5,5,False,63.0,54.0,6.0,0.0,19.0,21.0,42.0,6.0,,,90.0,71.0,7.0,9.0,0.0889633,1,,,2.0,35.0,,,3.0,5.0,1.0,,1.0,,,1.0,0.0176,1.0,3.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
12117179,home,Corinthians,Félix Torres,felix-torres,F. Torres,D,4,187,5321,M,felix_torres,881848,EUR,852940800,D,3,3,False,52.0,39.0,5.0,0.0,19.0,24.0,28.0,4.0,,,90.0,59.0,6.7,14.0,0.0179445,0,,,3.0,20.0,,,2.0,7.0,,,,3.0,1.0,,,,4.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,
12117179,home,Corinthians,Hugo,hugo,Hugo,D,,179,3173,M,,1017827,EUR,872812800,D,46,46,False,28.0,25.0,3.0,0.0,9.0,10.0,19.0,5.0,,,69.0,45.0,6.8,5.0,0.0152317,1,,,1.0,16.0,1.0,,2.0,5.0,1.0,,,2.0,1.0,,0.0403,,2.0,1.0,1.0,2.0,,,,,1.0,,1.0,,,,,,,,,,,
12117179,home,Corinthians,Raniele,raniele,Raniele,M,14,184,6186,M,R14niele,866392,EUR,851990400,M,14,14,False,19.0,15.0,,0.0,5.0,5.0,14.0,4.0,,,45.0,25.0,6.9,4.0,0.00996613,0,,,,10.0,,,2.0,4.0,,,,4.0,,,,2.0,,,,,,2.0,,,2.0,,,,,,,,,,,,,
12117179,home,Corinthians,Alex Santana,alex-santana,A. Santana,M,80,182,2736,M,,358166,EUR,800323200,M,80,80,False,33.0,30.0,5.0,0.0,9.0,9.0,24.0,2.0,,,77.0,49.0,7.0,8.0,0.0274846,3,,,5.0,21.0,,,2.0,4.0,,,1.0,1.0,4.0,2.0,0.2952,1.0,,1.0,1.0,2.0,,1.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,
12117179,home,Corinthians,Igor Coronado,igor-coronado,I. Coronado,M,77,170,5336,M,igor_coronado,152098,EUR,714096000,M,77,77,False,49.0,44.0,3.0,0.0,5.0,6.0,58.0,7.0,,,90.0,93.0,8.3,22.0,0.511995,6,,,2.0,43.0,15.0,4.0,11.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,0.2668,4.0,,7.0,4.0,,1.0,4.0,,,1.0,1.0,3.0,2.0,,1.0,1.0,1.0,0.0618,,,,,
12117179,home,Corinthians,Rodrigo Garro,rodrigo-garro,R. Garro,M,8,174,33134,M,rodrigarroo,994454,EUR,883872000,M,10,10,False,55.0,46.0,4.0,0.0,7.0,7.0,53.0,5.0,,,90.0,76.0,8.0,17.0,0.279761,3,,,4.0,41.0,5.0,2.0,7.0,4.0,1.0,,1.0,1.0,3.0,2.0,0.0913,9.0,,3.0,1.0,,,1.0,,,3.0,,,,,2.0,,1.0,0.0534,,,,,
12117179,home,Corinthians,Wesley,wesley,Wesley,F,22,180,10411,M,wesley_teixeira005,1211632,EUR,1109980800,M,36,36,False,19.0,15.0,1.0,0.0,,,21.0,1.0,,,90.0,48.0,7.8,14.0,0.278776,4,,,,15.0,2.0,,9.0,12.0,,,,1.0,,2.0,0.3479,3.0,,15.0,9.0,,,3.0,,,,1.0,2.0,1.0,,2.0,,,0.9166,,,,,
12117179,home,Corinthians,Giovane,giovane,Giovane,F,23,184,4963,M,,1170773,EUR,1069632000,F,17,17,False,9.0,7.0,,0.0,2.0,2.0,8.0,,,,85.0,24.0,6.9,8.0,0.0183084,5,,,,5.0,1.0,,4.0,3.0,1.0,,2.0,,4.0,1.0,0.3636,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,2.0,1.0,1.0,1.0,2.0,,0.0347,,,,,
12117179,home,Corinthians,Pedro Henrique,pedro-henrique,P. Henrique,M,7,179,1742,M,,219190,EUR,645580800,F,16,16,True,10.0,10.0,1.0,0.0,1.0,1.0,11.0,2.0,,,45.0,28.0,7.9,5.0,0.0480093,4,,,1.0,9.0,2.0,,3.0,6.0,,,,2.0,1.0,1.0,0.4691,1.0,2.0,1.0,1.0,,,1.0,,,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,0.5772,1.0,,,,
12117179,home,Corinthians,Pedro Raul,pedro-raul,P. Raul,F,18,191,7083,M,,866911,EUR,847152000,F,20,20,True,6.0,3.0,,0.0,,2.0,4.0,1.0,,,21.0,13.0,7.5,3.0,0.0168638,4,,,,3.0,,,,3.0,,,1.0,2.0,,,0.3872,2.0,1.0,,,,,,,,,2.0,1.0,,,2.0,,,0.2098,,,,,
12117179,home,Corinthians,Breno Bidon,breno-bidon,B. Bidon,M,27,174,9937,M,BrenoBidon,1199261,EUR,1108857600,M,27,27,True,18.0,15.0,4.0,0.0,3.0,5.0,13.0,1.0,,,13.0,22.0,6.9,3.0,0.0106235,1,,,3.0,12.0,,,1.0,1.0,1.0,,,,,1.0,0.0176,,,,,,,,,,,,1.0,,,,,1.0,,,,,,
12117179,home,Corinthians,Guilherme Biro,guilherme-biro,Guilherme Biro,M,20,173,1092,M,,1106667,EUR,1074556800,M,26,26,True,7.0,6.0,1.0,0.0,2.0,2.0,5.0,1.0,,,14.0,9.0,6.6,3.0,0.00466074,0,,,1.0,4.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12117179,home,Corinthians,Matheus Donelli,matheus-donelli,M. Donelli,G,32,187,3371,M,,1002609,EUR,1021593600,G,32,32,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117179,home,Corinthians,Gustavo Henrique,gustavo-henrique,G. Henrique,D,13,195,5441,M,,243181,EUR,732931200,D,13,13,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117179,home,Corinthians,Matheuzinho,matheuzinho,Matheuzinho,D,2,171,7286,M,mateuzinhoo,931540,EUR,968371200,D,2,2,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117179,home,Corinthians,Cacá,caca,Cacá,D,25,185,3939,M,,929200,EUR,924998400,D,25,25,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117179,home,Corinthians,Matheus Bidu,matheus-bidu,M. Bidu,D,21,172,6254,M,,981703,EUR,925776000,D,21,21,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117179,home,Corinthians,Charles,charles,Charles,M,35,187,3576,M,,845178,EUR,835142400,M,8,8,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117179,home,Corinthians,Ryan Gustavo,ryan-gustavo,Ryan,M,37,170,2855,M,,1170779,EUR,1058227200,M,37,37,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117179,home,Corinthians,Kayke Ferrari,kayke-ferrari,Kayke,F,31,179,2773,M,,1411152,EUR,1083110400,F,31,31,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
