match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_possessionLostCtrl,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_interceptionWon,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,captain,stat_goals,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,player_sofascoreId
11540895,home,Alanyaspor,Yusuf Karagöz,Yusuf Karagoz,,yusuf-karagoz,Y. Karagöz,G,99,195,33,M,1133582,EUR,939081600,G,99,99,False,30.0,30.0,6.0,6.0,0.0,29.0,29.0,1.0,1.0,1.0,9.0,1.0,2.0,1.0,90.0,40.0,7.0,0.00014313,0,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540895,home,Alanyaspor,Florent Hadergjonaj,,,florent-hadergjonaj,F. Hadergjonaj,D,94,183,410,M,354860,EUR,775612800,D,94,94,False,71.0,59.0,11.0,4.0,0.0,19.0,25.0,40.0,46.0,4.0,11.0,1.0,,,90.0,93.0,7.1,0.0870699,1,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,19.0,0.0096,1.0,,,,,,,,,,,,,,,,,,,,,,,
11540895,home,Alanyaspor,Furkan Bayır,,,furkan-bayir,F. Bayır,D,23,188,77,M,1003161,EUR,950054400,D,4,4,False,93.0,87.0,8.0,5.0,0.0,67.0,70.0,20.0,23.0,1.0,7.0,,,,90.0,99.0,6.6,0.00717676,0,,4.0,2.0,,1.0,,,,6.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11540895,home,Alanyaspor,Nuno Lima,Nuno Lima,,nuno-lima,N. Lima,D,3,184,123,M,1133301,EUR,984700800,D,2,2,False,92.0,89.0,3.0,3.0,0.0,70.0,71.0,19.0,21.0,1.0,4.0,,,,90.0,101.0,6.9,0.0157818,0,,6.0,1.0,,2.0,1.0,1.0,1.0,4.0,,,,2.0,,5.0,1.0,,,,,,,,,,,,,,,,,,
11540895,home,Alanyaspor,Fidan Aliti,,,fidan-aliti,F. Aliti,D,5,182,320,M,385296,EUR,749606400,D,5,5,False,49.0,46.0,5.0,4.0,0.0,33.0,33.0,15.0,21.0,3.0,1.0,2.0,,,75.0,67.0,7.6,0.0767167,1,,2.0,,1.0,2.0,1.0,,,6.0,0.0326,2.0,,,2.0,,1.0,5.0,2.0,1.0,,,,,,,,,,,,,,,
11540895,home,Alanyaspor,Nicolas Janvier,,,nicolas-janvier,N. Janvier,M,17,171,91,M,802150,EUR,902793600,M,17,17,False,74.0,66.0,8.0,5.0,0.0,29.0,30.0,37.0,45.0,7.0,7.0,,,,90.0,87.0,8.0,0.129754,3,,4.0,1.0,2.0,1.0,4.0,3.0,,11.0,0.1877,2.0,1.0,,2.0,,,1.0,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,
11540895,home,Alanyaspor,João Novais,,,joao-novais,J. Novais,M,7,183,160,M,233370,EUR,742262400,M,10,10,False,51.0,44.0,9.0,7.0,0.0,23.0,26.0,21.0,29.0,2.0,2.0,,,,75.0,62.0,7.0,0.0463939,0,,3.0,2.0,,2.0,2.0,,,11.0,,,,1.0,,1.0,,4.0,,,,,,,,,,,,,,,,,
11540895,home,Alanyaspor,Carlos Eduardo,,,carlos-eduardo,Carlos Eduardo,F,96,173,354,M,795295,EUR,844905600,M,28,28,False,19.0,16.0,,,1.0,3.0,4.0,13.0,16.0,4.0,,2.0,,,67.0,31.0,7.1,0.578479,2,,1.0,1.0,,1.0,1.0,,2.0,7.0,0.3651,1.0,,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.7791,,,,,,,
11540895,home,Alanyaspor,Efecan Karaca,,,efecan-karaca,E. Karaca,M,7,166,109,M,60510,EUR,627177600,M,7,7,False,22.0,17.0,2.0,1.0,0.0,10.0,12.0,7.0,10.0,4.0,1.0,2.0,,,45.0,26.0,6.8,0.00981088,0,,2.0,1.0,,,1.0,1.0,,5.0,,,1.0,,,1.0,,,,,,,,,,,,,True,,,,,,
11540895,home,Alanyaspor,Yusuf Özdemir,Yusuf Ozdemir,,yusuf-ozdemir,Y. Özdemir,M,88,181,157,M,1084884,EUR,979084800,M,88,88,False,43.0,36.0,2.0,,0.0,11.0,13.0,27.0,33.0,5.0,3.0,1.0,,,90.0,52.0,7.1,0.191933,2,,2.0,1.0,2.0,,1.0,1.0,,8.0,0.2282,3.0,2.0,,2.0,,,3.0,2.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,
