match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_punches,stat_clearanceOffLine,stat_bigChanceMissed,stat_bigChanceCreated
10665973,home,Al Batin,Martín Campaña,martin-campana,M. Campaña,G,25,186.0,179,M,243045,EUR,612403200.0,G,25,25,False,True,30.0,16.0,27.0,13.0,5.0,7.0,11.0,23.0,1.0,1.0,1.0,1.0,9.0,2.0,1.0,1.0,90.0,36.0,6.4,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665973,home,Al Batin,Bader Alhwidy Alshammary,bader-alhwidy-alshammary,B. A. Alshammary,D,29,,2,M,1085356,EUR,,D,29,29,False,,15.0,7.0,1.0,1.0,3.0,7.0,4.0,10.0,1.0,1.0,6.0,5.0,4.0,,,,90.0,31.0,5.5,13.0,0,Bader Alhwidy Alshammary,,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
10665973,home,Al Batin,Mohammed Naji,mohammed-naji,M. Naji,D,4,170.0,4,M,893173,EUR,751939200.0,D,3,3,False,,26.0,18.0,7.0,3.0,14.0,16.0,4.0,10.0,,,,3.0,4.0,,,,90.0,50.0,6.7,13.0,1,Mohammed,Naji,,,1.0,1.0,4.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,
10665973,home,Al Batin,Bassam Al-Hurayji,bassam-al-hurayji,B. Al-Hurayji,D,66,175.0,126,M,1085357,EUR,954288000.0,D,6,6,False,,31.0,23.0,12.0,6.0,16.0,17.0,7.0,14.0,1.0,2.0,1.0,3.0,7.0,,,,90.0,42.0,6.9,9.0,0,Mohammed Bassam Alhurayji,,,,,,5.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,
10665973,home,Al Batin,Maurício Antônio,mauricio-antonio,M. Antônio,D,13,183.0,71,M,583824,EUR,697334400.0,D,4,4,False,,39.0,31.0,9.0,7.0,24.0,28.0,7.0,11.0,1.0,5.0,2.0,6.0,4.0,,,,90.0,49.0,7.1,9.0,1,,,,,,,5.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,
10665973,home,Al Batin,Yousef Al-Shammari,yousef-al-shammari,Y. Al-Shammari,F,7,170.0,52,M,917232,EUR,881625600.0,D,7,7,False,,26.0,19.0,3.0,1.0,4.0,4.0,15.0,23.0,2.0,4.0,3.0,9.0,5.0,,,,90.0,52.0,7.5,14.0,2,,,1.0,1.0,,,3.0,3.0,2.0,,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,
10665973,home,Al Batin,Abdul Al-Jumaili,abdul-al-jumaili,A. Al-Jumaili,F,23,170.0,1,M,1445993,EUR,1061510400.0,M,45,45,False,,9.0,6.0,,,2.0,2.0,5.0,9.0,,1.0,5.0,4.0,3.0,,,,67.0,20.0,7.0,7.0,1,Abdul Al Jumaili,,2.0,1.0,2.0,,,3.0,2.0,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,2.0,,,,
10665973,home,Al Batin,Tariq Al Mutairi,tariq-al-mutairi,T. A. Mutairi,M,20,172.0,3,M,1168579,EUR,988243200.0,M,20,20,False,,19.0,14.0,4.0,2.0,9.0,10.0,5.0,9.0,1.0,,7.0,,4.0,,,,79.0,29.0,6.4,10.0,2,Tariq Al Mutairi,,,1.0,1.0,,1.0,,,,2.0,,2.0,,2.0,,1.0,,,,,,2.0,1.0,,,,
10665973,home,Al Batin,Abdulrahman Saad Al Dhafiri,abdulrahman-saad-al-dhafiri,A. S. A. Dhafiri,F,15,,2,M,1134413,EUR,,M,19,19,False,,29.0,17.0,7.0,2.0,7.0,9.0,11.0,21.0,,,3.0,5.0,4.0,,,,90.0,46.0,6.5,16.0,1,Abdulrahman Saad,,1.0,,1.0,,2.0,3.0,2.0,,1.0,2.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,,,,
10665973,home,Al Batin,Yousef Fawaz,yousef-fawaz,Y. Fawaz,M,77,173.0,9,M,1214204,EUR,1013644800.0,M,77,77,False,,22.0,13.0,,,6.0,10.0,8.0,15.0,4.0,2.0,10.0,5.0,8.0,,,,89.0,38.0,6.5,16.0,1,Yousef Fawaz,,3.0,3.0,1.0,1.0,,1.0,1.0,,4.0,1.0,3.0,,,,,1.0,,,,1.0,,1.0,,,,
