match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_shotValueNormalized,stat_interceptionWon,stat_dispossessed,stat_wasFouled,stat_keyPass,stat_shotOffTarget,player_firstName,stat_challengeLost,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,player_lastName,stat_lastManTackle,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox
14073456,home,Cheltenham Town,Joe Day,joe-day,J. Day,G,1,183.0,13,M,46746,EUR,650505600.0,G,1,1,False,22.0,3.0,20.0,1.0,0.0,3.0,3.0,19.0,1.0,1.0,4.0,7.0,1.0,1.0,1.0,1.0,90.0,27.0,6.4,19.0,0.0713,0,0.0,-0.05,-0.02,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073456,home,Cheltenham Town,James Wilson,james-wilson,J. Wilson,D,5,188.0,16,M,19834,EUR,604454400.0,D,5,5,False,40.0,28.0,15.0,4.0,0.0,15.0,16.0,24.0,2.0,4.0,8.0,5.0,,,,,78.0,59.0,8.7,15.0,,1,0.33,0.07,0.57,,True,13.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.53,,,,,,,,,,,,,,,,
14073456,home,Cheltenham Town,Robbie Cundy,robbie-cundy,R. Cundy,D,6,189.0,11,M,803705,EUR,864950400.0,D,6,6,False,13.0,9.0,4.0,2.0,0.0,7.0,8.0,5.0,4.0,5.0,5.0,1.0,,,,,43.0,20.0,7.1,4.0,,0,-0.03,-0.01,0.26,,,2.0,,,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
14073456,home,Cheltenham Town,Jokūbas Mažionis,jokubas-mazionis,J. Mazionis,D,19,199.0,74,M,1425154,EUR,1151020800.0,D,19,19,False,34.0,27.0,5.0,3.0,1.0,18.0,18.0,16.0,2.0,8.0,2.0,5.0,,,,,62.0,47.0,7.3,10.0,,0,-0.04,0.07,0.15,,,9.0,,,,4.0,1.0,1.0,,,,1.0,1.0,,2.0,,1.0,2.0,4.0,1.0,,,,,,,,,,,,
14073456,home,Cheltenham Town,Darragh Power,darragh-power,D. Power,D,16,182.0,20,M,987331,EUR,978048000.0,M,12,12,False,25.0,21.0,6.0,3.0,0.0,4.0,4.0,21.0,1.0,5.0,4.0,2.0,,,,,90.0,42.0,7.3,6.0,,0,0.29,-0.52,0.22,,,17.0,2.0,1.0,,,1.0,1.0,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,
14073456,home,Cheltenham Town,Luke Young,luke-young,L. Young,M,8,173.0,50,M,146165,EUR,730339200.0,M,8,8,False,39.0,29.0,10.0,5.0,0.0,9.0,9.0,30.0,,3.0,2.0,10.0,,,,,90.0,50.0,7.1,13.0,,0,0.16,0.05,0.41,,,20.0,3.0,1.0,2.0,4.0,,,,,1.0,2.0,1.0,,2.0,,,,1.0,3.0,,,,,,,,,,,,
14073456,home,Cheltenham Town,Ryan Broom,ryan-broom,R. Broom,M,14,177.0,15,M,803213,EUR,841795200.0,M,14,14,False,26.0,20.0,1.0,,0.0,3.0,4.0,22.0,2.0,5.0,,5.0,,,,,90.0,35.0,7.5,8.0,,3,-0.02,0.32,0.0,,,17.0,,,2.0,5.0,4.0,2.0,2.0,1.0,,,,,1.0,0.39,,,1.0,1.0,1.0,,,,,,,,,,,
14073456,home,Cheltenham Town,George Harmon,george-harmon,G. Harmon,M,3,163.0,20,M,970453,EUR,976233600.0,M,3,3,False,33.0,23.0,9.0,2.0,0.0,5.0,6.0,27.0,,2.0,2.0,3.0,,,,,90.0,63.0,6.5,23.0,,3,-0.03,0.03,0.15,,,18.0,5.0,,1.0,4.0,1.0,,,,,2.0,1.0,3.0,1.0,-0.28,,1.0,,1.0,3.0,,,,,,,,,,,
14073456,home,Cheltenham Town,Jordan Thomas,jordan-thomas,J. Thomas,M,11,178.0,30,M,1653859,EUR,988761600.0,F,11,11,False,17.0,15.0,2.0,2.0,0.0,8.0,8.0,9.0,1.0,2.0,2.0,6.0,,,,,78.0,32.0,6.5,10.0,,1,0.04,0.12,0.0,,,7.0,1.0,,,7.0,5.0,1.0,,,,,,2.0,1.0,-0.39,,1.0,1.0,2.0,1.0,Jordan Thomas,1.0,,,,,,,,,
14073456,home,Cheltenham Town,Ethon Archer,ethon-archer,E. Archer,M,11,188.0,56,M,1887190,EUR,1030492800.0,F,22,22,False,32.0,25.0,5.0,3.0,0.0,8.0,11.0,21.0,1.0,7.0,1.0,5.0,,,,,90.0,64.0,7.2,19.0,,7,0.45,0.35,0.18,,,17.0,7.0,2.0,1.0,4.0,4.0,1.0,4.0,,,4.0,3.0,2.0,,-0.77,,,1.0,5.0,1.0,Ethon Archer,,1.0,1.0,2.0,1.0,,,,,
14073456,home,Cheltenham Town,Jake Bickerstaff,jake-bickerstaff,J. Bickerstaff,F,20,188.0,52,M,1002248,EUR,1000166400.0,F,20,20,False,10.0,6.0,1.0,,1.0,1.0,1.0,9.0,2.0,4.0,,4.0,,,,,63.0,24.0,7.5,11.0,,1,0.5,0.33,0.0,,,5.0,,,2.0,9.0,4.0,,1.0,,,1.0,,1.0,1.0,0.15,1.0,2.0,1.0,2.0,,,,1.0,,,,1.0,,,,
14073456,home,Cheltenham Town,Arkell Jude-Boyd,arkell-jude-boyd,A. Jude-Boyd,D,2,182.0,18,M,1440800,EUR,1043193600.0,D,2,2,True,7.0,6.0,1.0,1.0,0.0,2.0,2.0,5.0,,1.0,2.0,1.0,,,,,47.0,18.0,7.4,4.0,,0,0.1,0.06,0.8,,,4.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,Arkell,,,,,,,Jude-Boyd,1.0,,
14073456,home,Cheltenham Town,Freddie Willcox,freddie-willcox,F. Willcox,D,30,178.0,16,M,1423754,EUR,1134259200.0,M,30,30,True,8.0,5.0,1.0,,0.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,,,,,28.0,15.0,6.9,4.0,,0,0.16,0.01,0.16,,,3.0,,,,1.0,,,,,,2.0,1.0,,1.0,,2.0,,,,,Freddie Willcox,,,,,,,,,,
14073456,home,Cheltenham Town,George Miller,george-miller,G. Miller,F,10,175.0,23,M,111025,EUR,902793600.0,F,10,10,True,6.0,6.0,,,0.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,,,,,27.0,13.0,7.4,,,2,0.53,0.42,0.17,,,5.0,2.0,2.0,,1.0,,,,,,,,,1.0,-0.61,,,,3.0,2.0,,,2.0,1.0,,,1.0,,,,
14073456,home,Cheltenham Town,Scot Bennett,scot-bennett,S. Bennett,D,17,178.0,14,M,44522,EUR,659923200.0,D,17,17,True,7.0,6.0,3.0,2.0,0.0,3.0,3.0,4.0,,,2.0,3.0,,,,,12.0,10.0,6.7,1.0,,0,0.03,0.02,0.16,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
14073456,home,Cheltenham Town,Harry Tustin,harry-tustin,H. Tustin,M,38,170.0,10,M,1981490,EUR,1159488000.0,M,38,38,True,2.0,1.0,,,0.0,,,2.0,,4.0,1.0,,,,,,12.0,10.0,7.3,1.0,,1,-0.05,0.28,0.14,,,1.0,,,,,3.0,3.0,1.0,,,1.0,,,,0.06,,,,,,Harry Tustin,,,1.0,,,,,,,
14073456,home,Cheltenham Town,Mamadou Diallo,mamadou-diallo,M. Diallo,G,41,185.0,16,M,1971536,EUR,1200614400.0,G,41,41,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Mamadou Diallo,,,,,,,,,,
