match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_goalAssist,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_dispossessed,stat_hitWoodwork,stat_unsuccessfulTouch,stat_wasFouled,stat_penaltyWon,player_sofascoreId,stat_aerialLost,stat_fouls,stat_goals,stat_totalOffside,captain,stat_outfielderBlock,stat_penaltyFaced,stat_ownGoals,stat_penaltyConceded
10582149,home,PSV Eindhoven,Walter Benítez,,,walter-benitez,W. Benítez,G,44,193,4345,M,249859,EUR,727401600,G,1,1,False,23.0,18.0,10.0,5.0,15.0,15.0,3.0,8.0,2.0,5.0,1.0,2.0,3.0,2.0,90.0,33.0,6.8,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10582149,home,PSV Eindhoven,Jordan Teze,,,jordan-teze,J. Teze,D,4,183,1080,M,825846,EUR,938649600,D,3,3,False,46.0,42.0,,,23.0,23.0,19.0,25.0,1.0,7.0,,,,,55.0,55.0,7.0,7.0,2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
10582149,home,PSV Eindhoven,Jarrad Branthwaite,,,jarrad-branthwaite,J. Branthwaite,D,32,195,2596,M,979563,EUR,1025136000,D,22,22,False,81.0,77.0,2.0,2.0,66.0,67.0,11.0,14.0,8.0,6.0,,,,,90.0,92.0,6.6,4.0,2,,2.0,2.0,,1.0,,,,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10582149,home,PSV Eindhoven,Armando Obispo,,,armando-obispo,A. Obispo,D,4,184,450,M,825838,EUR,920592000,D,4,4,False,35.0,29.0,7.0,4.0,22.0,24.0,7.0,11.0,,4.0,,,,,45.0,37.0,6.5,6.0,0,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
10582149,home,PSV Eindhoven,Philipp Max,,,philipp-max,P. Max,D,,178,608,M,142672,EUR,749347200,D,31,31,False,52.0,49.0,3.0,2.0,23.0,23.0,29.0,34.0,,6.0,,,,,90.0,69.0,7.0,5.0,0,5.0,2.0,1.0,1.0,,,,,,4.0,,2.0,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
10582149,home,PSV Eindhoven,Guus Til,,,guus-til,G. Til,M,20,183,2263,M,845798,EUR,882748800,M,20,20,False,23.0,20.0,2.0,2.0,10.0,11.0,12.0,15.0,1.0,4.0,,,,,90.0,40.0,6.7,8.0,5,3.0,3.0,3.0,2.0,3.0,4.0,,,,2.0,1.0,,1.0,1.0,,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10582149,home,PSV Eindhoven,Ibrahim Sangaré,,,ibrahim-sangare,I. Sangaré,M,6,191,10131,M,843754,EUR,881020800,M,6,6,False,73.0,66.0,6.0,6.0,40.0,40.0,26.0,35.0,1.0,8.0,,,,,90.0,91.0,7.9,11.0,0,2.0,5.0,8.0,3.0,,,,4.0,3.0,1.0,1.0,1.0,,1.0,,,3.0,1.0,2.0,,,,,ibrahim_sangare,1.0,1.0,,,,,,,
10582149,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3780,M,850816,EUR,911433600,M,23,23,False,43.0,39.0,9.0,7.0,14.0,14.0,25.0,31.0,,4.0,,,,,55.0,51.0,7.7,8.0,0,2.0,2.0,3.0,1.0,,,,1.0,,4.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
10582149,home,PSV Eindhoven,Johan Bakayoko,Johan Bakayoko,,johan-bakayoko,J. Bakayoko,F,9,179,6820,M,1088896,EUR,1050796800,F,27,27,False,45.0,36.0,,,6.0,8.0,31.0,39.0,,5.0,,,,,90.0,71.0,7.6,16.0,6,2.0,7.0,9.0,7.0,2.0,4.0,,2.0,2.0,2.0,2.0,1.0,2.0,,,1.0,3.0,1.0,1.0,,1.0,2.0,,johanbakayoko,1.0,,1.0,,,,,,
10582149,home,PSV Eindhoven,Xavi Simons,,,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,F,7,7,False,28.0,23.0,2.0,2.0,5.0,5.0,18.0,23.0,,2.0,,,,,69.0,50.0,8.4,13.0,4,,6.0,5.0,2.0,,2.0,1.0,,,2.0,1.0,,1.0,1.0,,,1.0,,3.0,1.0,4.0,3.0,,XaviSimons,2.0,,2.0,1.0,,,,,
10582149,home,PSV Eindhoven,Cody Gakpo,,,cody-gakpo,C. Gakpo,M,18,193,51143,M,862967,EUR,926035200,F,11,11,False,28.0,24.0,1.0,1.0,5.0,5.0,21.0,28.0,,2.0,,,,,63.0,46.0,10.0,10.0,6,5.0,2.0,3.0,2.0,,5.0,,2.0,1.0,2.0,,,1.0,,,2.0,1.0,1.0,1.0,,1.0,,,CodyGakpo,,,3.0,,True,,,,
10582149,home,PSV Eindhoven,André Ramalho,,,andre-ramalho,A. Ramalho,D,5,182,5374,M,148155,EUR,698198400,D,5,5,True,44.0,41.0,3.0,2.0,29.0,29.0,12.0,15.0,1.0,3.0,,,,,45.0,48.0,7.0,3.0,0,,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,
10582149,home,PSV Eindhoven,Ki-Jana Hoever,,,ki-jana-hoever,K. Hoever,D,12,180,943,M,954044,EUR,1011312000,D,2,2,True,24.0,20.0,3.0,1.0,10.0,11.0,11.0,16.0,1.0,1.0,,,,,35.0,39.0,7.3,7.0,0,3.0,1.0,3.0,2.0,,,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,
10582149,home,PSV Eindhoven,Érick Gutiérrez,,,erick-gutierrez,É. Gutiérrez,M,15,181,915,M,590700,EUR,803174400,M,15,15,True,17.0,15.0,1.0,1.0,5.0,7.0,10.0,10.0,1.0,4.0,,,,,35.0,26.0,6.6,4.0,0,,4.0,5.0,1.0,,,,2.0,,,2.0,3.0,,,,,1.0,,,,2.0,,,,1.0,,,,,,,,
10582149,home,PSV Eindhoven,Savinho,,,savio,Savinho,M,26,176,52313,M,1046795,EUR,1081555200,F,33,33,True,8.0,6.0,1.0,,1.0,2.0,6.0,8.0,,2.0,,,,,27.0,16.0,6.9,6.0,0,2.0,5.0,2.0,2.0,,,,,,1.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,Savinho,,1.0,,,,,,,
10582149,home,PSV Eindhoven,Yorbe Vertessen,,,yorbe-vertessen,Y. Vertessen,F,11,176,940,M,909958,EUR,978912000,F,32,32,True,10.0,9.0,,,2.0,2.0,7.0,9.0,,,,,,,21.0,13.0,6.8,4.0,0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,
10582149,home,PSV Eindhoven,Joël Drommel,,,joel-drommel,J. Drommel,G,1,189,376,M,610396,EUR,848102400,G,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10582149,home,PSV Eindhoven,Boy Waterman,,,boy-waterman,B. Waterman,G,,188,86,M,2594,EUR,443750400,G,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10582149,home,PSV Eindhoven,Richard Ledezma,,,richard-ledezma,R. Ledezma,D,37,175,944,M,985176,EUR,968198400,M,37,37,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10582149,home,PSV Eindhoven,Ismael Saibari,,,ismael-saibari,I. Saibari,M,34,185,23357,M,1063767,EUR,980640000,M,28,28,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,ismaelsaibari,,,,,,,,,
10582149,home,PSV Eindhoven,Phillipp Mwene,,,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,D,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10582149,home,PSV Eindhoven,Carlos Vinícius,,,carlos-vinicius,C. Vinícius,F,95,190,7221,M,891920,EUR,796089600,F,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
