match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_interceptionWon,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_wonTackle,stat_wasFouled,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_wonContest,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt
12436592,home,Crystal Palace,Dean Henderson,,,dean-henderson,D. Henderson,G,1,188,5010,M,deanhenderson,788134,EUR,858124800,G,1,1,False,24.0,14.0,14.0,4.0,0.0,11.0,13.0,3.0,11.0,6.0,1.0,1.0,1.0,90.0,27.0,6.3,10.0,0.00069401,0,0.0122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436592,home,Crystal Palace,Joel Ward,,,joel-ward,J. Ward,D,25,188,258,M,,39183,EUR,625622400,D,2,2,False,22.0,14.0,6.0,2.0,0.0,11.0,14.0,3.0,8.0,7.0,,,,71.0,30.0,6.0,9.0,0.00698663,0,,True,5.0,2.0,1.0,3.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12436592,home,Crystal Palace,Maxence Lacroix,,,maxence-lacroix,M. Lacroix,D,5,192,6873,M,,879674,EUR,954979200,D,5,5,False,33.0,29.0,5.0,3.0,0.0,25.0,27.0,4.0,6.0,3.0,,,,90.0,41.0,6.4,5.0,0.00306962,0,,,1.0,1.0,,6.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12436592,home,Crystal Palace,Chris Richards,,,chris-richards,C. Richards,D,26,188,2004,M,,931844,EUR,954201600,D,26,26,False,32.0,26.0,3.0,,0.0,24.0,25.0,2.0,7.0,,,,,90.0,47.0,6.7,6.0,0.00061425,0,,,2.0,6.0,,9.0,2.0,,,3.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12436592,home,Crystal Palace,Daniel Muñoz,,,daniel-munoz,D. Muñoz,M,2,183,12060,M,daniel.chitiva,870360,EUR,833068800,M,12,12,False,21.0,15.0,1.0,,0.0,7.0,8.0,8.0,13.0,5.0,,,,90.0,43.0,7.0,10.0,0.0428551,1,,,6.0,5.0,1.0,1.0,5.0,4.0,2.0,,,1.0,1.0,,1.0,4.0,,1.0,2.0,0.0555,,,,,,,,,,,,
12436592,home,Crystal Palace,Will Hughes,,,will-hughes,W. Hughes,M,19,185,1026,M,,193554,EUR,798076800,M,19,19,False,14.0,10.0,1.0,,0.0,5.0,6.0,5.0,8.0,2.0,,,,45.0,19.0,6.4,5.0,0.0134848,0,,,3.0,1.0,,,1.0,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
12436592,home,Crystal Palace,Jefferson Lerma,,,jefferson-lerma,J. Lerma,M,8,179,5444,M,jeffersonlerma,355796,EUR,783043200,M,8,8,False,33.0,23.0,4.0,,0.0,16.0,21.0,7.0,12.0,5.0,,,,90.0,43.0,6.8,11.0,0.00620661,0,,,1.0,4.0,,3.0,2.0,,,1.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
12436592,home,Crystal Palace,Ben Chilwell,,,ben-chilwell,B. Chilwell,D,3,181,10903,M,Chilly,802695,EUR,851126400,M,25,25,False,22.0,19.0,4.0,2.0,0.0,12.0,14.0,8.0,11.0,7.0,,,,90.0,56.0,7.9,9.0,0.124276,3,,,2.0,3.0,1.0,3.0,2.0,,2.0,,,2.0,1.0,,,1.0,1.0,1.0,2.0,0.1714,3.0,1.0,2.0,1.0,0.355,,,,,,,
12436592,home,Crystal Palace,Ismaïla Sarr,,,ismaila-sarr,I. Sarr,F,7,185,26789,M,ismaila_sarr18,845286,EUR,888364800,F,7,7,False,15.0,8.0,,,1.0,2.0,4.0,6.0,11.0,4.0,,,,63.0,26.0,7.0,10.0,0.253698,3,,,4.0,2.0,1.0,1.0,,,1.0,2.0,1.0,,2.0,,,,,1.0,1.0,0.2946,,,2.0,,0.4247,1.0,1.0,,,,,
12436592,home,Crystal Palace,Romain Esse,,,romain-esse,R. Esse,M,14,178,1101,M,,1438837,EUR,1115942400,F,21,21,False,14.0,9.0,1.0,1.0,1.0,3.0,5.0,6.0,9.0,5.0,,,,81.0,34.0,7.9,11.0,0.284559,0,,,3.0,11.0,2.0,1.0,6.0,1.0,2.0,2.0,,,1.0,,,4.0,2.0,,4.0,,,,,,,1.0,,1.0,,,,
