match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_outfielderBlock,captain,stat_onTargetScoringAttempt,stat_errorLeadToAGoal,stat_fouls,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_goals,stat_keyPass,stat_accurateCross,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_bigChanceCreated,stat_bigChanceMissed,stat_goalAssist,stat_hitWoodwork
11453178,home,Al-Okhdood,Paulo Vítor,,,paulo-vitor,P. Vítor,G,1,195.0,133,M,861003,EUR,596073600,G,1,1,False,25.0,12.0,18.0,5.0,11.0,13.0,1.0,12.0,1.0,1.0,7.0,1.0,1.0,90.0,36.0,6.0,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453178,home,Al-Okhdood,Awdh Faraj,,,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000,D,27,27,False,27.0,23.0,3.0,2.0,11.0,12.0,12.0,15.0,5.0,1.0,8.0,,,90.0,56.0,6.5,13.0,1,3.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
11453178,home,Al-Okhdood,Solomon Kvirkvelia,,,solomon-kvirkvelia,S. Kvirkvelia,D,,196.0,258,M,95636,EUR,697334400,D,5,5,False,14.0,12.0,5.0,3.0,7.0,7.0,5.0,7.0,1.0,6.0,2.0,,,90.0,27.0,6.5,2.0,0,2.0,,2.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11453178,home,Al-Okhdood,Saeed Al-Rabiei,,,saeed-al-rabiei,S. Al-Rabiei,D,4,187.0,32,M,954639,EUR,746841600,D,4,4,False,34.0,30.0,2.0,1.0,25.0,25.0,5.0,9.0,6.0,5.0,3.0,,,90.0,49.0,6.0,6.0,1,1.0,4.0,4.0,2.0,,2.0,2.0,,,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11453178,home,Al-Okhdood,Hamed Al-Mansour,,,hamed-al-mansour,H. Al-Mansour,D,,172.0,357,M,818578,EUR,737769600,D,20,20,False,19.0,15.0,2.0,1.0,7.0,7.0,8.0,15.0,7.0,1.0,7.0,,,90.0,45.0,6.7,10.0,3,1.0,4.0,3.0,,,,2.0,1.0,2.0,,,,,,,3.0,1.0,2.0,1.0,3.0,,,,,,,,,,,
11453178,home,Al-Okhdood,Hassan Al-Habib,,,hassan-al-habib,H. Al-Habib,M,15,183.0,6,M,847228,EUR,779500800,M,77,77,False,43.0,36.0,3.0,,20.0,21.0,16.0,22.0,2.0,,4.0,,,90.0,54.0,7.2,9.0,2,,,4.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
11453178,home,Al-Okhdood,Juan Pedroza,,,juan-pedroza,J. Pedroza,M,18,176.0,186,M,972585,EUR,923529600,M,18,18,False,32.0,25.0,1.0,,13.0,14.0,12.0,22.0,5.0,1.0,3.0,,,90.0,51.0,6.7,14.0,1,,1.0,4.0,1.0,1.0,,3.0,2.0,2.0,1.0,,,,,,4.0,3.0,,,,,3.0,,,,,,,,,
11453178,home,Al-Okhdood,Eid Al Muwallad,Eid Al Muwallad,,eid-al-muwallad,E. A. Muwallad,M,14,175.0,194,M,1521467,EUR,1008288000,M,6,6,False,20.0,18.0,4.0,2.0,8.0,8.0,10.0,12.0,3.0,,3.0,,,45.0,25.0,6.8,2.0,0,,,1.0,,,1.0,2.0,2.0,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,
11453178,home,Al-Okhdood,Alex Collado,Alex,Collado,alex-collado,A. Collado,M,8,177.0,1606,M,859767,EUR,924739200,M,11,11,False,27.0,20.0,2.0,,6.0,6.0,15.0,28.0,2.0,,1.0,,,88.0,46.0,6.3,16.0,2,,,7.0,1.0,,,,,,1.0,,,1.0,,3.0,7.0,1.0,3.0,1.0,1.0,,,1.0,1.0,,,,,,,
11453178,home,Al-Okhdood,Mohammed Al Jahif,Mohammed Al Jahif,,mohammed-al-jahif,M. A. Jahif,M,10,175.0,11,M,1521471,EUR,912297600,M,21,21,False,8.0,6.0,,,,1.0,6.0,7.0,2.0,,3.0,,,45.0,14.0,6.6,4.0,0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
