match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_shotValueNormalized,stat_interceptionWon,stat_challengeLost,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,captain,stat_shotOffTarget,stat_totalOffside,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed
14585933,home,1. FSV Mainz 05,Robin Zentner,robin-zentner,R. Zentner,G,27,193,299,M,174345,EUR,783302400,G,27,27,False,53.0,38.0,26.0,11.0,0.0,29.0,30.0,9.0,23.0,2.0,1.0,12.0,2.0,1.0,3.0,4.0,90.0,68.0,7.0,15.0,0.1433,0,0.11,0.01,-0.05,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14585933,home,1. FSV Mainz 05,Andreas Hanche-Olsen,andreas-hanche-olsen,A. Hanche-Olsen,D,25,185,371,M,794294,EUR,853459200,D,25,25,False,60.0,42.0,10.0,3.0,0.0,29.0,32.0,13.0,28.0,9.0,,5.0,,,,,90.0,71.0,6.2,20.0,,2,-0.2,0.03,-0.33,,,,1.0,1.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,-0.19,,,,,,,,,,,,,,,
14585933,home,1. FSV Mainz 05,Lennard Maloney,lennard-maloney,L. Maloney,M,15,187,257,M,893962,EUR,939340800,D,15,15,False,33.0,27.0,3.0,1.0,0.0,25.0,28.0,2.0,5.0,3.0,9.0,4.0,1.0,,,,85.0,48.0,6.8,6.0,,0,-0.07,0.05,0.26,,,,,1.0,2.0,1.0,,,,,,4.0,,,,,1.0,,,,,,,,,,,,,,
14585933,home,1. FSV Mainz 05,Dominik Kohr,dominik-kohr,D. Kohr,D,31,183,345,M,152206,EUR,759974400,D,31,31,False,60.0,50.0,9.0,4.0,0.0,27.0,29.0,23.0,31.0,6.0,,8.0,1.0,,,,90.0,80.0,6.4,15.0,,0,0.14,0.1,-0.34,,,,,,,5.0,1.0,,,,,,5.0,3.0,3.0,,6.0,1.0,2.0,,,,,,,,,,,,
14585933,home,1. FSV Mainz 05,Phillipp Mwene,phillipp-mwene,P. Mwene,M,2,170,475,M,138126,EUR,759801600,M,2,2,False,21.0,15.0,1.0,,0.0,6.0,9.0,9.0,12.0,1.0,,5.0,,,,,69.0,32.0,6.4,10.0,,0,0.0,0.12,-0.04,,,,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,
14585933,home,1. FSV Mainz 05,Nadiem Amiri,nadiem-amiri,N. Amiri,M,10,180,2903,M,327755,EUR,846374400,M,10,10,False,38.0,30.0,3.0,,0.0,11.0,12.0,19.0,26.0,2.0,1.0,4.0,,,,,90.0,55.0,6.6,18.0,,2,0.45,0.37,-0.11,,,,1.0,2.0,1.0,9.0,3.0,3.0,1.0,1.0,1.0,,,,3.0,-0.38,,,4.0,3.0,,,,,,,,,,,
14585933,home,1. FSV Mainz 05,Kaishu Sano,kaishu-sano,K. Sano,M,6,176,2319,M,1028307,EUR,978134400,M,6,6,False,46.0,34.0,5.0,2.0,0.0,20.0,29.0,14.0,17.0,3.0,4.0,7.0,1.0,,,,90.0,58.0,6.7,13.0,,0,0.12,0.02,0.2,,,,1.0,2.0,1.0,5.0,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,
14585933,home,1. FSV Mainz 05,Silvan Widmer,silvan-widmer,S. Widmer,M,30,182,534,M,157377,EUR,731289600,M,30,30,False,18.0,11.0,4.0,1.0,0.0,3.0,8.0,8.0,10.0,,1.0,1.0,,,,,69.0,30.0,6.5,11.0,,1,-0.03,0.04,-0.08,,,,,,,,,,,,,,,,,-0.18,,,2.0,,,True,1.0,,,,,,,,
14585933,home,1. FSV Mainz 05,Paul Nebel,paul-nebel,P. Nebel,F,8,169,1153,M,980621,EUR,1034208000,F,8,8,False,43.0,31.0,5.0,2.0,0.0,12.0,13.0,19.0,30.0,3.0,1.0,5.0,1.0,,,,90.0,71.0,7.3,24.0,,1,0.51,0.2,0.22,,,,9.0,1.0,1.0,4.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,-0.2,,,3.0,2.0,1.0,,,,,,,,,,
14585933,home,1. FSV Mainz 05,Jae-sung Lee,jae-sung-lee,J. Lee,F,7,180,2656,M,537552,EUR,713404800,F,7,7,False,15.0,13.0,,,0.0,9.0,9.0,4.0,6.0,6.0,,4.0,,,,,60.0,22.0,6.7,2.0,,0,0.0,0.02,0.18,,,,,6.0,1.0,8.0,,,,,,,5.0,5.0,2.0,,,,,2.0,,,,,,,,,,,
