match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,captain,stat_totalContest,stat_wonContest,stat_fouls,player_firstName,player_lastName,stat_dispossessed,stat_accurateCross,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox,player_sofascoreId,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_goals
10438336,home,Casa Pia,Ricardo Batista,ricardo-batista,R. Batista,G,33,193,111,M,9668,EUR,532656000,G,33,33,False,32.0,27.0,10.0,5.0,23.0,25.0,4.0,7.0,2.0,1.0,2.0,1.0,3.0,11.0,1.0,2.0,3.0,90.0,48.0,6.8,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10438336,home,Casa Pia,Lucas Soares,lucas-soares,L. Soares,M,42,176,85,M,991358,EUR,894240000,D,42,42,False,30.0,25.0,2.0,1.0,21.0,25.0,4.0,6.0,2.0,2.0,4.0,2.0,4.0,6.0,,,,90.0,49.0,7.0,9.0,0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10438336,home,Casa Pia,João Nunes,joao-nunes,J. Nunes,D,30,188,83,M,190135,EUR,816739200,D,3,3,False,37.0,24.0,9.0,2.0,18.0,26.0,6.0,11.0,1.0,1.0,6.0,1.0,5.0,5.0,,,,90.0,59.0,8.0,15.0,1,,2.0,5.0,3.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,
10438336,home,Casa Pia,Vasco Fernandes,vasco-fernandes,V. Fernandes,D,,181,45,M,41650,EUR,532137600,D,13,13,False,40.0,31.0,5.0,1.0,26.0,31.0,5.0,9.0,1.0,1.0,3.0,,3.0,3.0,,,,90.0,51.0,6.9,11.0,0,,1.0,1.0,,2.0,,,2.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,
10438336,home,Casa Pia,Nermin Zolotić,nermin-zolotic,N. Zolotić,D,44,188,74,M,94826,EUR,742003200,D,19,19,False,55.0,49.0,3.0,1.0,41.0,44.0,8.0,11.0,,1.0,1.0,,7.0,10.0,,,,90.0,74.0,7.1,7.0,0,,3.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
10438336,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,D,5,5,False,25.0,19.0,3.0,1.0,16.0,20.0,3.0,7.0,,5.0,4.0,,3.0,10.0,2.0,,,90.0,53.0,6.3,15.0,0,2.0,1.0,1.0,,,,,,,5.0,1.0,,,,1.0,,,,,,,,,,,
10438336,home,Casa Pia,Takahiro Kunimoto,takahiro-kunimoto,T. Kunimoto,M,,172,110,M,794765,EUR,876268800,M,14,14,False,15.0,11.0,1.0,,6.0,9.0,7.0,9.0,,2.0,1.0,1.0,3.0,2.0,,,,69.0,26.0,6.9,5.0,1,3.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,2.0,1.0,,,,,,,,,
10438336,home,Casa Pia,Neto,neto,Neto,M,8,181,91,M,843358,EUR,683769600,M,8,8,False,26.0,21.0,3.0,2.0,12.0,15.0,9.0,12.0,,2.0,4.0,1.0,,4.0,,,,68.0,45.0,6.9,10.0,0,1.0,3.0,4.0,3.0,4.0,,,,,,,1.0,,,,,1.0,,,,,,,,,
10438336,home,Casa Pia,Afonso Taira,afonso-taira,A. Taira,M,6,177,41,M,153040,EUR,708739200,M,27,27,False,35.0,22.0,7.0,4.0,13.0,23.0,9.0,12.0,,5.0,6.0,2.0,1.0,10.0,1.0,,,76.0,49.0,7.0,14.0,0,,,4.0,3.0,,,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,
10438336,home,Casa Pia,Saviour Godwin,saviour-godwin,S. Godwin,M,77,170,247,M,359650,EUR,840672000,M,7,7,False,16.0,9.0,1.0,,7.0,8.0,3.0,10.0,,10.0,4.0,1.0,,6.0,,,,72.0,42.0,6.2,20.0,3,2.0,1.0,1.0,,4.0,,,,,6.0,3.0,1.0,,,5.0,1.0,2.0,,2.0,1.0,,,,,,
