match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_ownGoals,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_totalClearance,stat_wonTackle,stat_wasFouled,captain,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalCross,stat_totalContest,stat_bigChanceCreated,stat_interceptionWon,stat_aerialWon,stat_wonContest,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_lastManTackle,stat_savedShotsFromInsideTheBox,stat_blockedScoringAttempt,stat_totalOffside
11453048,home,Damac FC,Abdulbasit Hawsawi,abdulbasit-hawsawi,A. Hawsawi,G,22,186.0,17,M,948594,EUR,851126400.0,G,22,22,False,34.0,26.0,15.0,7.0,0.0,25.0,28.0,1.0,6.0,8.0,1.0,1.0,1.0,1.0,90.0,39.0,6.3,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453048,home,Damac FC,Alhwsawi Sanousi Mohammed,alhwsawi-sanousi-mohammed,A. S. Mohammed,D,12,172.0,20,M,1085415,EUR,902707200.0,D,21,21,False,42.0,37.0,2.0,,0.0,22.0,24.0,15.0,18.0,6.0,,,,,87.0,52.0,6.6,8.0,0,Alhwsawi Sanousi Mohammed,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11453048,home,Damac FC,Noor Al-Rashidi,noor-al-rashidi,N. Al-Rashidi,D,4,179.0,18,M,1065328,EUR,794966400.0,D,4,4,False,63.0,54.0,11.0,4.0,0.0,50.0,52.0,4.0,11.0,4.0,,,,,90.0,78.0,6.9,11.0,0,Noor Al-Rashidi,,3.0,8.0,,6.0,2.0,,,2.0,1.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,
11453048,home,Damac FC,Farouk Chafaï,farouk-chafai,F. Chafaï,D,5,182.0,329,M,880083,EUR,646099200.0,D,15,15,False,56.0,54.0,5.0,3.0,0.0,47.0,48.0,7.0,8.0,1.0,,,,,90.0,63.0,7.2,3.0,1,,,3.0,,,,1.0,1.0,,,2.0,2.0,,,True,1.0,1.0,1.0,,,,,,,,,,,,,
11453048,home,Damac FC,Dhari Al-Enezi,dhari-al-enezi,D. Al-Enezi,D,20,170.0,42,M,1214301,EUR,957571200.0,D,20,20,False,41.0,21.0,2.0,,0.0,15.0,22.0,6.0,20.0,5.0,,,,,90.0,66.0,7.0,25.0,0,Dhari Al-Enezi,,2.0,5.0,,3.0,2.0,,1.0,,1.0,,2.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
11453048,home,Damac FC,Tarek Hamed,hamed-tarek,T. Hamed,M,8,165.0,561,M,560168,EUR,593654400.0,M,8,8,False,78.0,73.0,8.0,6.0,0.0,47.0,48.0,26.0,30.0,8.0,,,,,90.0,81.0,6.9,5.0,0,,,5.0,3.0,,,,4.0,1.0,,1.0,,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,
11453048,home,Damac FC,Bader Munshi,bader-munshi,B. Munshi,M,16,178.0,9,M,1102071,EUR,929836800.0,M,16,16,False,18.0,16.0,2.0,2.0,0.0,11.0,12.0,5.0,6.0,2.0,,,,,45.0,20.0,6.7,2.0,0,Bader Munshi,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11453048,home,Damac FC,Ahmed Harisi,ahmed-harisi,A. Harisi,M,18,170.0,9,M,1520999,EUR,966384000.0,M,18,18,False,23.0,17.0,3.0,1.0,0.0,9.0,10.0,8.0,13.0,7.0,,,,,75.0,44.0,7.1,12.0,0,Ahmed Harisi,,7.0,11.0,2.0,2.0,3.0,2.0,,,2.0,,2.0,6.0,,,,,,3.0,,2.0,1.0,2.0,,,,,,,
11453048,home,Damac FC,Georges-Kévin N'Koudou,georges-kevin-nkoudou,G. N'Koudou,M,11,172.0,2369,M,342909,EUR,792633600.0,M,10,10,False,45.0,41.0,6.0,5.0,1.0,22.0,23.0,21.0,25.0,1.0,,,,,90.0,64.0,8.2,8.0,3,,,2.0,10.0,1.0,,2.0,1.0,1.0,,,,,5.0,,2.0,,,3.0,5.0,1.0,,,5.0,2.0,1.0,1.0,,,,
11453048,home,Damac FC,Abdulaziz Makin,abdulaziz-makeen,A. Making,M,12,169.0,12,M,1141407,EUR,993772800.0,M,12,12,False,11.0,10.0,1.0,1.0,0.0,7.0,7.0,3.0,4.0,2.0,,,,,66.0,32.0,6.9,8.0,2,Abdulaziz Makin,,8.0,6.0,,1.0,4.0,1.0,,1.0,3.0,,1.0,2.0,,1.0,,,,6.0,,,,3.0,,,1.0,,,,
