match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_errorLeadToAGoal,stat_ownGoals,stat_aerialLost,stat_shotOffTarget,stat_keyPass,stat_blockedScoringAttempt,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,captain,stat_punches,stat_hitWoodwork
12624888,home,Al-Nassr,Bento,,,bento,Bento,G,24,190.0,9735,M,bento_matheus,1016104,EUR,928972800,G,24,24,False,17.0,15.0,3.0,1.0,0.0,15.0,16.0,1.0,1.0,1.0,11.0,2.0,5.0,7.0,90.0,34.0,7.6,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624888,home,Al-Nassr,Nawaf Boushal,,,nawaf-boushal,N. Boushal,D,12,178.0,1391,M,,986400,EUR,937440000,D,12,12,False,57.0,46.0,5.0,2.0,0.0,23.0,27.0,33.0,4.0,3.0,5.0,,,,90.0,86.0,7.1,17.0,0,24.0,3.0,1.0,3.0,9.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,
12624888,home,Al-Nassr,Mohammed Al-Fatil,,,mohammed-al-fatil,M. Al-Fatil,D,33,181.0,549,M,,328829,EUR,694483200,D,4,4,False,50.0,50.0,3.0,3.0,0.0,26.0,26.0,24.0,3.0,1.0,3.0,,,,90.0,60.0,6.6,3.0,1,24.0,,,1.0,2.0,1.0,,,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
12624888,home,Al-Nassr,Aymeric Laporte,,,aymeric-laporte,A. Laporte,D,14,191.0,10350,M,laporte27,149734,EUR,769996800,D,27,27,False,43.0,40.0,5.0,4.0,0.0,23.0,25.0,18.0,,,2.0,,,,84.0,48.0,6.5,3.0,0,17.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
12624888,home,Al-Nassr,Majed Mohammed,Majed Mohammed,,majed-mohammed,M. Mohammed,D,50,169.0,71,M,,1385284,EUR,1007337600,D,50,50,False,30.0,25.0,1.0,1.0,0.0,9.0,10.0,21.0,3.0,,2.0,,,,59.0,49.0,6.8,9.0,1,16.0,1.0,,1.0,3.0,1.0,,1.0,1.0,2.0,2.0,2.0,,1.0,,,,,,2.0,1.0,1.0,,,,,,,,
12624888,home,Al-Nassr,Ayman Yahya,,,ayman-ahmed,A. Yahya,M,23,168.0,1412,M,,1130539,EUR,989798400,M,23,23,False,24.0,18.0,2.0,1.0,0.0,6.0,6.0,19.0,4.0,1.0,2.0,,,,72.0,42.0,7.5,11.0,2,12.0,1.0,,,3.0,1.0,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,
12624888,home,Al-Nassr,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,11,181.0,13081,M,marcelo_brozovic,108800,EUR,721872000,M,11,11,False,81.0,75.0,4.0,2.0,1.0,25.0,25.0,61.0,4.0,,6.0,,,,90.0,97.0,7.4,15.0,2,51.0,5.0,1.0,,2.0,1.0,,1.0,,2.0,1.0,1.0,,2.0,,,,,,,1.0,3.0,1.0,1.0,1.0,,,,,
12624888,home,Al-Nassr,Ali Al-Hassan,,,ali-al-hassan,A. Al-Hassan,M,19,183.0,1000,M,,925947,EUR,857433600,M,19,19,False,61.0,58.0,3.0,3.0,0.0,26.0,28.0,33.0,5.0,2.0,,,,,90.0,78.0,6.4,8.0,0,32.0,,,1.0,4.0,1.0,,2.0,,3.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,
12624888,home,Al-Nassr,Sadio Mané,,,sadio-mane,S. Mané,M,10,175.0,169227,M,SadioMané,217704,EUR,702864000,M,10,10,False,36.0,30.0,2.0,1.0,0.0,7.0,7.0,32.0,3.0,,5.0,,,,90.0,51.0,7.8,12.0,2,23.0,3.0,,,3.0,2.0,1.0,,,2.0,2.0,1.0,,,,,1.0,,,2.0,1.0,5.0,1.0,,1.0,4.0,,,,
12624888,home,Al-Nassr,Jhon Durán,,,jhon-duran,J. Durán,F,10,185.0,33270,M,jaderduran9,974577,EUR,1071273600,F,9,9,False,22.0,19.0,3.0,3.0,0.0,7.0,7.0,16.0,2.0,,1.0,,,,90.0,36.0,6.9,7.0,5,12.0,1.0,,1.0,3.0,1.0,1.0,,,1.0,1.0,2.0,,,2.0,,,,,1.0,3.0,1.0,,1.0,,2.0,1.0,,,
