match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,player_lastName,stat_interceptionWon,stat_wonTackle,stat_blockedScoringAttempt,stat_outfielderBlock,stat_penaltyConceded,stat_keyPass,stat_accurateCross,stat_aerialLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
14771888,home,Al-Riyadh,Milan Borjan,milan-borjan,M. Borjan,G,82,193.0,807,M,79413,EUR,561945600.0,G,82,82,False,True,22.0,18.0,11.0,7.0,0.0,12.0,12.0,6.0,10.0,1.0,3.0,1.0,1.0,1.0,1.0,90.0,28.0,6.7,5.0,0.001607,0.0096,0,-0.1635,0.08,-0.01,-0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771888,home,Al-Riyadh,Osama Al-Boardi,osama-al-boardi,O. Al-Boardi,D,7,166.0,9,M,1914902,EUR,923616000.0,D,7,7,False,,19.0,10.0,2.0,,0.0,7.0,14.0,3.0,5.0,1.0,3.0,,,,,76.0,38.0,6.6,17.0,0.00222145,,1,,0.01,0.17,-0.18,,Osama Al-Boardi,1.0,1.0,4.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0151,-0.01,,,,,,,,,,,,,,,,
14771888,home,Al-Riyadh,Mohammed Alkhaibari,mohammed-alkhaibari,M. Alkhaibari,D,23,184.0,21,M,1048753,EUR,1019088000.0,D,23,23,False,,31.0,26.0,8.0,3.0,0.0,16.0,16.0,10.0,15.0,6.0,2.0,,,,,90.0,40.0,6.7,5.0,0.00955503,,1,,0.22,0.05,-0.11,,Mohammed Alkhaibari,,1.0,,2.0,,,,1.0,1.0,,,,,0.0166,-0.17,,1.0,1.0,,,,,,,,,,,,,
14771888,home,Al-Riyadh,Yoann Barbet,yoann-barbet,Y. Barbet,D,5,190.0,128,M,369544,EUR,736992000.0,D,5,5,False,,38.0,34.0,5.0,3.0,0.0,21.0,23.0,13.0,15.0,6.0,,,,,,90.0,48.0,6.6,5.0,0.018379,,1,,0.23,0.18,-0.24,,,,,,1.0,,,,,1.0,1.0,,1.0,,0.0304,0.01,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
14771888,home,Al-Riyadh,Sulaiman Hahya Hazazi,hazazi-yahya,S. H. Hazazi,D,12,178.0,21,M,1102741,EUR,1044057600.0,D,12,12,False,,23.0,21.0,4.0,3.0,0.0,13.0,13.0,8.0,10.0,3.0,4.0,,,,,90.0,42.0,6.4,10.0,0.00828579,,0,,-0.03,-0.07,-0.15,,Hazazi Yahya,2.0,,2.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,
14771888,home,Al-Riyadh,Teddy Okou,teddy-okou,T. Okou,M,10,165.0,622,M,878821,EUR,895190400.0,M,10,10,False,,16.0,12.0,2.0,,0.0,7.0,8.0,5.0,8.0,,4.0,,,,,89.0,40.0,7.3,14.0,0.0193502,,2,,-0.09,0.38,-0.06,,,1.0,,4.0,9.0,,7.0,4.0,2.0,1.0,4.0,4.0,2.0,,0.0257,-0.26,,,1.0,,,,,,,,,,,,,
14771888,home,Al-Riyadh,Tozé,toze,Tozé,M,20,165.0,386,M,1089231,EUR,726969600.0,M,20,20,False,,34.0,26.0,9.0,5.0,1.0,12.0,16.0,14.0,18.0,4.0,9.0,,,,,90.0,52.0,6.9,12.0,0.0725439,,0,,0.17,0.08,-0.09,,,5.0,,7.0,4.0,3.0,,,,1.0,1.0,3.0,2.0,,,,,,1.0,,1.0,,3.0,3.0,1.0,1.0,,,,,,
14771888,home,Al-Riyadh,Sergio González,sergio-gonzalez,S. González,D,4,186.0,273,M,377234,EUR,703728000.0,M,4,4,False,,21.0,19.0,4.0,3.0,0.0,9.0,9.0,10.0,12.0,1.0,4.0,,,,,89.0,28.0,8.3,3.0,0.0399208,,2,,0.33,0.02,0.45,,,,,3.0,1.0,,,,,,1.0,1.0,,,0.071,0.53,,,,1.0,1.0,,,,3.0,,1.0,1.0,0.2798,,,
14771888,home,Al-Riyadh,Muhammad Sahlouli,muhammad-sahlouli,M. Sahlouli,M,16,,23,M,1445996,EUR,1100995200.0,M,16,16,False,,11.0,8.0,,,0.0,3.0,4.0,5.0,7.0,,1.0,,,,,76.0,21.0,6.4,7.0,0.00165903,,0,,-0.26,0.39,-0.06,,Muhammad Sahlouli,3.0,,4.0,3.0,1.0,2.0,2.0,,,1.0,1.0,2.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,
14771888,home,Al-Riyadh,Mamadou Sylla,mamadou-sylla,M. Sylla,F,9,184.0,1348,M,793761,EUR,764121600.0,F,9,9,False,,13.0,9.0,1.0,1.0,0.0,4.0,4.0,5.0,9.0,1.0,2.0,,,,,90.0,18.0,6.3,6.0,0.00471019,,0,,-0.1,-0.24,-0.03,,,2.0,3.0,7.0,3.0,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,1.0,,5.0,,,,,,,
14771888,home,Al-Riyadh,Talal Abubakr Haji,haji-talal-abubakr,T. A. Haji,F,90,175.0,455,M,1501473,EUR,1189900800.0,F,90,90,False,,3.0,1.0,,,0.0,1.0,1.0,,2.0,,1.0,,,,,64.0,6.0,6.5,3.0,3.201e-05,,0,,-0.12,-0.03,0.0,,,,1.0,1.0,2.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
14771888,home,Al-Riyadh,Saud Al-Tumbukti,saud-al-tumbukti,S. Al-Tumbukti,D,,177.0,8,M,1943702,EUR,1106870400.0,D,44,44,True,,6.0,4.0,1.0,,0.0,2.0,3.0,2.0,3.0,,2.0,,,,,26.0,7.0,6.3,2.0,0.00087441,,0,,0.0,,-0.2,,Saud Al-Tumbukti,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
14771888,home,Al-Riyadh,Ammar Al Harfi,ammar-al-harfi,A. A. Harfi,D,33,175.0,18,M,1549076,EUR,985478400.0,D,33,33,True,,4.0,3.0,,,0.0,1.0,2.0,2.0,2.0,1.0,,,,,,14.0,7.0,5.8,2.0,0.00044329,,0,,0.01,-0.01,-0.34,,Ammar Al Harfi,,,3.0,,,,,,,,,2.0,,,,,1.0,,,,,,,,1.0,,,,,,
14771888,home,Al-Riyadh,Khalil Al-Absi,khalil-al-absi,K. Al-Absi,M,11,165.0,52,M,1019289,EUR,991008000.0,F,11,11,True,,4.0,2.0,1.0,,0.0,,,2.0,4.0,,2.0,,,,,14.0,8.0,6.5,4.0,0.00037976,,0,,-0.02,0.0,-0.04,,,,,1.0,1.0,1.0,,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
14771888,home,Al-Riyadh,Yahia Al-Shehri,yahia-al-shehri,Y. A. Shehri,M,88,164.0,76,M,196396,EUR,646358400.0,M,88,88,True,,2.0,2.0,,,0.0,,,2.0,2.0,,1.0,,,,,1.0,3.0,,,0.00087154,,0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
14771888,home,Al-Riyadh,Khaled Ali Al Asbahi,khaled-ali-al-asbahi,K. A. A. Asbahi,F,18,,10,M,1217579,EUR,,M,18,18,True,,,,,,0.0,,,,,,,,,,,1.0,,,,,,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
14771888,home,Al-Riyadh,Abdulrahman Al Shammari,abdulrahman-al-shammari,A. A. Shammari,G,22,178.0,15,M,982349,EUR,963100800.0,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771888,home,Al-Riyadh,Marzouq Tambakti,marzouq-tambakti,M. Tambakti,D,87,187.0,50,M,1544937,EUR,1044921600.0,D,87,87,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Marzouq Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771888,home,Al-Riyadh,Mohammed Al Saeed,mohammed-al-saeed,M. A. Saeed,D,81,172.0,23,M,870365,EUR,847929600.0,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771888,home,Al-Riyadh,Ismaila Soro,ismaila-soro,I. Soro,M,19,173.0,162,M,892808,EUR,894499200.0,M,19,19,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771888,away,Damac FC,Kewin,kewin,Kewin,G,1,187.0,116,M,865371,EUR,790992000.0,G,1,1,False,,23.0,20.0,8.0,5.0,0.0,17.0,18.0,3.0,5.0,,8.0,1.0,,,,90.0,31.0,6.4,3.0,0.00026033,,0,-0.7202,0.0,0.0,-0.02,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
14771888,away,Damac FC,Abdul Rahman Al Khaibari,abdul-rahman-al-khaibari,A. R. A. Khaibari,D,22,180.0,16,M,1549073,EUR,953337600.0,D,22,22,False,,26.0,24.0,2.0,1.0,0.0,16.0,17.0,8.0,9.0,1.0,4.0,,,,,90.0,36.0,6.3,6.0,0.00675061,,0,,0.05,-0.22,-0.21,,,,1.0,1.0,1.0,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,
