match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_keyPass,player_sofascoreId,stat_totalTackle,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_wonContest,stat_fouls,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_punches,stat_goalAssist,stat_goals
10407357,home,Royal Antwerp FC,Jean Butez,jean-butez,J. Butez,G,1,188,1350,M,599114,EUR,802569600,G,1,1,False,True,23.0,21.0,9.0,7.0,20.0,20.0,1.0,3.0,13.0,1.0,1.0,1.0,90.0,32.0,6.5,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407357,home,Royal Antwerp FC,Ritchie De Laet,ritchie-de-laet,R. De Laet,D,,186,92,M,30420,EUR,596678400,D,2,2,False,,73.0,67.0,6.0,4.0,28.0,28.0,39.0,45.0,9.0,,,,90.0,89.0,6.5,15.0,1,,,3.0,6.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10407357,home,Royal Antwerp FC,Zeno Van Den Bosch,van-den-bosch-zeno,Z. V. D. Bosch,D,33,191,594,M,1103765,EUR,1057449600,D,33,33,False,,88.0,83.0,9.0,4.0,47.0,47.0,36.0,41.0,10.0,,,,90.0,101.0,6.8,6.0,1,,,8.0,9.0,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10407357,home,Royal Antwerp FC,Willian Pacho,willian-pacho,W. Pacho,D,51,187,25693,M,979480,EUR,1003190400,D,51,51,False,,90.0,78.0,13.0,9.0,43.0,47.0,35.0,43.0,6.0,,,,90.0,99.0,7.2,12.0,0,,,4.0,4.0,,,,1.0,4.0,2.0,3.0,,,,1.0,pachowilliam,1.0,,,,,,,,,,,,,,
10407357,home,Royal Antwerp FC,Jelle Bataille,jelle-bataille,J. Bataille,D,25,175,224,M,889387,EUR,927158400,D,34,34,False,,85.0,68.0,5.0,,27.0,34.0,42.0,54.0,8.0,,,,90.0,121.0,6.9,25.0,1,,,,5.0,1.0,2.0,,1.0,3.0,2.0,7.0,2.0,,,2.0,,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
10407357,home,Royal Antwerp FC,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180,4699,M,1149127,EUR,1107734400,M,48,48,False,,67.0,59.0,9.0,8.0,21.0,21.0,38.0,48.0,10.0,,,,90.0,91.0,7.5,13.0,3,Arthur Vermeeren,,2.0,7.0,1.0,3.0,,,1.0,,7.0,2.0,1.0,1.0,2.0,arthurvermeeren,5.0,2.0,,2.0,4.0,1.0,,2.0,1.0,,,,,,
10407357,home,Royal Antwerp FC,Mandela Keita,mandela-keita,M. Keita,M,16,180,1237,M,1110136,EUR,1020988800,M,27,27,False,,36.0,31.0,6.0,5.0,8.0,9.0,23.0,27.0,6.0,,,,80.0,44.0,7.2,7.0,1,Mandela Keita,,,3.0,1.0,,1.0,,3.0,3.0,5.0,1.0,,,1.0,,2.0,,,,2.0,1.0,,,1.0,,,,,,
10407357,home,Royal Antwerp FC,Arbnor Muja,arbnor-muja,A. Muja,M,7,179,523,M,890695,EUR,912297600,M,11,11,False,,47.0,39.0,3.0,2.0,14.0,15.0,28.0,37.0,7.0,,,,85.0,81.0,6.1,21.0,9,Arbnor,Muja,,10.0,3.0,7.0,2.0,,,,3.0,1.0,5.0,,2.0,,,5.0,3.0,2.0,,,1.0,2.0,1.0,2.0,1.0,,,,
10407357,home,Royal Antwerp FC,Jürgen Ekkelenkamp,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188,1195,M,904887,EUR,954892800,M,24,24,False,,30.0,27.0,1.0,1.0,6.0,6.0,22.0,32.0,5.0,,,,90.0,53.0,6.7,16.0,3,,,4.0,10.0,4.0,1.0,1.0,,,1.0,6.0,2.0,1.0,,3.0,,1.0,8.0,1.0,1.0,1.0,2.0,3.0,1.0,,1.0,,1.0,,,
10407357,home,Royal Antwerp FC,Michel Ange Balikwisha,michel-ange-balikwisha,M. A. Balikwisha,M,10,177,4201,M,923969,EUR,989452800,M,10,10,False,,42.0,31.0,2.0,2.0,9.0,9.0,25.0,40.0,2.0,,,,90.0,68.0,7.9,20.0,6,,,1.0,5.0,3.0,1.0,1.0,,,,4.0,,4.0,,4.0,,1.0,7.0,3.0,1.0,,1.0,2.0,1.0,1.0,,1.0,2.0,,,
10407357,home,Royal Antwerp FC,Gyrano Kerk,gyrano-kerk,G. Kerk,M,7,175,505,M,386950,EUR,817862400,F,7,7,False,,29.0,25.0,,,2.0,3.0,24.0,27.0,5.0,,,,90.0,48.0,6.9,10.0,3,,,1.0,10.0,1.0,5.0,2.0,,2.0,,5.0,,1.0,,2.0,,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,4.0,1.0,2.0,,,,
10407357,home,Royal Antwerp FC,Alhassan Yusuf,alhassan-yusuf,A. Yusuf,M,80,175,917,M,943114,EUR,963878400,M,8,8,True,,15.0,14.0,2.0,2.0,1.0,2.0,13.0,15.0,1.0,,,,10.0,20.0,6.8,3.0,1,,,,,,,,,,,1.0,,,,,,1.0,2.0,,1.0,1.0,,,,,,,,,,
10407357,home,Royal Antwerp FC,Christopher Scott,christopher-scott,C. Scott,M,30,174,169,M,997118,EUR,1023408000,M,32,32,True,,9.0,6.0,1.0,,,,7.0,12.0,,,,,9.0,14.0,6.5,6.0,0,,,,1.0,,1.0,,,,,,,,,,,,3.0,1.0,,,,,,,,1.0,,,,
10407357,home,Royal Antwerp FC,Ortwin De Wolf,de-wolf-ortwin,O. D. Wolf,G,1,190,160,M,877292,EUR,830217600,G,26,26,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407357,home,Royal Antwerp FC,Sam Vines,sam-vines,S. Vines,D,3,178,118,M,894157,EUR,928108800,D,21,21,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407357,home,Royal Antwerp FC,Gastón Ávila,gaston-avila,G. Ávila,D,3,182,1203,M,975526,EUR,1001808000,D,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
