match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_accurateCross,stat_wonContest,stat_interceptionWon,stat_keyPass,player_sofascoreId,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_errorLeadToAGoal,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_ownGoals
12436955,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,1,1,False,44.0,31.0,23.0,10.0,0.0,23.0,23.0,8.0,21.0,4.0,2.0,2.0,90.0,49.0,6.6,13.0,0.00513773,0,-0.2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436955,home,Fulham,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185,2321,M,329417,EUR,818121600,D,21,21,False,40.0,35.0,5.0,3.0,0.0,29.0,31.0,6.0,11.0,1.0,,,90.0,59.0,6.8,8.0,0.00209018,0,,2.0,1.0,2.0,2.0,3.0,1.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12436955,home,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194,838,M,825719,EUR,852768000,D,31,31,False,55.0,47.0,5.0,1.0,0.0,42.0,46.0,5.0,9.0,1.0,,,90.0,61.0,6.5,8.0,0.0021165,0,,,,2.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436955,home,Fulham,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8710,M,861972,EUR,946598400,D,3,3,False,38.0,35.0,5.0,2.0,0.0,29.0,30.0,6.0,8.0,1.0,,,90.0,50.0,6.9,4.0,0.00234178,0,,,2.0,,4.0,3.0,,3.0,,,,,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12436955,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,34.0,26.0,4.0,3.0,1.0,12.0,15.0,15.0,24.0,2.0,,,90.0,69.0,7.8,17.0,0.183354,0,,5.0,,,1.0,6.0,1.0,5.0,2.0,1.0,,,4.0,1.0,1.0,1.0,,True,1.0,4.0,2.0,2.0,,,,,,,,,,,,,,
12436955,home,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,352770,EUR,831081600,M,17,17,False,35.0,24.0,4.0,2.0,0.0,11.0,15.0,13.0,20.0,6.0,,,90.0,53.0,8.7,16.0,0.0612065,3,,,,1.0,5.0,5.0,1.0,4.0,3.0,,,,4.0,,1.0,,2.0,,,3.0,1.0,1.0,alexanderiwobi,1.0,2.0,1.0,2.0,0.2841,1.2935,,,,,,,
12436955,home,Fulham,Sander Berge,sander-berge,S. Berge,M,16,195,2096,M,793167,EUR,887414400,M,16,16,False,28.0,24.0,1.0,1.0,0.0,18.0,20.0,6.0,8.0,4.0,,,89.0,36.0,6.5,4.0,0.00238645,0,,,1.0,1.0,4.0,3.0,2.0,4.0,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,
12436955,home,Fulham,Harry Wilson,harry-wilson,H. Wilson,M,8,173,4932,M,355528,EUR,858988800,M,8,8,False,19.0,14.0,5.0,5.0,0.0,6.0,7.0,10.0,18.0,3.0,,,80.0,34.0,7.1,11.0,0.0594585,1,,6.0,1.0,,3.0,2.0,,,1.0,,,,1.0,,1.0,,1.0,,2.0,1.0,1.0,1.0,,1.0,,,,0.1715,,1.0,,,,,,
12436955,home,Fulham,Emile Smith Rowe,emile-smith-rowe,E. Smith Rowe,M,32,182,7311,M,867445,EUR,964742400,M,32,32,False,33.0,29.0,,,0.0,12.0,15.0,17.0,18.0,4.0,,,71.0,40.0,6.8,5.0,0.0135434,0,,,1.0,,3.0,3.0,2.0,2.0,1.0,,,,1.0,1.0,2.0,1.0,,,,1.0,,,esr,,,,,,,,,,,,,
12436955,home,Fulham,Reiss Nelson,reiss-nelson,R. Nelson,M,11,175,4847,M,826139,EUR,944784000,M,19,19,False,23.0,21.0,1.0,,0.0,5.0,5.0,16.0,19.0,2.0,,,71.0,36.0,6.6,9.0,0.0318041,0,,1.0,,,5.0,4.0,1.0,1.0,2.0,1.0,,,5.0,,1.0,1.0,,,,2.0,1.0,,reissnelson,1.0,,,,,,,,,,,,
