match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoalsOnTarget,player_firstName,stat_shotOffTarget,stat_interceptionWon,player_lastName,stat_bigChanceMissed,captain,stat_bigChanceCreated,stat_hitWoodwork,stat_errorLeadToAShot,stat_outfielderBlock,stat_penaltyWon,stat_totalOffside,stat_goals
13472666,home,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5904,M,leocjardim,595598,EUR,795657600,G,1,1,False,27.0,23.0,7.0,3.0,0.0,23.0,25.0,2.0,5.0,9.0,2.0,1.0,4.0,1.0,4.0,4.0,90.0,40.0,7.3,5.0,0.00021036,0,0.0087999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472666,home,Vasco da Gama,Paulo Henrique,paulo-henrique,P. Henrique,D,96,175,6662,M,,1021721,EUR,838252800,D,96,96,False,46.0,38.0,2.0,,0.0,16.0,18.0,28.0,2.0,6.0,,,,,,,90.0,77.0,6.5,21.0,0.197203,1,,22.0,8.0,1.0,5.0,7.0,10.0,1.0,1.0,9.0,5.0,1.0,1.0,1.0,1.0,1.0,0.1042,2.0,,,,,,,,,,,,,,,,,,
13472666,home,Vasco da Gama,Carlos Cuesta,carlos-cuesta,C. Cuesta,D,46,179,4436,M,,839095,EUR,920937600,D,46,46,False,52.0,52.0,2.0,2.0,0.0,31.0,31.0,21.0,2.0,5.0,,,,,,,90.0,66.0,6.9,2.0,0.0157364,1,,21.0,1.0,,,2.0,4.0,,,1.0,1.0,,1.0,,,1.0,0.056,1.0,1.0,1.0,3.0,2.0,0.1339,,,,,,,,,,,,,
13472666,home,Vasco da Gama,Robert Renan,robert-renan,R. Renan,D,30,186,3212,M,,1191278,EUR,1065830400,D,30,30,False,62.0,59.0,5.0,4.0,0.0,33.0,33.0,29.0,3.0,2.0,,,,,,,90.0,80.0,7.4,6.0,0.0204071,3,,26.0,2.0,,4.0,3.0,7.0,,,2.0,1.0,1.0,,,,2.0,0.1624,1.0,,1.0,2.0,1.0,0.099,Robert Renan,1.0,4.0,,,,,,,,,,
13472666,home,Vasco da Gama,Lucas Piton,lucas-piton,L. Piton,D,6,176,3645,M,,982174,EUR,971049600,D,6,6,False,60.0,59.0,3.0,3.0,0.0,29.0,29.0,31.0,1.0,6.0,,,,,,,83.0,87.0,7.3,11.0,0.0532004,0,,30.0,7.0,,,3.0,3.0,,1.0,2.0,2.0,,2.0,,,1.0,,,1.0,,1.0,1.0,,,,5.0,,,,,,,,,,
13472666,home,Vasco da Gama,Cauan Barros,barros-cauan,C. Barros,M,88,183,2254,M,,1444694,EUR,1083801600,M,88,88,False,38.0,36.0,6.0,5.0,0.0,19.0,20.0,18.0,,2.0,,,,,,,58.0,46.0,7.1,3.0,0.00845453,0,,17.0,,,2.0,2.0,6.0,1.0,,1.0,,,,,1.0,,,,,,3.0,2.0,,,,,,,,,,,,,,
13472666,home,Vasco da Gama,Tchê Tchê,tche-tche,Tchê Tchê,M,3,175,2494,M,,840398,EUR,715132800,M,3,3,False,66.0,62.0,1.0,,0.0,33.0,33.0,33.0,,3.0,,,,,,,76.0,78.0,7.0,8.0,0.048663,3,,29.0,1.0,,,3.0,3.0,,1.0,3.0,1.0,1.0,,,1.0,,0.0817,1.0,,2.0,1.0,1.0,0.1227,,,,,,,,,,,,,
13472666,home,Vasco da Gama,Andrés Gómez,andres-gomez,A. Gómez,M,11,172,4196,M,,1160386,EUR,1031788800,M,11,11,False,46.0,37.0,,,0.0,10.0,10.0,36.0,,12.0,,,,,,,90.0,73.0,7.3,19.0,0.134206,7,,27.0,4.0,1.0,,4.0,4.0,1.0,,4.0,2.0,3.0,5.0,,2.0,1.0,0.5107,4.0,1.0,3.0,,,0.5736,,1.0,2.0,,1.0,,,,,,,,
13472666,home,Vasco da Gama,Philippe Coutinho,philippe-coutinho,P. Coutinho,M,,172,68539,M,Coutinho,119159,EUR,708307200,M,10,10,False,54.0,51.0,2.0,1.0,0.0,22.0,23.0,31.0,,3.0,,,,,,,83.0,70.0,7.2,11.0,0.452456,2,,29.0,6.0,2.0,,5.0,2.0,,2.0,1.0,,1.0,1.0,,2.0,2.0,0.1864,3.0,,,,,,,1.0,,,,True,,,,,,,
13472666,home,Vasco da Gama,Nuno Moreira,nuno-moreira,N. Moreira,M,17,173,4340,M,,851285,EUR,929491200,M,17,17,False,33.0,33.0,,,0.0,8.0,8.0,25.0,,3.0,,,,,,,58.0,39.0,7.1,1.0,0.082263,1,,25.0,1.0,,,1.0,2.0,,,1.0,1.0,,,,1.0,1.0,0.382,2.0,,,,,,,1.0,,,,,1.0,,,,,,
13472666,home,Vasco da Gama,Rayan,rayan,Rayan,M,37,185,31537,M,,1464966,EUR,1154563200,F,77,77,False,15.0,14.0,,,0.0,5.0,5.0,10.0,,1.0,,,,,,,90.0,26.0,7.1,6.0,0.0395654,2,,9.0,2.0,,,4.0,4.0,,2.0,,,1.0,1.0,,4.0,,0.1874,4.0,2.0,,,,,Rayan,1.0,,,,,,1.0,,,,,
13472666,home,Vasco da Gama,Pablo Vegetti,pablo-vegetti,P. Vegetti,F,99,187,16902,M,pablovegetti,583974,EUR,592876800,F,99,99,True,6.0,4.0,,,0.0,2.0,2.0,4.0,,,,,,,,,32.0,9.0,6.8,2.0,0.0662817,2,,2.0,,,1.0,4.0,2.0,1.0,,,,,,,1.0,1.0,0.1164,,2.0,1.0,,,0.6482,,1.0,,,,,,,,,,,
13472666,home,Vasco da Gama,Matheus França,matheus-franca,Matheus França,F,9,184,3705,M,,1116593,EUR,1080777600,F,9,9,True,32.0,28.0,1.0,,0.0,10.0,10.0,22.0,,,,,,,,,32.0,38.0,6.7,6.0,0.0496536,1,,18.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,2.0,,1.0,,0.0194,1.0,,,,,,Matheus França,,,,,,,,1.0,,,,
13472666,home,Vasco da Gama,Gabriel Souza,gabriel-souza-gb,G. Souza,F,21,190,1416,M,,1444693,EUR,1104883200,F,19,19,True,6.0,5.0,,,0.0,1.0,1.0,5.0,,,,,,,,,14.0,7.0,6.6,1.0,0.0107448,0,,4.0,,,1.0,2.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,
13472666,home,Vasco da Gama,David,david,David,M,7,179,2160,M,,840291,EUR,813888000,F,7,7,True,6.0,5.0,1.0,1.0,0.0,3.0,3.0,3.0,,,,,,,,,12.0,10.0,6.5,2.0,0.00169842,1,,2.0,,,,,1.0,,,,,1.0,1.0,,1.0,,0.0271,,,,,,,,,,,,,,,1.0,,,,
