match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_clearanceOffLine,stat_outfielderBlock,stat_fouls,stat_totalContest,stat_wonContest,stat_aerialWon,stat_challengeLost,stat_penaltyWon,stat_shotOffTarget,stat_unsuccessfulTouch,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,captain,stat_goals,stat_penaltyFaced,stat_punches,stat_penaltyConceded
10583881,home,Al Tai,Victor Braga,victor-braga,V. Braga,G,1,193.0,79,M,805020,EUR,698284800,G,1,1,False,33.0,13.0,29.0,9.0,10.0,11.0,3.0,22.0,1.0,4.0,12.0,1.0,2.0,2.0,4.0,2.0,2.0,90.0,49.0,7.9,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583881,home,Al Tai,Collins Fai,collins-fai,C. Fai,D,,167.0,535,,336551,EUR,713664000,D,40,40,False,37.0,28.0,8.0,4.0,16.0,18.0,13.0,21.0,3.0,,5.0,1.0,,,,,,72.0,57.0,7.3,12.0,1,2.0,1.0,1.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10583881,home,Al Tai,Abdulkarim Al Sulaima,abdulkarim-al-sulaima,A. A. Sulaima,D,4,,5,M,1127119,EUR,961804800,D,4,4,False,23.0,14.0,5.0,,12.0,15.0,2.0,8.0,2.0,5.0,4.0,,,,,,,90.0,37.0,7.6,10.0,0,,,,1.0,2.0,1.0,,Abdulkarim Al Sulaima,,1.0,4.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,
10583881,home,Al Tai,Hassan Al-Jubairi,hassan-al-jubairi,H. Al-Jubairi,D,,176.0,2,M,1066586,EUR,694224000,D,19,19,False,21.0,15.0,5.0,1.0,12.0,15.0,3.0,6.0,2.0,1.0,4.0,,,,,,,90.0,28.0,6.8,6.0,0,,,,1.0,1.0,1.0,,Hassan Al-Jubairi,,3.0,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,
10583881,home,Al Tai,Hussain Qasim,hussain-qasim,H. Qasim,D,12,179.0,18,M,948595,EUR,874800000,D,12,12,False,26.0,19.0,3.0,1.0,11.0,14.0,8.0,12.0,6.0,2.0,4.0,3.0,,,,,,90.0,51.0,7.2,12.0,0,,,,,2.0,2.0,,,,,3.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,
10583881,home,Al Tai,Mukhtar Ali,ali-mukhtar,A. Mukhtar,M,7,185.0,334,M,788258,EUR,878169600,M,7,7,False,28.0,24.0,3.0,2.0,14.0,17.0,10.0,12.0,7.0,2.0,7.0,1.0,,,,,,90.0,42.0,7.3,6.0,1,1.0,,,,6.0,3.0,2.0,,,1.0,7.0,,,1.0,2.0,1.0,,,3.0,,1.0,,,,,,,,,,
10583881,home,Al Tai,Alfa Semedo,alfa-semedo,A. Semedo,M,30,190.0,367,M,887343,EUR,872899200,M,30,30,False,44.0,28.0,15.0,9.0,15.0,18.0,13.0,26.0,6.0,1.0,4.0,,,,,,,90.0,55.0,7.4,17.0,0,,,,1.0,5.0,3.0,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,
10583881,home,Al Tai,Abdulaziz Al Harabi,abdulaziz-al-harabi,A. A. Harabi,M,18,176.0,18,M,1127117,EUR,864777600,M,6,6,False,13.0,10.0,,,4.0,4.0,6.0,9.0,4.0,,2.0,,,,,,,60.0,24.0,6.5,5.0,0,,,,,3.0,2.0,,Abdulaziz Al Harabi,,1.0,4.0,,,,,2.0,1.0,,2.0,,,1.0,,,,,,,,,
10583881,home,Al Tai,Amir Saâyoud,amir-saayoud,A. Saâyoud,F,11,170.0,2347,M,309154,EUR,654652800,F,10,10,False,35.0,29.0,8.0,6.0,9.0,10.0,20.0,27.0,11.0,,6.0,2.0,,,,,,85.0,55.0,7.6,16.0,0,2.0,,,,3.0,1.0,3.0,,,2.0,10.0,3.0,,,1.0,9.0,5.0,1.0,1.0,,,,1.0,1.0,,,,,,,
10583881,home,Al Tai,Guy Mbenza,guy-mbenza,G. Mbenza,F,9,182.0,384,M,979125,EUR,954547200,F,9,9,False,4.0,2.0,,,1.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,72.0,14.0,7.0,3.0,4,,,,1.0,,,,,,4.0,8.0,,,,1.0,2.0,1.0,2.0,2.0,,,,,,4.0,2.0,,,,,
