match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,captain,stat_totalCross,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_clearanceOffLine,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalContest,stat_wonContest,stat_keyPass,player_sofascoreId,stat_accurateCross,stat_blockedScoringAttempt,stat_goodHighClaim,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated
14109678,home,Alanyaspor,Nicolas Janvier,,,nicolas-janvier,N. Janvier,M,17,171,91,M,802150,EUR,902793600,M,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109678,away,Göztepe,Mateusz Lis,,,mateusz-lis,M. Lis,G,1,192,577,M,798375,EUR,857001600,G,1,1,False,31.0,11.0,29.0,9.0,0.0,3.0,3.0,8.0,28.0,9.0,,3.0,4.0,90.0,40.0,6.8,20.0,0.00231529,0.0507,0,-0.0561,0.11,-0.02,-0.01,0.06,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,1.0,,,
14109678,away,Göztepe,Furkan Bayır,,,furkan-bayir,F. Bayır,D,23,188,77,M,1003161,EUR,950054400,D,23,23,False,29.0,17.0,7.0,3.0,0.0,10.0,16.0,7.0,13.0,3.0,,,,90.0,42.0,6.5,13.0,0.00150001,,1,,0.0,0.15,0.26,,1.0,1.0,3.0,2.0,,,4.0,,1.0,,2.0,0.0402,-0.15,,,,1.0,,,2.0,,0.3261,,,,,,,,,,,
14109678,away,Göztepe,Héliton,,,heliton,Héliton,D,5,196,324,M,922725,EUR,816220800,D,5,5,False,26.0,23.0,3.0,1.0,0.0,19.0,20.0,4.0,6.0,4.0,1.0,,,90.0,34.0,6.4,4.0,0.00155932,,0,,0.05,0.05,-0.21,,,1.0,,1.0,,,5.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
14109678,away,Göztepe,Malcom Bokele,,,malcom-bokele,M. Bokele,D,26,193,545,M,1122632,EUR,950313600,D,26,26,False,42.0,34.0,5.0,,0.0,24.0,26.0,10.0,16.0,3.0,,,,90.0,52.0,6.2,9.0,0.00391671,,0,,0.02,0.01,-0.16,,2.0,4.0,4.0,4.0,,,2.0,2.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
14109678,away,Göztepe,Novatus Miroshi,,,novatus-miroshi,N. Miroshi,M,20,185,3867,M,1103597,EUR,1030924800,M,20,20,False,41.0,34.0,4.0,4.0,0.0,14.0,17.0,20.0,24.0,7.0,,,,89.0,56.0,6.7,10.0,0.0149993,,0,,0.17,0.05,-0.16,,1.0,2.0,9.0,4.0,4.0,,1.0,4.0,2.0,1.0,3.0,,,,,,,,,,,,1.0,,,,novatus_40,,,,,,
14109678,away,Göztepe,Arda Kurtulan,Arda Kurtulan,,arda-kurtulan,A. Kurtulan,D,2,183,386,M,1063395,EUR,1037664000,M,2,2,False,12.0,11.0,,,0.0,4.0,4.0,7.0,8.0,2.0,,,,90.0,37.0,6.5,6.0,0.00603054,,0,,-0.04,0.0,-0.01,,,1.0,3.0,2.0,1.0,,4.0,2.0,,,1.0,,,,1.0,1.0,,,,,3.0,,,1.0,,,,,,,,,
14109678,away,Göztepe,Rhaldney,,,rhaldney,Rhaldney,M,26,184,223,M,992024,EUR,911520000,M,6,6,False,34.0,29.0,1.0,1.0,0.0,12.0,12.0,17.0,22.0,7.0,,,,90.0,49.0,6.8,8.0,0.032247,,2,,-0.19,0.02,-0.01,,2.0,1.0,5.0,5.0,,1.0,2.0,1.0,1.0,,2.0,0.145,-0.46,,,1.0,1.0,,,,2.0,0.1338,1.0,2.0,2.0,2.0,,,,,1.0,,
14109678,away,Göztepe,Efkan Bekiroğlu,,,efkan-bekiroglu,E. Bekiroğlu,M,11,185,168,M,800458,EUR,811036800,M,11,11,False,27.0,24.0,,,0.0,12.0,12.0,12.0,15.0,6.0,,,,76.0,43.0,6.7,11.0,0.0673095,,2,,0.14,0.04,0.17,,,,1.0,1.0,,2.0,1.0,2.0,,,,0.1378,-0.52,,7.0,,,,,,1.0,,,2.0,1.0,1.0,,1.0,,,,,
14109678,away,Göztepe,Amine Cherni,Amine Cherni,,cherni-amine,A. Cherni,D,15,181,874,M,1094487,EUR,994464000,M,15,15,False,34.0,24.0,6.0,2.0,0.0,13.0,15.0,11.0,19.0,1.0,,,,89.0,61.0,6.7,19.0,0.0338954,,0,,0.08,0.08,-0.08,,,1.0,3.0,6.0,,,,1.0,2.0,2.0,2.0,,,,6.0,1.0,,,,,4.0,,,3.0,2.0,,,2.0,,,,1.0,
14109678,away,Göztepe,Janderson,Janderson,,janderson,Janderson,F,39,189,658,M,1462989,EUR,925948800,F,39,39,False,10.0,7.0,2.0,1.0,0.0,1.0,2.0,6.0,8.0,3.0,,,,81.0,24.0,6.3,12.0,0.15109,,1,,0.25,0.23,0.13,,4.0,1.0,8.0,1.0,1.0,,1.0,,,,,0.0299,-0.09,,2.0,,1.0,,,,5.0,0.5847,1.0,2.0,,2.0,,1.0,,,,1.0,1.0
14109678,away,Göztepe,Juan Santos da Silva,,,juan,Juan,F,9,176,1031,M,1009928,EUR,1015459200,F,9,9,False,13.0,11.0,,,0.0,2.0,2.0,9.0,11.0,3.0,,,,81.0,21.0,6.4,4.0,0.0981491,,3,,-0.06,0.34,0.15,,4.0,,7.0,1.0,,1.0,,,,,2.0,0.2613,0.04,,,1.0,2.0,,,1.0,1.0,0.1164,1.0,,,3.0,,,,,,,
14109678,away,Göztepe,Junior Olaitan,Junior Olaitan,,junior-olaitan,J. Olaitan,M,15,174,5168,M,1124357,EUR,1020902400,M,10,10,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,14.0,5.0,6.7,2.0,8.044e-05,,1,,0.01,0.0,-0.06,,1.0,,1.0,1.0,,,,,,,,0.0381,0.0,,,,1.0,,,,2.0,0.1546,,1.0,1.0,,,,,,,,
14109678,away,Göztepe,Taha Altıkardeş,,,taha-altikardes,T. Altıkardeş,D,4,188,271,M,1101279,EUR,1061510400,D,4,4,True,4.0,2.0,2.0,1.0,0.0,2.0,2.0,,2.0,,,,,9.0,7.0,6.4,2.0,2.355e-05,,0,,0.01,,-0.12,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14109678,away,Göztepe,Salem Bouajila,,,salem-bouajila,S. Bouajila,F,24,188,140,M,2029551,EUR,1185926400,F,24,24,True,4.0,2.0,,,0.0,2.0,3.0,,1.0,1.0,,,,9.0,4.0,6.5,2.0,1.301e-05,,0,,-0.03,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
14109678,away,Göztepe,Uğur Kaan Yıldız,,,ugur-kaan-yildiz,U. K. Yıldız,D,22,181,91,M,995383,EUR,1028592000,D,22,22,True,,,,,0.0,,,,,,,,,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109678,away,Göztepe,İsmail Köybaşı,,,ismail-koybasi,İ. Köybaşı,M,12,177,93,M,43605,EUR,616032000,D,12,12,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,1.0,2.0,,1.0,3.48e-06,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109678,away,Göztepe,Ekrem Kılıçarslan,,,ekrem-kilicarslan,E. Kılıçarslan,G,17,187,34,M,852187,EUR,872208000,G,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109678,away,Göztepe,Ruan,,,ruan,Ruan,D,2,174,157,M,868049,EUR,801705600,D,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109678,away,Göztepe,Ogün Bayrak,,,ogun-bayrak,O. Bayrak,M,77,175,45,M,903999,EUR,907977600,D,77,77,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
