match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_fouls,stat_possessionLostCtrl,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_totalOffside,stat_challengeLost,stat_blockedScoringAttempt,stat_wonTackle,stat_shotOffTarget,stat_dispossessed,captain,stat_goals,player_sofascoreId,stat_penaltyWon,stat_goalAssist,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_bigChanceCreated
11409212,away,FC Arouca,David Simão,,,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,5,5,False,61.0,53.0,4.0,2.0,27.0,30.0,26.0,34.0,2.0,9.0,,,90.0,74.0,6.8,0.0,0.0,0.013213,0,,3.0,,2.0,4.0,,,,,14.0,,,2.0,,1.0,,2.0,,,1.0,,1.0,,1.0,True,,,,,,,,,,,
11409212,away,FC Arouca,Pedro Santos,,,santos-pedro,P. S. Carvalho,M,89,183,49,M,1014259,EUR,971308800,M,89,89,False,37.0,35.0,2.0,2.0,19.0,19.0,16.0,19.0,,3.0,,,45.0,42.0,6.6,0.0,0.0,0.0206075,0,,1.0,,4.0,2.0,,,1.0,,4.0,1.0,,,,1.0,,1.0,1.0,,4.0,,1.0,,,,,,,,,,,,,,
11409212,away,FC Arouca,Morlaye Sylla,,,morlaye-sylla,M. Sylla,M,2,170,6425,M,822492,EUR,901497600,M,2,2,False,16.0,12.0,1.0,,6.0,8.0,6.0,8.0,1.0,2.0,,,45.0,22.0,6.5,0.0,0.0,0.01627,0,,,,4.0,2.0,,,2.0,1.0,6.0,1.0,1.0,1.0,,,,,1.0,,2.0,,,,,,,morlayesylla2,,1.0,,,,,,,
11409212,away,FC Arouca,Cristo González,,,cristo-gonzalez,C. González,M,33,180,344,M,592100,EUR,877651200,F,23,23,False,41.0,35.0,,,12.0,12.0,23.0,30.0,1.0,2.0,,,90.0,61.0,7.0,0.1277,0.3417,0.0463252,3,,1.0,,8.0,3.0,5.0,1.0,5.0,2.0,16.0,1.0,1.0,,1.0,,,,2.0,,2.0,2.0,,,,,1.0,,,,,,,,,,
11409212,away,FC Arouca,Rafa Mújica,,,rafa-mujica,R. Mújica,F,19,183,746,M,845424,EUR,909619200,F,19,19,False,15.0,14.0,1.0,1.0,5.0,5.0,9.0,10.0,1.0,3.0,,,85.0,34.0,7.6,0.5369,0.9468,0.00652867,4,,,,9.0,7.0,3.0,2.0,2.0,1.0,6.0,,4.0,2.0,1.0,,,,4.0,,1.0,1.0,,2.0,2.0,,1.0,,,,,,,,,,
11409212,away,FC Arouca,Jerome Opoku,,,opoku-jerome,J. Opoku,D,3,194,1396,M,920514,EUR,908323200,D,3,3,True,17.0,13.0,2.0,1.0,13.0,16.0,,1.0,1.0,1.0,,,45.0,24.0,6.3,0.0,0.0,0.00022046,0,,,,2.0,3.0,2.0,,,,6.0,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
11409212,away,FC Arouca,Oriol Busquets,,,oriol-busquets,O. Busquets,M,66,185,483,M,817621,EUR,916790400,M,14,14,True,22.0,22.0,,,9.0,9.0,13.0,13.0,,1.0,,,45.0,28.0,6.8,0.0125,0.0,0.018133,1,,,,1.0,2.0,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,
11409212,away,FC Arouca,Mateus Quaresma,,,mateus-quaresma,M. Quaresma,D,66,181,70,M,874360,EUR,840672000,D,6,6,True,9.0,7.0,2.0,,3.0,5.0,4.0,5.0,,3.0,,,32.0,22.0,6.7,0.0341,0.0,0.00667235,1,,1.0,,6.0,5.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,,,,,1.0,3.0,1.0,2.0,,,1.0,,,,,,1.0,,,,,,,1.0
11409212,away,FC Arouca,Miguel Puche,,,puche-miguel,M. Puche,F,11,180,48,M,1000680,EUR,988588800,F,11,11,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,3.0,,,16.0,8.0,6.3,0.0,0.0,0.00728832,0,,,,5.0,2.0,4.0,1.0,,2.0,3.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
11409212,away,FC Arouca,Bogdan Milovanov,,,bogdan-milovanov,B. Milovanov,D,3,178,86,M,914162,EUR,892944000,D,22,22,True,,,,,,,,,,,,,1.0,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409212,away,FC Arouca,João Valido,,,joao-valido,J. Valido,G,1,185,54,M,973352,EUR,952041600,G,1,1,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409212,away,FC Arouca,Yaw Moses,,,yaw-moses,Y. Moses,M,6,170,71,M,892757,EUR,930787200,M,17,17,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409212,away,FC Arouca,Alfonso Trezza,,,alfonso-trezza,A. Trezza,M,19,166,267,M,973517,EUR,930009600,F,9,9,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409212,away,FC Arouca,Yusuf Lawal,,,yusuf-lawal,Y. Lawal,M,24,175,112,M,898808,EUR,890611200,F,7,7,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
