match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_ownGoals,player_sofascoreId,stat_aerialWon,stat_outfielderBlock,stat_keyPass,stat_accurateCross,stat_errorLeadToAShot,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_punches
14167878,home,Olympique Lyonnais,Martín Satriano,martin-satriano,M. Satriano,F,10,187,2192,M,973536,EUR,982627200,F,20,20,False,22.0,20.0,1.0,1.0,1.0,10.0,11.0,10.0,11.0,,,,,,,90.0,33.0,6.8,6.0,0.103538,,1,,0.16,0.02,0.13,,,,2.0,4.0,5.0,4.0,,,2.0,2.0,,1.0,1.0,,,2.0,,1.0,0.0591,-0.24,,,2.0,,2.0,1.0,,,2.0,,,1.0,,,,
14167878,home,Olympique Lyonnais,Afonso Moreira,afonso-moreira,A. Moreira,F,17,175,2494,M,1215906,EUR,1111190400,F,17,17,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,12.0,9.0,6.5,4.0,0.00331982,,1,,-0.05,0.22,0.15,,,,1.0,,4.0,2.0,,1.0,3.0,1.0,1.0,,,,,,1.0,1.0,0.0233,-0.23,,,,,,,,,,,,,,,,
14167878,home,Olympique Lyonnais,Pavel Šulc,pavel-sulc,P. Šulc,M,10,177,3149,M,957604,EUR,978048000,M,10,10,True,,,,,0.0,,,,,,,,,,,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167878,home,Olympique Lyonnais,Lassine Diarra,lassine-diarra,L. Diarra,G,20,195,505,M,1481174,EUR,1036972800,G,50,50,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Lassine Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167878,home,Olympique Lyonnais,Ruben Kluivert,ruben-kluivert,R. Kluivert,D,21,187,1724,M,1014540,EUR,990403200,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167878,home,Olympique Lyonnais,Téo Barišić,teo-barisic,T. Barišić,D,28,185,492,M,2059250,EUR,1096502400,D,41,41,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Téo,Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167878,home,Olympique Lyonnais,Rachid Ghezzal,rachid-ghezzal,R. Ghezzal,M,18,182,3141,M,123228,EUR,705369600,F,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167878,home,Olympique Lyonnais,Mathys de Carvalho,mathys-de-carvalho,M. d. Carvalho,M,39,183,447,,1545023,EUR,1114905600,M,39,39,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Mathys,de Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167878,home,Olympique Lyonnais,Khalis Merah,khalis-merah,K. Merah,M,44,178,3633,,2127096,EUR,1172188800,M,44,44,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Khalis,Merah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167878,home,Olympique Lyonnais,Alejandro Gomes Rodriguez,alejandro-gomes-rodriguez,A. G. Rodriguez,F,11,176,1721,M,1614474,EUR,1205193600,F,32,32,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Alejandro,Gomes Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167878,away,Toulouse,Guillaume Restes,guillaume-restes,G. Restes,G,1,188,2069,M,1154630,EUR,1110499200,G,1,1,False,26.0,13.0,20.0,9.0,0.0,6.0,8.0,7.0,18.0,3.0,1.0,2.0,2.0,1.0,1.0,90.0,31.0,6.8,13.0,0.00089238,0.3265,0,0.2725,0.02,0.0,-0.24,0.32,Guillaume,Restes,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0
14167878,away,Toulouse,Mark McKenzie,mark-mckenzie,M. McKenzie,D,3,183,647,M,922759,EUR,919900800,D,3,3,False,19.0,15.0,1.0,,0.0,5.0,8.0,10.0,11.0,2.0,,,,,,90.0,42.0,6.6,6.0,0.0413845,,0,,0.03,0.01,-0.07,,,,,1.0,4.0,2.0,1.0,,,,,4.0,2.0,1.0,1.0,1.0,,2.0,,,,,1.0,,1.0,,,,,,,,,,,
14167878,away,Toulouse,Charlie Cresswell,charlie-cresswell,C. Cresswell,D,4,190,1084,M,1020744,EUR,1029456000,D,4,4,False,32.0,28.0,4.0,3.0,0.0,20.0,21.0,8.0,11.0,4.0,,,,,,90.0,49.0,7.7,4.0,0.109699,,0,,0.14,0.01,0.65,,,,,2.0,3.0,6.0,1.0,,,,,12.0,1.0,,,,,,,,,,6.0,3.0,1.0,,,,,,,,,,,
14167878,away,Toulouse,Rasmus Nicolaisen,rasmus-nicolaisen,R. Nicolaisen,D,2,190,261,M,798124,EUR,858470400,D,2,2,False,25.0,17.0,5.0,3.0,0.0,12.0,13.0,5.0,12.0,1.0,,,,,,90.0,38.0,6.3,9.0,0.00855643,,0,,-0.02,0.0,-0.21,,,,,1.0,7.0,6.0,2.0,,,,,6.0,3.0,2.0,2.0,,1.0,4.0,,,,,3.0,,1.0,,,True,,,,,,,,
14167878,away,Toulouse,Djibril Sidibé,djibril-sidibe,D. Sidibé,D,19,182,538,M,123388,EUR,712368000,M,19,19,False,25.0,11.0,2.0,,0.0,5.0,8.0,6.0,17.0,2.0,,,,,,78.0,36.0,6.3,19.0,0.00283731,,0,,-0.23,0.05,-0.12,,,,1.0,,2.0,4.0,1.0,,1.0,1.0,,1.0,1.0,,,3.0,2.0,1.0,,,,,2.0,,,,,,,,,,,,,
14167878,away,Toulouse,Cristian Cásseres Jr.,cristian-casseres-jr,C. Cásseres Jr.,M,23,174,1378,M,878938,EUR,948326400,M,23,23,False,22.0,20.0,1.0,1.0,0.0,6.0,7.0,14.0,15.0,2.0,,,,,,78.0,32.0,6.7,6.0,0.207617,,1,,0.28,0.09,-0.06,,,,4.0,1.0,3.0,2.0,,1.0,,,1.0,1.0,,1.0,,,,1.0,0.0611,-0.1,,,1.0,,2.0,1.0,,,,,,,,,,
14167878,away,Toulouse,Mario Sauer,mario-sauer,M. Sauer,M,77,180,515,M,1386065,EUR,1084579200,M,77,77,False,17.0,14.0,1.0,1.0,0.0,5.0,7.0,9.0,10.0,2.0,,,,,,45.0,23.0,6.6,3.0,0.0208635,,1,,0.1,-0.04,-0.03,,,,,,,,,,,,,2.0,2.0,,,,,,0.0209,-0.02,,,,,,,,,,,,1.0,,,,
14167878,away,Toulouse,Warren Kamanzi,warren-kamanzi,W. Kamanzi,M,12,177,196,M,1048366,EUR,973900800,M,12,12,False,11.0,9.0,1.0,,0.0,2.0,3.0,7.0,8.0,1.0,,,,,,45.0,20.0,6.4,5.0,0.0102088,,1,,0.02,0.09,-0.04,,,,,1.0,3.0,2.0,,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,0.0593,-0.12,,,,,1.0,,,,,,,1.0,,,,
14167878,away,Toulouse,Aron Dønnum,aron-donnum,A. Dønnum,M,15,179,643,M,863133,EUR,893030400,F,15,15,False,22.0,17.0,1.0,,0.0,6.0,6.0,11.0,16.0,2.0,,,,,,90.0,41.0,7.0,12.0,0.270538,,1,,0.29,0.24,-0.03,,,,6.0,,3.0,5.0,1.0,,1.0,,,3.0,3.0,,,1.0,3.0,1.0,0.0963,-0.29,,,2.0,,1.0,1.0,,,1.0,,,1.0,,,,
14167878,away,Toulouse,Frank Magri,frank-magri,F. Magri,F,9,178,1819,M,1169436,EUR,936403200,F,9,9,False,10.0,7.0,,,0.0,1.0,1.0,6.0,9.0,2.0,,,,,,71.0,25.0,6.9,6.0,0.0087751,,2,,0.0,0.02,0.14,,Frank Magri,,,5.0,7.0,10.0,,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,2.0,2.0,1.0,0.0793,-0.34,,,5.0,,1.0,,,,,,1.0,,0.023,,,
14167878,away,Toulouse,Yann Gboho,yann-gboho,Y. Gboho,F,10,173,957,M,911851,EUR,979430400,F,10,10,False,15.0,9.0,,,0.0,3.0,4.0,6.0,11.0,7.0,,,,,,90.0,28.0,7.1,10.0,0.106089,,2,,-0.16,0.61,0.15,,,,,,4.0,5.0,,1.0,4.0,2.0,,,1.0,2.0,1.0,1.0,,1.0,0.2293,-0.19,,,1.0,,5.0,,,,,,,2.0,,,,
14167878,away,Toulouse,Dayann Methalie,dayann-methalie,D. Methalie,M,24,186,426,M,1894003,EUR,1139961600,D,24,24,True,7.0,5.0,,,0.0,2.0,3.0,3.0,4.0,5.0,,,,,,45.0,16.0,6.7,5.0,0.0319691,,2,,-0.01,0.3,0.13,,,,,,4.0,3.0,,,1.0,,1.0,,,1.0,1.0,1.0,2.0,3.0,0.112,-0.43,,,,,,,,,,,1.0,,0.0747,,,
14167878,away,Toulouse,Abu Francis,francis-abu,A. Francis,M,17,182,1495,M,988801,EUR,988329600,M,17,17,True,17.0,12.0,2.0,,0.0,7.0,9.0,5.0,8.0,2.0,,,,,,45.0,25.0,6.8,5.0,0.0511612,,0,,0.18,0.02,0.16,,,,,,2.0,4.0,1.0,,1.0,1.0,,2.0,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
14167878,away,Toulouse,Emersonn,emersonn,Emersonn,F,20,186,545,M,1128844,EUR,1089936000,F,20,20,True,3.0,2.0,,,0.0,,1.0,2.0,2.0,,,,,,,19.0,10.0,8.6,4.0,0.00062466,,3,,-0.02,,-0.02,,Emersonn,,,1.0,2.0,2.0,,,,,2.0,,,,,3.0,,1.0,0.4653,0.42,,,2.0,,,,,,,1.0,1.0,,0.8336,1.0,,
14167878,away,Toulouse,Alexis Vossah,alexis-vossah,A. Vossah,M,17,181,216,M,2193194,EUR,1205193600,M,45,45,True,2.0,1.0,,,1.0,,,1.0,2.0,,,,,,,12.0,6.0,7.0,2.0,0.1828,,1,,0.25,,0.0,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,0.0532,-0.19,,,1.0,,1.0,1.0,,,1.0,,,1.0,,,,
14167878,away,Toulouse,Santiago Hidalgo,santiago-hidalgo,S. Hidalgo,F,11,174,1019,M,1199247,EUR,1108598400,F,11,11,True,4.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,,,,,,12.0,7.0,6.5,3.0,0.00174395,,0,,0.03,-0.54,-0.01,,Santiago Hidalgo,,,1.0,3.0,2.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,
14167878,away,Toulouse,Kjetil Haug,kjetil-haug,K. Haug,G,16,187,94,M,792318,EUR,897609600,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167878,away,Toulouse,Seny Koumbassa,seny-koumbassa,S. Koumbassa,D,35,187,80,M,2077075,EUR,1182297600,D,35,35,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Seny Koumbassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167878,away,Toulouse,Julian Vignolo,julian-vignolo,J. Vignolo,F,7,185,309,M,1657108,EUR,1165449600,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167878,away,Toulouse,Noah Edjouma,noah-edjouma,N. Edjouma,F,20,182,400,M,1512354,EUR,1128384000,F,31,31,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Noah,Edjouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
