match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_outfielderBlock,stat_keyPass,stat_challengeLost,stat_interceptionWon,stat_dispossessed,stat_bigChanceCreated,stat_wasFouled,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_penaltyWon,captain,stat_accurateCross,stat_hitWoodwork,stat_goals,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_penaltyConceded
10382074,home,PSV Eindhoven,Walter Benítez,,,walter-benitez,W. Benítez,G,44,193,4345,M,249859,EUR,727401600,G,1,1,False,28.0,28.0,6.0,6.0,26.0,26.0,2.0,2.0,10.0,2.0,3.0,90.0,35.0,7.4,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382074,home,PSV Eindhoven,Ki-Jana Hoever,,,ki-jana-hoever,K. Hoever,D,12,180,943,M,954044,EUR,1011312000,D,2,2,False,54.0,40.0,7.0,3.0,18.0,24.0,22.0,31.0,5.0,,,58.0,77.0,7.2,18.0,3,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10382074,home,PSV Eindhoven,Jordan Teze,,,jordan-teze,J. Teze,D,4,183,1080,M,825846,EUR,938649600,D,3,3,False,94.0,86.0,5.0,5.0,41.0,43.0,45.0,52.0,7.0,,,90.0,108.0,7.8,9.0,1,1.0,,,5.0,,,,1.0,2.0,2.0,1.0,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10382074,home,PSV Eindhoven,Armando Obispo,,,armando-obispo,A. Obispo,D,4,184,450,M,825838,EUR,920592000,D,4,4,False,91.0,82.0,8.0,5.0,34.0,38.0,48.0,53.0,6.0,,,90.0,110.0,7.7,10.0,4,,3.0,4.0,5.0,,,2.0,2.0,4.0,1.0,1.0,,,4.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,
10382074,home,PSV Eindhoven,Phillipp Mwene,,,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,D,29,29,False,31.0,26.0,1.0,1.0,10.0,12.0,16.0,20.0,1.0,,,45.0,43.0,6.6,9.0,0,1.0,1.0,3.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,
10382074,home,PSV Eindhoven,Érick Gutiérrez,,,erick-gutierrez,É. Gutiérrez,M,15,181,915,M,590700,EUR,803174400,M,15,15,False,58.0,52.0,11.0,9.0,20.0,21.0,32.0,37.0,7.0,,,71.0,65.0,7.2,6.0,2,,,3.0,2.0,,,2.0,,1.0,2.0,1.0,,1.0,,,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,
10382074,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3780,M,850816,EUR,911433600,M,23,23,False,76.0,65.0,10.0,6.0,23.0,26.0,42.0,51.0,9.0,,,90.0,90.0,8.0,13.0,2,1.0,1.0,2.0,8.0,2.0,2.0,2.0,,1.0,3.0,1.0,1.0,,,,2.0,1.0,,,1.0,3.0,,,,,,,,,,,,,
10382074,home,PSV Eindhoven,Ismael Saibari,,,ismael-saibari,I. Saibari,M,34,185,23357,M,1063767,EUR,980640000,M,28,28,False,30.0,25.0,1.0,1.0,5.0,6.0,20.0,24.0,6.0,,,58.0,45.0,7.0,8.0,3,,,2.0,5.0,1.0,1.0,2.0,,,3.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,ismaelsaibari,1.0,1.0,1.0,,,,,,,,,
10382074,home,PSV Eindhoven,Xavi Simons,,,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,M,7,7,False,28.0,22.0,1.0,,6.0,7.0,16.0,22.0,4.0,,,90.0,51.0,7.2,15.0,5,1.0,,7.0,9.0,5.0,3.0,2.0,2.0,,,,2.0,3.0,3.0,,2.0,,,2.0,,3.0,XaviSimons,,1.0,,1.0,,,,,,,,
10382074,home,PSV Eindhoven,Cody Gakpo,,,cody-gakpo,C. Gakpo,M,18,193,51143,M,862967,EUR,926035200,M,11,11,False,34.0,20.0,,,1.0,4.0,28.0,50.0,3.0,,,90.0,83.0,10.0,29.0,7,20.0,,1.0,9.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,,2.0,,9.0,,2.0,,1.0,4.0,CodyGakpo,,3.0,,,True,9.0,2.0,1.0,,,,
10382074,home,PSV Eindhoven,Anwar El Ghazi,,,anwar-el-ghazi,A. E. Ghazi,M,27,188,868,M,362470,EUR,799459200,F,21,21,False,23.0,14.0,,,4.0,5.0,10.0,22.0,3.0,,,82.0,34.0,6.3,15.0,2,4.0,1.0,3.0,3.0,3.0,1.0,2.0,,,,,,,2.0,,,,,,,,,1.0,,1.0,,,,,,,,,
10382074,home,PSV Eindhoven,Philipp Max,,,philipp-max,P. Max,D,,178,608,M,142672,EUR,749347200,D,31,31,True,52.0,43.0,6.0,2.0,12.0,13.0,31.0,40.0,10.0,,,45.0,60.0,7.0,11.0,0,1.0,,1.0,1.0,,,,,,1.0,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
