match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalOffside,stat_blockedScoringAttempt,player_firstName,player_lastName,player_sofascoreId,stat_outfielderBlock,stat_goalAssist,stat_goals
10411584,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,21.0,12.0,16.0,7.0,6.0,9.0,6.0,12.0,8.0,2.0,90.0,26.0,6.6,9.0,0.0,0.0,0.00270738,0,-0.1486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411584,home,Hellas Verona,Paweł Dawidowicz,pawel-dawidowicz,P. Dawidowicz,D,27,188,1744,M,288321,EUR,800928000,D,27,27,False,27.0,22.0,4.0,1.0,16.0,18.0,6.0,9.0,3.0,,78.0,41.0,6.9,5.0,0.5673,0.0,0.0283768,2,,True,1.0,3.0,6.0,1.0,2.0,6.0,5.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,
10411584,home,Hellas Verona,Isak Hien,hien-isak,I. Hien,D,4,191,2306,M,1157713,EUR,916185600,D,6,6,False,38.0,30.0,5.0,5.0,16.0,22.0,14.0,16.0,7.0,,90.0,53.0,6.7,11.0,0.0,0.0,0.0049363,0,,,3.0,3.0,6.0,,,,1.0,1.0,1.0,,1.0,2.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,
10411584,home,Hellas Verona,Federico Ceccherini,federico-ceccherini,F. Ceccherini,D,23,187,130,M,139410,EUR,705542400,D,17,17,False,40.0,34.0,2.0,1.0,13.0,15.0,21.0,26.0,7.0,,90.0,50.0,6.7,9.0,0.1674,0.0,0.00748154,1,,,2.0,2.0,2.0,,1.0,2.0,,,1.0,,1.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,
10411584,home,Hellas Verona,Filippo Terracciano,terracciano-filippo,F. Terracciano,D,24,181,1614,M,1034303,EUR,1044662400,M,24,24,False,33.0,26.0,3.0,1.0,14.0,16.0,13.0,24.0,5.0,,90.0,53.0,7.1,15.0,0.0,0.0,0.346425,0,,,2.0,2.0,6.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,1.0,1.0,1.0,,,,,,,,,,
10411584,home,Hellas Verona,Martin Hongla,martin-hongla,M. Hongla,M,78,183,1195,M,856062,EUR,890006400,M,18,18,False,33.0,28.0,5.0,4.0,12.0,14.0,16.0,19.0,4.0,,90.0,45.0,7.1,7.0,0.1217,0.0936,0.0632598,3,,,2.0,3.0,6.0,,2.0,,2.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,
10411584,home,Hellas Verona,Ibrahim Sulemana,ibrahim-sulemana,I. Sulemana,M,25,180,1979,M,105905,EUR,1053561600,M,77,77,False,19.0,13.0,2.0,,4.0,5.0,10.0,15.0,4.0,,65.0,32.0,6.7,10.0,0.0182,0.0,0.01988,1,,,1.0,6.0,4.0,,1.0,,3.0,3.0,2.0,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,
10411584,home,Hellas Verona,Josh Doig,josh-doig,J. Doig,D,3,189,836,M,989276,EUR,1021680000,M,3,3,False,15.0,10.0,1.0,,2.0,2.0,8.0,14.0,5.0,,65.0,37.0,6.2,17.0,0.0,0.0,0.00622608,0,,,1.0,6.0,4.0,,,1.0,1.0,1.0,,,1.0,4.0,1.0,,,1.0,1.0,,,,2.0,,,,,,,,,
10411584,home,Hellas Verona,Kevin Lasagna,kevin-lasagna,K. Lasagna,F,15,181,317,M,587962,EUR,713404800,F,11,11,False,17.0,13.0,2.0,1.0,3.0,5.0,10.0,13.0,9.0,,90.0,34.0,7.0,11.0,0.1443,0.1232,0.0225084,4,,,1.0,8.0,5.0,,2.0,,1.0,,1.0,3.0,4.0,1.0,,,2.0,3.0,1.0,,,,2.0,1.0,,1.0,,,,,,
10411584,home,Hellas Verona,Yayah Kallon,yayah-kallon,Y. Kallon,F,9,175,173,M,967510,EUR,993859200,F,30,30,False,15.0,11.0,,,,,13.0,20.0,1.0,,71.0,30.0,6.7,11.0,0.0,0.0,0.0424001,0,,,,7.0,2.0,,,,,,1.0,1.0,3.0,2.0,1.0,,1.0,1.0,5.0,2.0,,,2.0,,,,,,,,,
10411584,home,Hellas Verona,Milan Đurić,milan-duric,M. Đurić,F,9,199,819,M,76132,EUR,643334400,F,19,19,False,22.0,11.0,,,2.0,2.0,9.0,20.0,,,78.0,27.0,6.9,12.0,0.0,0.0,0.0349134,0,,,11.0,5.0,12.0,,,2.0,,,1.0,1.0,4.0,,,,1.0,1.0,,,,,,,,,,,,,,
10411584,home,Hellas Verona,Miguel Veloso,miguel-veloso,M. Veloso,M,,180,198,M,6557,EUR,516153600,M,4,4,True,16.0,14.0,,,4.0,4.0,11.0,14.0,4.0,,25.0,24.0,6.9,3.0,0.0351,0.0,0.00692698,1,,,,,3.0,,,,2.0,1.0,,,,,,,,1.0,2.0,1.0,,,,,,1.0,,,,,,
10411584,home,Hellas Verona,Darko Lazović,darko-lazovic,D. Lazović,M,88,181,680,M,41157,EUR,653356800,M,8,8,True,11.0,10.0,1.0,1.0,2.0,2.0,11.0,12.0,2.0,,25.0,20.0,7.0,3.0,0.0,0.0,0.445377,0,,,,,1.0,,,,,,,1.0,,1.0,1.0,,1.0,,3.0,3.0,,,,,,,,,,,,
10411584,home,Hellas Verona,Simone Verdi,simone-verdi,S. Verdi,M,99,174,614,M,98058,EUR,710899200,M,7,7,True,2.0,2.0,,,,,3.0,7.0,,,19.0,13.0,6.8,5.0,0.1162,0.0,0.112788,2,,,,2.0,1.0,,2.0,,,,1.0,1.0,,1.0,1.0,,,,5.0,1.0,,,1.0,,,,,,,,,
10411584,home,Hellas Verona,Koray Günter,koray-gunter,K. Günter,D,22,185,217,M,138165,EUR,776995200,D,21,21,True,8.0,7.0,2.0,2.0,5.0,6.0,2.0,2.0,1.0,,12.0,10.0,6.6,1.0,0.0,0.0,0.00060899,0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
10411584,home,Hellas Verona,Thomas Henry,thomas-henry,T. Henry,F,9,191,450,M,795541,EUR,780019200,F,9,9,True,4.0,4.0,,,,,4.0,4.0,1.0,,12.0,8.0,6.7,1.0,0.0241,0.0,0.134356,1,,,,2.0,1.0,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,
10411584,home,Hellas Verona,Simone Perilli,simone-perilli,S. Perilli,G,34,195,110,M,253369,EUR,789436800,G,34,34,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411584,home,Hellas Verona,Mattia Chiesa,mattia-chiesa,M. Chiesa,G,1,190,62,M,916322,EUR,963705600,G,16,16,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Mattia,Chiesa,,,,
10411584,home,Hellas Verona,Alessandro Berardi,alessandro-berardi,A. Berardi,G,,185,37,M,147700,EUR,663984000,G,22,22,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411584,home,Hellas Verona,Juan Cabal,juan-cabal,J. Cabal,D,32,185,4400,M,988037,EUR,978912000,D,32,32,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
