match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_shotOffTarget,stat_expectedGoals,player_firstName,player_lastName,stat_totalCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceCreated,stat_punches,stat_accurateCross,stat_errorLeadToAGoal,stat_totalOffside,stat_blockedScoringAttempt
12763983,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12217,M,oblakjan,69768,EUR,726364800,G,13,13,False,True,26.0,10.0,19.0,3.0,0.0,8.0,8.0,2.0,18.0,9.0,3.0,1.0,3.0,90.0,37.0,6.9,16.0,0.00060903,0,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763983,home,Atlético Madrid,Giuliano Simeone,giuliano-simeone,G. Simeone,M,20,178,16161,M,giulisimeone,1099352,EUR,1040169600,D,22,22,False,,24.0,17.0,,,0.0,4.0,6.0,13.0,18.0,7.0,,,,87.0,34.0,6.7,9.0,0.0371005,0,,5.0,2.0,8.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
12763983,home,Atlético Madrid,Nahuel Molina,nahuel-molina,N. Molina,D,16,175,13483,M,nahuelmolina_35,831799,EUR,891820800,D,16,16,False,,39.0,28.0,6.0,,0.0,17.0,21.0,11.0,18.0,3.0,,,,90.0,56.0,6.6,16.0,0.00684024,0,,,3.0,3.0,7.0,3.0,,,,3.0,2.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,
12763983,home,Atlético Madrid,José María Giménez,jose-maria-gimenez,J. M. Giménez,D,2,185,5896,M,JoseMaGimenez13,325355,EUR,790560000,D,2,2,False,,26.0,20.0,3.0,,0.0,16.0,18.0,4.0,8.0,1.0,,,,90.0,33.0,6.7,6.0,0.00180686,0,,1.0,,2.0,2.0,,,,,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
12763983,home,Atlético Madrid,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186,7965,M,clement_lenglet,580550,EUR,803347200,D,15,15,False,,34.0,26.0,7.0,3.0,0.0,17.0,21.0,9.0,13.0,2.0,,,,90.0,40.0,6.7,8.0,0.00539023,0,,,1.0,,2.0,,,,,3.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,
12763983,home,Atlético Madrid,Javi Galán,javi-galan,J. Galán,D,20,172,2451,M,,825133,EUR,785203200,D,21,21,False,,10.0,7.0,3.0,1.0,0.0,4.0,5.0,3.0,5.0,1.0,,,,45.0,25.0,6.5,6.0,0.00397267,1,,1.0,,5.0,3.0,1.0,1.0,,,1.0,2.0,2.0,,2.0,1.0,2.0,,1.0,0.0422,,,,,,,,,,,,,
12763983,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9261,M,marcosllorente,353138,EUR,791424000,M,14,14,False,,30.0,26.0,2.0,1.0,0.0,14.0,16.0,12.0,14.0,5.0,,,,90.0,36.0,6.7,5.0,0.00700479,0,,1.0,,1.0,2.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,
12763983,home,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180,54296,M,RodridePaul,249399,EUR,769737600,M,5,5,False,,42.0,37.0,8.0,6.0,0.0,13.0,14.0,24.0,31.0,3.0,,,,90.0,58.0,7.1,11.0,0.0449202,0,,,,4.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,3.0,,,,,,,,,,
12763983,home,Atlético Madrid,Pablo Barrios,pablo-barrios,P. Barrios,M,8,181,6634,M,PBarrios,1142588,EUR,1055635200,M,8,8,False,,9.0,8.0,,,0.0,6.0,7.0,2.0,2.0,,,,,25.0,13.0,4.4,1.0,0.00092518,0,,,,1.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,
12763983,home,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176,99570,M,AGriez,85859,EUR,669513600,M,7,7,False,,33.0,27.0,2.0,1.0,0.0,7.0,7.0,20.0,28.0,7.0,,,,87.0,43.0,7.2,8.0,0.0273637,1,,,,1.0,3.0,1.0,,1.0,1.0,,1.0,2.0,1.0,,,,,1.0,0.0262,,,2.0,,,,,,,,,,
12763983,home,Atlético Madrid,Julián Alvarez,julian-alvarez,J. Álvarez,F,19,170,225448,M,LaAraña,944656,EUR,949276800,F,19,19,False,,16.0,12.0,1.0,1.0,0.0,3.0,3.0,9.0,16.0,2.0,,,,89.0,38.0,9.0,14.0,0.0317643,3,,3.0,,6.0,6.0,,2.0,4.0,3.0,,1.0,1.0,1.0,4.0,2.0,,,1.0,0.6978,,,3.0,2.0,2.0,1.7131,2.0,,,,,,
12763983,home,Atlético Madrid,Reinildo Mandava,reinildo-mandava,R. Mandava,D,17,180,11933,M,ReinildoMandava,831424,EUR,759110400,D,23,23,True,,8.0,8.0,,,0.0,2.0,2.0,6.0,8.0,,,,,45.0,17.0,6.8,2.0,0.00384999,0,,,,1.0,1.0,1.0,,,,2.0,1.0,,,,1.0,,1.0,,,,,2.0,,,,,,,,,,
12763983,home,Atlético Madrid,Samuel Lino,samuel-lino,S. Lino,M,16,178,22210,M,osamuellino,874705,EUR,945907200,M,12,12,True,,,,,,0.0,,,,,,,,,9.0,1.0,6.6,,,0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
12763983,home,Atlético Madrid,Ángel Correa,angel-correa,Á. Correa,F,7,171,16971,M,angelcorrea32,316152,EUR,794707200,F,10,10,True,,2.0,2.0,,,1.0,,,2.0,2.0,2.0,,,,9.0,5.0,6.9,2.0,0.00135017,0,,,,2.0,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,
12763983,home,Atlético Madrid,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187,6514,M,lenormand_r,787751,EUR,847670400,D,24,24,True,,,,,,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763983,home,Atlético Madrid,Antonio Gomis,antonio-gomis,A. Gomis,G,1,191,354,M,,1156733,EUR,1053388800,G,31,31,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763983,home,Atlético Madrid,Juan Musso,juan-musso,J. Musso,G,1,191,5827,M,juanmusso,263651,EUR,768182400,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763983,home,Atlético Madrid,Axel Witsel,axel-witsel,A. Witsel,D,20,186,9822,M,axelwitsel28,35612,EUR,600566400,D,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763983,home,Atlético Madrid,César Azpilicueta,cesar-azpilicueta,C. Azpilicueta,D,3,178,4626,M,Dave,21555,EUR,620265600,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763983,home,Atlético Madrid,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16542,M,conorgallagher92,904970,EUR,949795200,M,4,4,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763983,home,Atlético Madrid,Rodrigo Riquelme,rodrigo-riquelme,R. Riquelme,M,17,174,4774,M,,989113,EUR,954633600,M,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763983,home,Atlético Madrid,Koke,koke,Koke,M,6,177,5864,M,Koke6,84539,EUR,694828800,M,6,6,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763983,home,Atlético Madrid,Thomas Lemar,thomas-lemar,T. Lemar,M,11,170,4600,M,,191182,EUR,816134400,M,11,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763983,away,Bayer 04 Leverkusen,Matěj Kovář,matej-kovar,M. Kovář,G,32,196,2046,M,,927366,EUR,958521600,G,17,17,False,,15.0,13.0,3.0,1.0,0.0,12.0,13.0,1.0,2.0,3.0,,,,90.0,18.0,6.2,2.0,0.00027078,0,-0.2869,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,
